600.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.717 1.064 0.473 0.009 0.009 0.013
600.1 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.717 1.063 0.473 0.008 0.009 0.016
600.2 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.717 1.063 0.473 0.008 0.009 0.018
600.3 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.716 1.063 0.473 0.007 0.009 0.019
600.4 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.716 1.062 0.473 0.007 0.009 0.02
600.5 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.716 1.062 0.473 0.007 0.009 0.021
600.6 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.716 1.062 0.473 0.007 0.009 0.022
600.7 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.716 1.061 0.472 0.007 0.009 0.023
600.8 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.716 1.061 0.472 0.007 0.009 0.024
600.9 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.716 1.061 0.472 0.007 0.01 0.024
601.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.716 1.06 0.472 0.007 0.01 0.025
601.1 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.716 1.06 0.472 0.007 0.01 0.026
601.2 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.716 1.06 0.472 0.007 0.01 0.026
601.3 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.715 1.059 0.472 0.007 0.01 0.027
601.4 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.715 1.059 0.472 0.007 0.011 0.027
601.5 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.715 1.059 0.472 0.007 0.011 0.028
601.6 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.715 1.059 0.472 0.008 0.011 0.029
601.7 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.715 1.058 0.472 0.008 0.011 0.029
601.8 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.715 1.058 0.472 0.008 0.012 0.03
601.9 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.715 1.058 0.471 0.008 0.012 0.031
602.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.715 1.057 0.471 0.008 0.012 0.031
602.1 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.714 1.057 0.471 0.008 0.012 0.032
602.2 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.714 1.057 0.471 0.009 0.013 0.033
602.3 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.714 1.056 0.471 0.009 0.013 0.033
602.4 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.714 1.056 0.471 0.009 0.013 0.034
602.5 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.714 1.056 0.471 0.009 0.013 0.035
602.6 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.714 1.056 0.471 0.009 0.014 0.035
602.7 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.713 1.055 0.471 0.01 0.014 0.036
602.8 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.713 1.055 0.471 0.01 0.014 0.037
602.9 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.713 1.055 0.471 0.01 0.015 0.038
603.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.713 1.054 0.471 0.01 0.015 0.038
603.1 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.713 1.054 0.47 0.011 0.015 0.039
603.2 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.713 1.053 0.47 0.011 0.016 0.04
603.3 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.713 1.053 0.47 0.011 0.016 0.041
603.4 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 1.006 0.704 1.44 1.103 2.337 1.799 0.712 1.053 0.47 0.011 0.016 0.042
