800.0 2.086 1.986 1.91 0.01 2.786 1.815 0.945 1.085 0.919 1.02 0.523 0.993 2.067 0.614 1.364 1.0 0.493 0.536 0.012 0.013 0.007
800.1 2.086 1.986 1.91 0.01 2.786 1.815 0.945 1.085 0.919 1.02 0.523 0.993 2.067 0.614 1.364 1.0 0.494 0.536 0.013 0.014 0.006
800.2 2.086 1.986 1.91 0.01 2.786 1.815 0.945 1.085 0.919 1.02 0.523 0.993 2.067 0.614 1.364 1.0 0.494 0.536 0.014 0.015 0.004
800.3 2.086 1.986 1.91 0.01 2.786 1.815 0.945 1.085 0.919 1.02 0.523 0.993 2.067 0.614 1.364 1.001 0.494 0.536 0.015 0.016 0.004
800.4 2.086 1.986 1.91 0.01 2.786 1.815 0.945 1.085 0.919 1.02 0.523 0.993 2.067 0.614 1.364 1.001 0.494 0.536 0.016 0.016 0.003
800.5 2.086 1.986 1.91 0.01 2.786 1.815 0.945 1.085 0.919 1.02 0.523 0.993 2.066 0.613 1.363 1.001 0.494 0.536 0.017 0.016 0.003
800.6 2.086 1.986 1.91 0.01 2.786 1.815 0.946 1.085 0.919 1.02 0.523 0.993 2.066 0.613 1.363 1.001 0.494 0.536 0.017 0.017 0.002
800.7 2.086 1.986 1.91 0.01 2.786 1.815 0.946 1.085 0.919 1.02 0.523 0.993 2.066 0.613 1.363 1.001 0.494 0.536 0.017 0.017 0.002
800.8 2.086 1.986 1.91 0.01 2.786 1.815 0.946 1.085 0.919 1.02 0.523 0.993 2.066 0.613 1.363 1.002 0.494 0.536 0.018 0.017 0.002
800.9 2.086 1.986 1.91 0.01 2.786 1.815 0.946 1.085 0.919 1.02 0.523 0.993 2.066 0.613 1.363 1.002 0.494 0.537 0.018 0.017 0.002
801.0 2.086 1.986 1.91 0.01 2.786 1.815 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.363 1.002 0.494 0.537 0.018 0.017 0.002
801.1 2.086 1.986 1.91 0.01 2.786 1.815 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.363 1.002 0.494 0.537 0.019 0.017 0.002
801.2 2.086 1.986 1.91 0.01 2.786 1.816 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.363 1.002 0.495 0.537 0.019 0.018 0.002
801.3 2.086 1.986 1.91 0.01 2.786 1.816 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.363 1.003 0.495 0.537 0.019 0.018 0.002
801.4 2.086 1.986 1.91 0.01 2.787 1.816 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.363 1.003 0.495 0.537 0.019 0.018 0.002
801.5 2.086 1.986 1.91 0.01 2.787 1.816 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.363 1.003 0.495 0.537 0.019 0.018 0.002
801.6 2.086 1.986 1.91 0.01 2.787 1.816 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.363 1.003 0.495 0.537 0.02 0.018 0.002
801.7 2.086 1.986 1.91 0.01 2.787 1.816 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.363 1.003 0.495 0.537 0.02 0.018 0.002
801.8 2.086 1.986 1.91 0.01 2.787 1.816 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.363 1.004 0.495 0.537 0.02 0.019 0.002
801.9 2.086 1.986 1.91 0.01 2.787 1.816 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.363 1.004 0.495 0.537 0.02 0.019 0.002
802.0 2.086 1.986 1.91 0.01 2.787 1.816 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.363 1.004 0.495 0.537 0.02 0.019 0.002
802.1 2.086 1.986 1.91 0.01 2.787 1.816 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.363 1.004 0.495 0.537 0.021 0.019 0.002
802.2 2.086 1.986 1.91 0.01 2.787 1.816 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.363 1.005 0.495 0.537 0.021 0.019 0.002
802.3 2.086 1.986 1.91 0.01 2.787 1.816 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.363 1.005 0.496 0.537 0.021 0.019 0.002
802.4 2.086 1.986 1.91 0.01 2.787 1.816 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.363 1.005 0.496 0.538 0.021 0.02 0.002
802.5 2.086 1.986 1.91 0.01 2.787 1.816 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.362 1.005 0.496 0.538 0.021 0.02 0.002
802.6 2.086 1.986 1.91 0.01 2.787 1.816 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.362 1.005 0.496 0.538 0.022 0.02 0.002
802.7 2.086 1.986 1.91 0.01 2.787 1.817 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.362 1.005 0.496 0.538 0.022 0.02 0.002
802.8 2.086 1.986 1.91 0.01 2.787 1.817 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.362 1.006 0.496 0.538 0.022 0.02 0.002
802.9 2.086 1.986 1.91 0.01 2.787 1.817 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.362 1.006 0.496 0.538 0.022 0.021 0.002
803.0 2.086 1.986 1.91 0.01 2.788 1.817 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.362 1.006 0.496 0.538 0.022 0.021 0.003
803.1 2.086 1.986 1.91 0.01 2.788 1.817 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.362 1.006 0.496 0.538 0.023 0.021 0.003
803.2 2.086 1.986 1.91 0.01 2.788 1.817 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.362 1.006 0.496 0.538 0.023 0.021 0.003
803.3 2.086 1.986 1.91 0.01 2.788 1.817 0.946 1.085 0.919 1.02 0.523 0.994 2.066 0.613 1.362 1.007 0.496 0.538 0.023 0.021 0.003
