1200.0 2.086 1.986 1.91 1.159 2.785 1.814 0.954 1.089 0.927 1.026 0.523 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.009 0.01 0.012
1200.1 2.086 1.986 1.91 1.159 2.785 1.814 0.954 1.089 0.927 1.025 0.523 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.008 0.01 0.014
1200.2 2.086 1.986 1.91 1.159 2.785 1.814 0.954 1.089 0.927 1.025 0.523 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.007 0.01 0.015
1200.3 2.086 1.986 1.91 1.159 2.785 1.814 0.954 1.089 0.927 1.025 0.523 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.006 0.011 0.016
1200.4 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.049 0.61 1.354 1.063 0.522 0.556 0.328 0.322 0.075 0.006 0.011 0.017
1200.5 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.049 0.61 1.354 1.063 0.522 0.556 0.328 0.322 0.075 0.005 0.012 0.018
1200.6 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.049 0.61 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.004 0.012 0.018
1200.7 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.049 0.61 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.004 0.013 0.019
1200.8 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.049 0.61 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.004 0.013 0.019
1200.9 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.049 0.61 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.003 0.014 0.019
1201.0 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.61 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.003 0.014 0.02
1201.1 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.003 0.014 0.02
1201.2 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.002 0.015 0.02
1201.3 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.002 0.015 0.02
1201.4 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.002 0.015 0.02
1201.5 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.002 0.016 0.021
1201.6 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.001 0.016 0.021
1201.7 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.001 0.016 0.021
1201.8 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.001 0.016 0.021
1201.9 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.001 0.016 0.021
1202.0 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.001 0.016 0.021
1202.1 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.001 0.016 0.021
1202.2 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.001 0.017 0.021
1202.3 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.001 0.017 0.021
1202.4 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.001 0.017 0.021
1202.5 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.001 0.017 0.021
1202.6 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.001 0.017 0.022
1202.7 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1202.8 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.354 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1202.9 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1203.0 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 1.0 2.05 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1203.1 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 0.999 2.05 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1203.2 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 0.999 2.05 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1203.3 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 0.999 2.05 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1203.4 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 0.999 2.049 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1203.5 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 0.999 2.049 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1203.6 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 0.999 2.049 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1203.7 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 0.999 2.049 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1203.8 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 0.999 2.049 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1203.9 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 0.999 2.049 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1204.0 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 0.999 2.049 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1204.1 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 0.999 2.049 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1204.2 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 0.999 2.049 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1204.3 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 0.999 2.049 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1204.4 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 0.999 2.049 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1204.5 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 0.999 2.049 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1204.6 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 0.999 2.049 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1204.7 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 0.999 2.049 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1204.8 2.086 1.986 1.91 1.159 2.785 1.814 0.953 1.089 0.926 1.025 0.523 0.999 2.049 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1204.9 2.086 1.986 1.91 1.159 2.785 1.814 0.954 1.089 0.926 1.025 0.523 0.999 2.049 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1205.0 2.086 1.986 1.91 1.159 2.785 1.814 0.954 1.089 0.926 1.025 0.523 0.999 2.049 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
1205.1 2.086 1.986 1.91 1.159 2.785 1.814 0.954 1.089 0.926 1.025 0.523 0.999 2.049 0.611 1.353 1.063 0.521 0.556 0.328 0.322 0.075 0.0 0.017 0.022
