1500.0 2.086 1.986 1.91 1.159 2.604 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.843 0.55 1.351 1.065 0.523 0.557 0.626 0.74 0.275 0.37 1.143 1.443 1.277 1.058 5.343 0.012 0.014 0.006
1500.1 2.086 1.986 1.91 1.159 2.604 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.843 0.55 1.351 1.065 0.523 0.557 0.626 0.74 0.275 0.37 1.143 1.443 1.278 1.058 5.346 0.012 0.016 0.005
1500.2 2.086 1.986 1.91 1.159 2.604 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.842 0.55 1.351 1.065 0.523 0.557 0.626 0.74 0.275 0.37 1.143 1.443 1.278 1.059 5.349 0.011 0.018 0.004
1500.3 2.086 1.986 1.91 1.159 2.604 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.842 0.549 1.351 1.065 0.523 0.557 0.626 0.739 0.275 0.37 1.143 1.443 1.278 1.059 5.352 0.011 0.019 0.004
1500.4 2.086 1.986 1.91 1.159 2.604 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.842 0.549 1.35 1.065 0.523 0.557 0.626 0.739 0.275 0.37 1.143 1.443 1.279 1.059 5.355 0.01 0.02 0.004
1500.5 2.086 1.986 1.91 1.159 2.604 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.842 0.549 1.35 1.065 0.523 0.557 0.625 0.739 0.275 0.37 1.143 1.443 1.279 1.06 5.359 0.01 0.022 0.003
1500.6 2.086 1.986 1.91 1.159 2.604 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.841 0.549 1.35 1.065 0.523 0.557 0.625 0.739 0.275 0.37 1.143 1.443 1.279 1.06 5.363 0.01 0.023 0.003
1500.7 2.086 1.986 1.91 1.159 2.604 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.841 0.549 1.35 1.065 0.523 0.557 0.625 0.739 0.275 0.37 1.143 1.443 1.28 1.06 5.366 0.009 0.023 0.003
1500.8 2.086 1.986 1.91 1.159 2.604 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.841 0.549 1.35 1.065 0.523 0.557 0.625 0.739 0.275 0.37 1.143 1.443 1.28 1.061 5.37 0.009 0.024 0.003
1500.9 2.086 1.986 1.91 1.159 2.604 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.841 0.549 1.35 1.065 0.523 0.557 0.625 0.739 0.275 0.37 1.143 1.443 1.281 1.061 5.374 0.009 0.025 0.003
1501.0 2.086 1.986 1.91 1.159 2.604 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.841 0.549 1.35 1.065 0.523 0.557 0.625 0.738 0.275 0.37 1.143 1.443 1.281 1.061 5.378 0.009 0.026 0.003
1501.1 2.086 1.986 1.91 1.159 2.604 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.841 0.549 1.35 1.065 0.523 0.557 0.625 0.738 0.275 0.37 1.143 1.443 1.282 1.062 5.381 0.008 0.027 0.003
1501.2 2.086 1.986 1.91 1.159 2.604 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.84 0.549 1.35 1.065 0.523 0.557 0.625 0.738 0.275 0.37 1.143 1.443 1.282 1.062 5.385 0.008 0.027 0.003
1501.3 2.086 1.986 1.91 1.159 2.604 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.84 0.549 1.349 1.065 0.523 0.557 0.625 0.738 0.275 0.37 1.143 1.443 1.282 1.063 5.389 0.008 0.028 0.003
1501.4 2.086 1.986 1.91 1.159 2.604 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.84 0.549 1.349 1.065 0.523 0.557 0.625 0.738 0.274 0.37 1.143 1.443 1.283 1.063 5.393 0.008 0.029 0.003
1501.5 2.086 1.986 1.91 1.159 2.604 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.84 0.549 1.349 1.065 0.523 0.557 0.625 0.738 0.274 0.37 1.143 1.443 1.283 1.063 5.397 0.008 0.029 0.003
1501.6 2.086 1.986 1.91 1.159 2.604 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.84 0.549 1.349 1.065 0.523 0.557 0.625 0.738 0.274 0.37 1.143 1.443 1.284 1.064 5.401 0.008 0.03 0.003
1501.7 2.086 1.986 1.91 1.159 2.604 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.84 0.549 1.349 1.065 0.523 0.557 0.624 0.738 0.274 0.37 1.143 1.443 1.284 1.064 5.405 0.008 0.031 0.003
1501.8 2.086 1.986 1.91 1.159 2.604 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.84 0.549 1.349 1.066 0.523 0.557 0.624 0.737 0.274 0.37 1.143 1.443 1.285 1.065 5.409 0.008 0.031 0.003
1501.9 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.839 0.549 1.349 1.066 0.523 0.557 0.624 0.737 0.274 0.37 1.143 1.443 1.285 1.065 5.413 0.008 0.032 0.003
1502.0 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.839 0.549 1.349 1.066 0.523 0.557 0.624 0.737 0.274 0.37 1.143 1.443 1.286 1.066 5.417 0.008 0.032 0.003
1502.1 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.839 0.549 1.349 1.066 0.523 0.557 0.624 0.737 0.274 0.37 1.143 1.443 1.286 1.066 5.421 0.008 0.033 0.003
1502.2 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.839 0.549 1.349 1.066 0.523 0.557 0.624 0.737 0.274 0.37 1.143 1.443 1.287 1.066 5.425 0.008 0.033 0.003
1502.3 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.09 0.927 1.025 0.523 1.0 1.839 0.549 1.349 1.066 0.523 0.557 0.624 0.737 0.274 0.37 1.143 1.443 1.287 1.067 5.429 0.008 0.034 0.003
1502.4 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.089 0.927 1.025 0.523 1.0 1.839 0.549 1.349 1.066 0.523 0.557 0.624 0.737 0.274 0.37 1.143 1.443 1.287 1.067 5.433 0.008 0.034 0.003
1502.5 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.089 0.927 1.025 0.523 1.0 1.839 0.549 1.349 1.066 0.523 0.557 0.624 0.737 0.274 0.37 1.143 1.443 1.288 1.068 5.437 0.008 0.035 0.003
1502.6 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.089 0.927 1.025 0.523 1.0 1.839 0.549 1.349 1.066 0.523 0.557 0.624 0.736 0.274 0.37 1.143 1.443 1.288 1.068 5.441 0.008 0.035 0.003
1502.7 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.089 0.927 1.025 0.523 1.0 1.838 0.549 1.348 1.066 0.523 0.557 0.624 0.736 0.273 0.37 1.143 1.443 1.289 1.068 5.445 0.008 0.036 0.003
1502.8 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.089 0.927 1.025 0.523 1.0 1.838 0.549 1.348 1.066 0.523 0.557 0.623 0.736 0.273 0.37 1.143 1.443 1.289 1.069 5.449 0.008 0.036 0.003
1502.9 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.089 0.927 1.025 0.523 1.0 1.838 0.549 1.348 1.066 0.523 0.557 0.623 0.736 0.273 0.37 1.143 1.443 1.29 1.069 5.453 0.008 0.037 0.003
1503.0 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.089 0.927 1.025 0.523 1.0 1.838 0.549 1.348 1.066 0.523 0.557 0.623 0.736 0.273 0.37 1.143 1.443 1.29 1.07 5.457 0.008 0.038 0.003
1503.1 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.089 0.927 1.025 0.523 1.0 1.838 0.549 1.348 1.066 0.523 0.557 0.623 0.736 0.273 0.37 1.143 1.443 1.291 1.07 5.461 0.008 0.038 0.004
1503.2 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.089 0.927 1.025 0.523 1.0 1.838 0.549 1.348 1.066 0.523 0.557 0.623 0.736 0.273 0.37 1.143 1.443 1.291 1.071 5.465 0.008 0.039 0.004
1503.3 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.089 0.927 1.025 0.523 1.0 1.838 0.549 1.348 1.066 0.523 0.557 0.623 0.736 0.273 0.37 1.143 1.443 1.292 1.071 5.469 0.008 0.039 0.004
1503.4 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.089 0.927 1.025 0.523 1.0 1.838 0.549 1.348 1.066 0.523 0.557 0.623 0.735 0.273 0.37 1.143 1.443 1.292 1.071 5.473 0.008 0.04 0.004
1503.5 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.089 0.927 1.025 0.523 1.0 1.837 0.549 1.348 1.066 0.523 0.557 0.623 0.735 0.273 0.37 1.143 1.443 1.293 1.072 5.477 0.008 0.04 0.004
1503.6 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.089 0.927 1.025 0.523 1.0 1.837 0.549 1.348 1.066 0.523 0.557 0.623 0.735 0.273 0.37 1.143 1.443 1.293 1.072 5.481 0.008 0.041 0.004
1503.7 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.089 0.927 1.025 0.523 1.0 1.837 0.548 1.348 1.066 0.523 0.557 0.623 0.735 0.273 0.37 1.143 1.443 1.293 1.073 5.485 0.008 0.041 0.004
1503.8 2.086 1.986 1.91 1.159 2.605 1.637 0.954 1.089 0.927 1.025 0.523 1.0 1.837 0.548 1.348 1.066 0.523 0.557 0.623 0.735 0.273 0.37 1.143 1.443 1.294 1.073 5.489 0.009 0.042 0.004
