2000.0 2.086 1.986 1.91 1.159 2.638 1.669 0.953 1.089 0.926 1.028 0.52 1.005 1.756 0.538 1.274 1.197 0.587 0.59 0.555 0.63 0.214 0.37 1.143 1.443 1.716 1.45 9.774 0.347 15.814 0.596 1.188 0.618 1.743 1.613 0.61 0.941 1.376 0.499 0.268 0.012 0.01 0.009
2000.1 2.086 1.986 1.91 1.159 2.638 1.669 0.953 1.089 0.926 1.028 0.52 1.005 1.756 0.539 1.274 1.197 0.587 0.59 0.555 0.629 0.214 0.37 1.143 1.443 1.716 1.45 9.775 0.347 15.816 0.596 1.188 0.618 1.743 1.613 0.61 0.941 1.377 0.5 0.268 0.014 0.01 0.009
2000.2 2.086 1.986 1.91 1.159 2.638 1.669 0.953 1.089 0.926 1.028 0.52 1.005 1.756 0.539 1.274 1.197 0.587 0.59 0.555 0.629 0.214 0.37 1.143 1.443 1.717 1.45 9.777 0.347 15.818 0.596 1.188 0.618 1.743 1.613 0.61 0.941 1.378 0.501 0.268 0.015 0.009 0.009
2000.3 2.086 1.986 1.91 1.159 2.638 1.669 0.953 1.089 0.926 1.028 0.52 1.005 1.756 0.539 1.274 1.197 0.587 0.59 0.555 0.629 0.214 0.37 1.143 1.443 1.717 1.45 9.778 0.347 15.82 0.596 1.188 0.618 1.743 1.613 0.61 0.941 1.379 0.502 0.269 0.016 0.009 0.009
2000.4 2.086 1.986 1.91 1.159 2.638 1.669 0.954 1.089 0.926 1.028 0.52 1.005 1.756 0.539 1.274 1.197 0.587 0.59 0.555 0.629 0.214 0.37 1.143 1.443 1.717 1.451 9.779 0.347 15.822 0.596 1.188 0.618 1.743 1.614 0.61 0.941 1.38 0.503 0.269 0.017 0.009 0.009
2000.5 2.086 1.986 1.91 1.159 2.638 1.669 0.954 1.089 0.926 1.028 0.52 1.005 1.756 0.539 1.274 1.197 0.587 0.59 0.555 0.629 0.214 0.37 1.143 1.443 1.717 1.451 9.78 0.347 15.824 0.596 1.188 0.618 1.743 1.614 0.61 0.941 1.381 0.504 0.269 0.018 0.009 0.009
2000.6 2.086 1.986 1.91 1.159 2.638 1.669 0.954 1.089 0.926 1.028 0.52 1.005 1.756 0.539 1.274 1.197 0.587 0.59 0.555 0.629 0.214 0.37 1.143 1.443 1.717 1.451 9.781 0.347 15.826 0.596 1.188 0.618 1.744 1.614 0.61 0.941 1.382 0.505 0.269 0.019 0.008 0.009
2000.7 2.086 1.986 1.91 1.159 2.638 1.669 0.954 1.089 0.926 1.028 0.52 1.005 1.756 0.539 1.274 1.197 0.587 0.59 0.555 0.629 0.214 0.37 1.143 1.443 1.717 1.451 9.782 0.347 15.828 0.596 1.188 0.619 1.744 1.614 0.61 0.941 1.383 0.505 0.27 0.02 0.008 0.009
2000.8 2.086 1.986 1.91 1.159 2.638 1.669 0.954 1.089 0.926 1.028 0.52 1.005 1.756 0.539 1.274 1.197 0.587 0.59 0.555 0.629 0.214 0.37 1.143 1.443 1.717 1.451 9.784 0.347 15.83 0.596 1.188 0.619 1.744 1.614 0.61 0.942 1.384 0.506 0.27 0.021 0.008 0.009
2000.9 2.086 1.986 1.91 1.159 2.638 1.669 0.954 1.089 0.926 1.028 0.52 1.005 1.756 0.539 1.274 1.197 0.587 0.59 0.555 0.629 0.214 0.37 1.143 1.443 1.717 1.451 9.785 0.347 15.832 0.596 1.188 0.619 1.744 1.614 0.61 0.942 1.385 0.507 0.27 0.022 0.008 0.01
