2400.0 2.086 1.986 1.91 1.159 2.67 1.7 0.955 1.09 0.927 1.026 0.523 1.0 1.857 0.56 1.32 1.12 0.549 0.571 0.521 0.574 0.186 0.37 1.143 1.443 1.998 1.699 13.314 0.374 23.599 0.652 1.247 0.659 1.858 1.655 0.618 0.954 1.989 1.199 0.438 1.483 1.004 1.347 0.535 0.693 1.563 0.544 0.637 0.993 0.012 0.008 0.012
2400.1 2.086 1.986 1.91 1.159 2.67 1.7 0.955 1.09 0.927 1.026 0.523 1.0 1.857 0.56 1.32 1.12 0.549 0.571 0.521 0.574 0.186 0.37 1.143 1.443 1.998 1.699 13.315 0.374 23.601 0.652 1.247 0.659 1.858 1.655 0.618 0.954 1.989 1.2 0.438 1.483 1.004 1.347 0.535 0.693 1.563 0.544 0.637 0.993 0.014 0.007 0.013
2400.2 2.086 1.986 1.91 1.159 2.67 1.7 0.955 1.09 0.927 1.026 0.523 1.0 1.857 0.56 1.32 1.12 0.549 0.571 0.521 0.574 0.186 0.37 1.143 1.443 1.999 1.699 13.316 0.374 23.603 0.652 1.247 0.659 1.858 1.655 0.618 0.954 1.989 1.2 0.438 1.483 1.004 1.347 0.535 0.693 1.563 0.544 0.637 0.994 0.015 0.006 0.014
2400.3 2.086 1.986 1.91 1.159 2.67 1.7 0.955 1.09 0.927 1.026 0.523 1.0 1.857 0.56 1.32 1.12 0.549 0.571 0.521 0.574 0.186 0.37 1.143 1.443 1.999 1.699 13.317 0.374 23.604 0.652 1.247 0.659 1.858 1.655 0.618 0.954 1.989 1.2 0.438 1.483 1.004 1.347 0.535 0.693 1.563 0.544 0.637 0.994 0.016 0.005 0.015
2400.4 2.086 1.986 1.91 1.159 2.67 1.7 0.955 1.09 0.927 1.026 0.523 1.0 1.857 0.56 1.32 1.12 0.549 0.571 0.521 0.574 0.186 0.37 1.143 1.443 1.999 1.699 13.317 0.374 23.606 0.652 1.247 0.659 1.858 1.655 0.618 0.954 1.989 1.2 0.438 1.483 1.004 1.347 0.535 0.693 1.563 0.544 0.637 0.994 0.017 0.005 0.015
2400.5 2.086 1.986 1.91 1.159 2.67 1.7 0.955 1.09 0.927 1.026 0.523 1.0 1.857 0.56 1.32 1.12 0.549 0.571 0.521 0.574 0.186 0.37 1.143 1.443 1.999 1.699 13.318 0.374 23.608 0.652 1.247 0.659 1.858 1.655 0.618 0.954 1.989 1.2 0.438 1.483 1.004 1.347 0.535 0.693 1.563 0.544 0.637 0.994 0.018 0.005 0.015
2400.6 2.086 1.986 1.91 1.159 2.67 1.7 0.955 1.09 0.927 1.026 0.523 1.0 1.857 0.56 1.32 1.12 0.549 0.571 0.521 0.574 0.186 0.37 1.143 1.443 1.999 1.699 13.319 0.374 23.609 0.652 1.247 0.659 1.858 1.655 0.618 0.954 1.989 1.2 0.438 1.483 1.004 1.347 0.535 0.693 1.563 0.544 0.637 0.994 0.019 0.004 0.015
2400.7 2.086 1.986 1.91 1.159 2.67 1.7 0.955 1.09 0.927 1.026 0.523 1.0 1.857 0.56 1.32 1.12 0.549 0.571 0.521 0.574 0.186 0.37 1.143 1.443 1.999 1.7 13.32 0.374 23.611 0.652 1.247 0.659 1.858 1.655 0.618 0.954 1.989 1.2 0.438 1.483 1.004 1.347 0.535 0.693 1.563 0.544 0.637 0.994 0.02 0.004 0.015
2400.8 2.086 1.986 1.91 1.159 2.67 1.7 0.955 1.09 0.927 1.026 0.523 1.0 1.857 0.56 1.32 1.12 0.549 0.571 0.521 0.574 0.186 0.37 1.143 1.443 1.999 1.7 13.32 0.374 23.613 0.652 1.247 0.659 1.859 1.655 0.618 0.954 1.99 1.2 0.438 1.483 1.004 1.347 0.535 0.693 1.563 0.544 0.637 0.994 0.021 0.004 0.016
2400.9 2.086 1.986 1.91 1.159 2.67 1.7 0.955 1.09 0.927 1.026 0.523 1.0 1.857 0.56 1.32 1.12 0.549 0.571 0.521 0.574 0.186 0.37 1.143 1.443 1.999 1.7 13.321 0.374 23.615 0.652 1.247 0.659 1.859 1.655 0.618 0.954 1.99 1.201 0.439 1.483 1.004 1.347 0.535 0.693 1.563 0.544 0.637 0.994 0.022 0.004 0.016
2401.0 2.086 1.986 1.91 1.159 2.67 1.7 0.955 1.09 0.927 1.026 0.523 1.0 1.857 0.56 1.32 1.12 0.549 0.571 0.521 0.574 0.186 0.37 1.143 1.443 1.999 1.7 13.322 0.374 23.616 0.652 1.247 0.659 1.859 1.655 0.618 0.954 1.99 1.201 0.439 1.483 1.004 1.347 0.535 0.693 1.563 0.544 0.637 0.994 0.022 0.004 0.016
2401.1 2.086 1.986 1.91 1.159 2.67 1.7 0.955 1.09 0.927 1.026 0.523 1.0 1.857 0.56 1.32 1.12 0.549 0.571 0.521 0.574 0.186 0.37 1.143 1.443 1.999 1.7 13.323 0.374 23.618 0.652 1.247 0.659 1.859 1.655 0.618 0.954 1.99 1.201 0.439 1.483 1.004 1.347 0.535 0.693 1.563 0.544 0.637 0.994 0.023 0.004 0.016
2401.2 2.086 1.986 1.91 1.159 2.67 1.7 0.955 1.09 0.927 1.026 0.523 1.0 1.857 0.56 1.32 1.12 0.549 0.571 0.521 0.574 0.186 0.37 1.143 1.443 1.999 1.7 13.324 0.374 23.62 0.652 1.247 0.659 1.859 1.655 0.618 0.954 1.99 1.201 0.439 1.483 1.004 1.347 0.535 0.693 1.563 0.544 0.637 0.994 0.024 0.004 0.016
2401.3 2.086 1.986 1.91 1.159 2.67 1.7 0.955 1.09 0.927 1.026 0.523 1.0 1.857 0.56 1.32 1.12 0.549 0.571 0.521 0.574 0.186 0.37 1.143 1.443 1.999 1.7 13.324 0.374 23.622 0.652 1.247 0.659 1.859 1.655 0.618 0.954 1.99 1.201 0.439 1.483 1.004 1.347 0.535 0.693 1.563 0.544 0.637 0.994 0.025 0.004 0.016
2401.4 2.086 1.986 1.91 1.159 2.67 1.7 0.955 1.09 0.927 1.026 0.523 1.0 1.857 0.56 1.32 1.12 0.549 0.571 0.521 0.574 0.186 0.37 1.143 1.443 1.999 1.7 13.325 0.374 23.623 0.652 1.247 0.659 1.859 1.655 0.618 0.954 1.99 1.201 0.439 1.483 1.004 1.347 0.535 0.693 1.563 0.544 0.637 0.994 0.026 0.004 0.016
2401.5 2.086 1.986 1.91 1.159 2.67 1.7 0.955 1.09 0.927 1.026 0.523 1.0 1.857 0.56 1.32 1.12 0.549 0.571 0.521 0.574 0.186 0.37 1.143 1.443 1.999 1.7 13.326 0.374 23.625 0.652 1.247 0.659 1.859 1.655 0.618 0.954 1.99 1.201 0.439 1.483 1.004 1.347 0.535 0.693 1.563 0.544 0.637 0.994 0.027 0.004 0.016
2401.6 2.086 1.986 1.91 1.159 2.67 1.7 0.955 1.09 0.927 1.026 0.523 1.0 1.857 0.56 1.32 1.12 0.549 0.571 0.521 0.574 0.186 0.37 1.143 1.443 1.999 1.7 13.327 0.374 23.627 0.652 1.247 0.659 1.859 1.655 0.618 0.954 1.99 1.201 0.439 1.483 1.004 1.347 0.535 0.693 1.563 0.544 0.637 0.994 0.027 0.004 0.016
