0.0 2.086 1.986 1.91
0.1 2.086 1.986 1.91
0.2 2.086 1.986 1.91
0.3 2.086 1.986 1.91
0.4 2.086 1.986 1.91
0.5 2.086 1.986 1.91
0.6 2.086 1.986 1.91
0.7 2.086 1.986 1.91
0.8 2.086 1.986 1.91
0.9 2.086 1.986 1.91
1.0 2.086 1.986 1.91
1.1 2.086 1.986 1.91
1.2 2.086 1.986 1.91
1.3 2.086 1.986 1.91
1.4 2.086 1.986 1.91
1.5 2.086 1.986 1.91
1.6 2.086 1.986 1.91
1.7 2.086 1.986 1.91
1.8 2.086 1.986 1.91
1.9 2.086 1.986 1.91
2.0 2.086 1.986 1.91
2.1 2.086 1.986 1.91
2.2 2.086 1.986 1.91
2.3 2.086 1.986 1.91
2.4 2.086 1.986 1.91
2.5 2.086 1.986 1.91
2.6 2.086 1.986 1.91
2.7 2.086 1.986 1.91
2.8 2.086 1.986 1.91
2.9 2.086 1.986 1.91
3.0 2.086 1.986 1.91
3.1 2.086 1.986 1.91
3.2 2.086 1.986 1.91
3.3 2.086 1.986 1.91
3.4 2.086 1.986 1.91
3.5 2.086 1.986 1.91
3.6 2.086 1.986 1.91
3.7 2.086 1.986 1.91
3.8 2.086 1.986 1.91
3.9 2.086 1.986 1.91
4.0 2.086 1.986 1.91
4.1 2.086 1.986 1.91
4.2 2.086 1.986 1.91
4.3 2.086 1.986 1.91
4.4 2.086 1.986 1.91
4.5 2.086 1.986 1.91
4.6 2.086 1.986 1.91
4.7 2.086 1.986 1.91
4.8 2.086 1.986 1.91
4.9 2.086 1.986 1.91
5.0 2.086 1.986 1.91
5.1 2.086 1.986 1.91
5.2 2.086 1.986 1.91
5.3 2.086 1.986 1.91
5.4 2.086 1.986 1.91
5.5 2.086 1.986 1.91
5.6 2.086 1.986 1.91
5.7 2.086 1.986 1.91
5.8 2.086 1.986 1.91
5.9 2.086 1.986 1.91
6.0 2.086 1.986 1.91
6.1 2.086 1.986 1.91
6.2 2.086 1.986 1.91
6.3 2.086 1.986 1.91
6.4 2.086 1.986 1.91
6.5 2.086 1.986 1.91
6.6 2.086 1.986 1.91
6.7 2.086 1.986 1.91
6.8 2.086 1.986 1.91
6.9 2.086 1.986 1.91
7.0 2.086 1.986 1.91
7.1 2.086 1.986 1.91
7.2 2.086 1.986 1.91
7.3 2.086 1.986 1.91
7.4 2.086 1.986 1.91
7.5 2.086 1.986 1.91
7.6 2.086 1.986 1.91
7.7 2.086 1.986 1.91
7.8 2.086 1.986 1.91
7.9 2.086 1.986 1.91
8.0 2.086 1.986 1.91
8.1 2.086 1.986 1.91
8.2 2.086 1.986 1.91
8.3 2.086 1.986 1.91
8.4 2.086 1.986 1.91
8.5 2.086 1.986 1.91
8.6 2.086 1.986 1.91
8.7 2.086 1.986 1.91
8.8 2.086 1.986 1.91
8.9 2.086 1.986 1.91
9.0 2.086 1.986 1.91
9.1 2.086 1.986 1.91
9.2 2.086 1.986 1.91
9.3 2.086 1.986 1.91
9.4 2.086 1.986 1.91
9.5 2.086 1.986 1.91
9.6 2.086 1.986 1.91
9.7 2.086 1.986 1.91
9.8 2.086 1.986 1.91
9.9 2.086 1.986 1.91
10.0 2.086 1.986 1.91
10.1 2.086 1.986 1.91
10.2 2.086 1.986 1.91
10.3 2.086 1.986 1.91
10.4 2.086 1.986 1.91
10.5 2.086 1.986 1.91
10.6 2.086 1.986 1.91
10.7 2.086 1.986 1.91
10.8 2.086 1.986 1.91
10.9 2.086 1.986 1.91
11.0 2.086 1.986 1.91
11.1 2.086 1.986 1.91
11.2 2.086 1.986 1.91
11.3 2.086 1.986 1.91
11.4 2.086 1.986 1.91
11.5 2.086 1.986 1.91
11.6 2.086 1.986 1.91
11.7 2.086 1.986 1.91
11.8 2.086 1.986 1.91
11.9 2.086 1.986 1.91
12.0 2.086 1.986 1.91
12.1 2.086 1.986 1.91
12.2 2.086 1.986 1.91
12.3 2.086 1.986 1.91
12.4 2.086 1.986 1.91
12.5 2.086 1.986 1.91
12.6 2.086 1.986 1.91
12.7 2.086 1.986 1.91
12.8 2.086 1.986 1.91
12.9 2.086 1.986 1.91
13.0 2.086 1.986 1.91
13.1 2.086 1.986 1.91
13.2 2.086 1.986 1.91
13.3 2.086 1.986 1.91
13.4 2.086 1.986 1.91
13.5 2.086 1.986 1.91
13.6 2.086 1.986 1.91
13.7 2.086 1.986 1.91
13.8 2.086 1.986 1.91
13.9 2.086 1.986 1.91
14.0 2.086 1.986 1.91
14.1 2.086 1.986 1.91
14.2 2.086 1.986 1.91
14.3 2.086 1.986 1.91
14.4 2.086 1.986 1.91
14.5 2.086 1.986 1.91
14.6 2.086 1.986 1.91
14.7 2.086 1.986 1.91
14.8 2.086 1.986 1.91
14.9 2.086 1.986 1.91
15.0 2.086 1.986 1.91
15.1 2.086 1.986 1.91
15.2 2.086 1.986 1.91
15.3 2.086 1.986 1.91
15.4 2.086 1.986 1.91
15.5 2.086 1.986 1.91
15.6 2.086 1.986 1.91
15.7 2.086 1.986 1.91
15.8 2.086 1.986 1.91
15.9 2.086 1.986 1.91
16.0 2.086 1.986 1.91
16.1 2.086 1.986 1.91
16.2 2.086 1.986 1.91
16.3 2.086 1.986 1.91
16.4 2.086 1.986 1.91
16.5 2.086 1.986 1.91
16.6 2.086 1.986 1.91
16.7 2.086 1.986 1.91
16.8 2.086 1.986 1.91
16.9 2.086 1.986 1.91
17.0 2.086 1.986 1.91
17.1 2.086 1.986 1.91
17.2 2.086 1.986 1.91
17.3 2.086 1.986 1.91
17.4 2.086 1.986 1.91
17.5 2.086 1.986 1.91
17.6 2.086 1.986 1.91
17.7 2.086 1.986 1.91
17.8 2.086 1.986 1.91
17.9 2.086 1.986 1.91
18.0 2.086 1.986 1.91
18.1 2.086 1.986 1.91
18.2 2.086 1.986 1.91
18.3 2.086 1.986 1.91
18.4 2.086 1.986 1.91
18.5 2.086 1.986 1.91
18.6 2.086 1.986 1.91
18.7 2.086 1.986 1.91
18.8 2.086 1.986 1.91
18.9 2.086 1.986 1.91
19.0 2.086 1.986 1.91
19.1 2.086 1.986 1.91
19.2 2.086 1.986 1.91
19.3 2.086 1.986 1.91
19.4 2.086 1.986 1.91
19.5 2.086 1.986 1.91
19.6 2.086 1.986 1.91
19.7 2.086 1.986 1.91
19.8 2.086 1.986 1.91
19.9 2.086 1.986 1.91
20.0 2.086 1.986 1.91
20.1 2.086 1.986 1.91
20.2 2.086 1.986 1.91
20.3 2.086 1.986 1.91
20.4 2.086 1.986 1.91
20.5 2.086 1.986 1.91
20.6 2.086 1.986 1.91
20.7 2.086 1.986 1.91
20.8 2.086 1.986 1.91
20.9 2.086 1.986 1.91
21.0 2.086 1.986 1.91
21.1 2.086 1.986 1.91
21.2 2.086 1.986 1.91
21.3 2.086 1.986 1.91
21.4 2.086 1.986 1.91
21.5 2.086 1.986 1.91
21.6 2.086 1.986 1.91
21.7 2.086 1.986 1.91
21.8 2.086 1.986 1.91
21.9 2.086 1.986 1.91
22.0 2.086 1.986 1.91
22.1 2.086 1.986 1.91
22.2 2.086 1.986 1.91
22.3 2.086 1.986 1.91
22.4 2.086 1.986 1.91
22.5 2.086 1.986 1.91
22.6 2.086 1.986 1.91
22.7 2.086 1.986 1.91
22.8 2.086 1.986 1.91
22.9 2.086 1.986 1.91
23.0 2.086 1.986 1.91
23.1 2.086 1.986 1.91
23.2 2.086 1.986 1.91
23.3 2.086 1.986 1.91
23.4 2.086 1.986 1.91
23.5 2.086 1.986 1.91
23.6 2.086 1.986 1.91
23.7 2.086 1.986 1.91
