2600.0 2.086 1.986 1.91 1.159 2.68 1.71 0.954 1.09 0.927 1.026 0.523 1.0 1.883 0.566 1.329 1.103 0.541 0.567 0.51 0.556 0.177 0.37 1.143 1.443 2.106 1.793 14.8 0.382 26.92 0.669 1.258 0.666 1.878 1.655 0.618 0.954 2.059 1.301 0.459 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.03 1.268 0.897 1.565 0.636 0.889 1.369 0.01 0.01 0.01
2600.1 2.086 1.986 1.91 1.159 2.68 1.71 0.954 1.09 0.927 1.026 0.523 1.0 1.883 0.566 1.329 1.103 0.541 0.567 0.51 0.556 0.177 0.37 1.143 1.443 2.106 1.793 14.801 0.382 26.921 0.669 1.258 0.666 1.878 1.655 0.618 0.954 2.059 1.301 0.459 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.03 1.268 0.897 1.565 0.636 0.889 1.369 0.01 0.01 0.01
2600.2 2.086 1.986 1.91 1.159 2.68 1.71 0.954 1.09 0.927 1.026 0.523 1.0 1.883 0.566 1.329 1.103 0.541 0.567 0.51 0.556 0.177 0.37 1.143 1.443 2.106 1.793 14.802 0.382 26.923 0.669 1.258 0.666 1.878 1.655 0.618 0.954 2.059 1.301 0.459 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.03 1.268 0.897 1.565 0.636 0.889 1.369 0.011 0.01 0.01
2600.3 2.086 1.986 1.91 1.159 2.68 1.71 0.954 1.09 0.927 1.026 0.523 1.0 1.883 0.566 1.329 1.103 0.541 0.567 0.51 0.556 0.177 0.37 1.143 1.443 2.106 1.794 14.803 0.382 26.925 0.669 1.258 0.666 1.878 1.655 0.618 0.954 2.059 1.301 0.459 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.03 1.268 0.897 1.565 0.636 0.889 1.369 0.011 0.01 0.009
2600.4 2.086 1.986 1.91 1.159 2.68 1.71 0.954 1.09 0.927 1.026 0.523 1.0 1.883 0.566 1.329 1.103 0.541 0.567 0.51 0.556 0.177 0.37 1.143 1.443 2.106 1.794 14.803 0.382 26.926 0.669 1.258 0.666 1.878 1.655 0.618 0.954 2.059 1.301 0.459 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.03 1.268 0.897 1.565 0.636 0.889 1.369 0.011 0.009 0.009
2600.5 2.086 1.986 1.91 1.159 2.68 1.71 0.954 1.09 0.927 1.026 0.523 1.0 1.883 0.566 1.329 1.103 0.541 0.567 0.51 0.556 0.177 0.37 1.143 1.443 2.106 1.794 14.804 0.382 26.928 0.669 1.258 0.666 1.879 1.655 0.618 0.954 2.059 1.301 0.459 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.03 1.268 0.897 1.565 0.636 0.889 1.369 0.012 0.009 0.009
2600.6 2.086 1.986 1.91 1.159 2.68 1.71 0.954 1.09 0.927 1.026 0.523 1.0 1.883 0.566 1.329 1.103 0.541 0.567 0.51 0.556 0.177 0.37 1.143 1.443 2.106 1.794 14.805 0.382 26.929 0.669 1.258 0.666 1.879 1.655 0.618 0.954 2.059 1.301 0.459 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.03 1.268 0.897 1.565 0.636 0.889 1.369 0.012 0.009 0.009
2600.7 2.086 1.986 1.91 1.159 2.68 1.71 0.954 1.09 0.927 1.026 0.523 1.0 1.883 0.566 1.329 1.103 0.541 0.567 0.51 0.556 0.177 0.37 1.143 1.443 2.106 1.794 14.805 0.382 26.931 0.669 1.258 0.666 1.879 1.655 0.618 0.954 2.059 1.301 0.459 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.03 1.268 0.897 1.565 0.636 0.889 1.369 0.012 0.009 0.009
2600.8 2.086 1.986 1.91 1.159 2.68 1.71 0.954 1.09 0.927 1.026 0.523 1.0 1.883 0.566 1.329 1.103 0.541 0.567 0.51 0.556 0.177 0.37 1.143 1.443 2.106 1.794 14.806 0.382 26.933 0.669 1.258 0.666 1.879 1.655 0.618 0.954 2.059 1.301 0.459 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.03 1.268 0.897 1.565 0.636 0.889 1.369 0.012 0.009 0.009
2600.9 2.086 1.986 1.91 1.159 2.68 1.71 0.954 1.09 0.927 1.026 0.523 1.0 1.883 0.566 1.329 1.103 0.541 0.567 0.51 0.556 0.177 0.37 1.143 1.443 2.106 1.794 14.807 0.382 26.934 0.669 1.258 0.666 1.879 1.655 0.618 0.954 2.059 1.301 0.459 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.03 1.268 0.897 1.565 0.636 0.889 1.369 0.012 0.009 0.009
2601.0 2.086 1.986 1.91 1.159 2.68 1.71 0.954 1.09 0.927 1.026 0.523 1.0 1.883 0.566 1.329 1.103 0.541 0.567 0.51 0.556 0.177 0.37 1.143 1.443 2.106 1.794 14.808 0.382 26.936 0.669 1.258 0.666 1.879 1.655 0.618 0.954 2.059 1.301 0.459 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.03 1.268 0.897 1.565 0.636 0.889 1.369 0.012 0.009 0.009
2601.1 2.086 1.986 1.91 1.159 2.68 1.71 0.954 1.09 0.927 1.026 0.523 1.0 1.883 0.566 1.329 1.103 0.541 0.567 0.51 0.556 0.177 0.37 1.143 1.443 2.106 1.794 14.808 0.382 26.937 0.669 1.258 0.666 1.879 1.655 0.618 0.954 2.059 1.301 0.459 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.03 1.268 0.897 1.565 0.636 0.889 1.369 0.012 0.009 0.009
2601.2 2.086 1.986 1.91 1.159 2.68 1.71 0.954 1.09 0.927 1.026 0.523 1.0 1.883 0.566 1.329 1.103 0.541 0.567 0.51 0.556 0.177 0.37 1.143 1.443 2.106 1.794 14.809 0.382 26.939 0.669 1.258 0.666 1.879 1.655 0.618 0.954 2.059 1.301 0.459 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.03 1.268 0.897 1.565 0.636 0.889 1.369 0.012 0.009 0.008
