1600.0 2.086 1.986 1.91 1.159 2.516 1.553 0.951 1.088 0.924 1.023 0.523 0.997 1.576 0.487 1.257 1.213 0.596 0.593 0.596 0.74 0.266 0.37 1.143 1.443 1.338 1.113 5.879 0.203 4.019 0.26 0.012 0.009 0.01
1600.1 2.086 1.986 1.91 1.159 2.516 1.553 0.951 1.088 0.924 1.023 0.523 0.997 1.577 0.487 1.257 1.213 0.596 0.593 0.596 0.74 0.266 0.37 1.143 1.443 1.339 1.113 5.878 0.204 4.024 0.26 0.013 0.008 0.01
1600.2 2.086 1.986 1.91 1.159 2.516 1.553 0.951 1.088 0.924 1.023 0.523 0.997 1.577 0.487 1.257 1.213 0.596 0.593 0.596 0.74 0.266 0.37 1.143 1.443 1.339 1.113 5.877 0.204 4.03 0.261 0.013 0.007 0.01
1600.3 2.086 1.986 1.91 1.159 2.516 1.553 0.951 1.088 0.924 1.023 0.523 0.997 1.577 0.487 1.257 1.213 0.596 0.593 0.596 0.74 0.266 0.37 1.143 1.443 1.339 1.112 5.876 0.204 4.035 0.261 0.014 0.007 0.01
1600.4 2.086 1.986 1.91 1.159 2.516 1.553 0.951 1.088 0.924 1.023 0.523 0.997 1.577 0.487 1.257 1.213 0.596 0.593 0.596 0.74 0.266 0.37 1.143 1.443 1.338 1.112 5.875 0.204 4.04 0.262 0.014 0.006 0.01
1600.5 2.086 1.986 1.91 1.159 2.516 1.553 0.951 1.088 0.924 1.023 0.523 0.997 1.577 0.487 1.257 1.213 0.596 0.593 0.596 0.74 0.266 0.37 1.143 1.443 1.338 1.112 5.874 0.204 4.046 0.262 0.014 0.006 0.01
1600.6 2.086 1.986 1.91 1.159 2.516 1.553 0.951 1.088 0.924 1.023 0.523 0.997 1.577 0.487 1.257 1.213 0.596 0.593 0.596 0.74 0.266 0.37 1.143 1.443 1.338 1.112 5.873 0.204 4.051 0.262 0.014 0.006 0.01
1600.7 2.086 1.986 1.91 1.159 2.516 1.553 0.951 1.088 0.924 1.024 0.523 0.997 1.577 0.487 1.257 1.214 0.596 0.593 0.596 0.74 0.266 0.37 1.143 1.443 1.338 1.112 5.873 0.205 4.057 0.263 0.014 0.006 0.01
1600.8 2.086 1.986 1.91 1.159 2.516 1.553 0.951 1.088 0.924 1.024 0.523 0.997 1.577 0.487 1.257 1.214 0.596 0.593 0.596 0.74 0.266 0.37 1.143 1.443 1.338 1.112 5.872 0.205 4.062 0.263 0.014 0.006 0.01
1600.9 2.086 1.986 1.91 1.159 2.516 1.553 0.951 1.088 0.924 1.024 0.523 0.997 1.577 0.487 1.257 1.214 0.596 0.593 0.596 0.74 0.266 0.37 1.143 1.443 1.338 1.112 5.871 0.205 4.067 0.263 0.014 0.006 0.01
