1900.0 2.086 1.986 1.91 1.159 2.617 1.649 0.956 1.091 0.929 1.054 0.5 1.054 1.786 0.54 1.314 1.133 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.609 1.355 8.568 0.347 13.642 0.587 1.244 0.658 1.858 1.268 0.538 0.828 0.013 0.009 0.01
1900.1 2.086 1.986 1.91 1.159 2.617 1.649 0.956 1.091 0.929 1.054 0.5 1.054 1.786 0.54 1.314 1.133 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.609 1.355 8.569 0.347 13.645 0.587 1.244 0.658 1.857 1.269 0.539 0.828 0.016 0.008 0.009
1900.2 2.086 1.986 1.91 1.159 2.617 1.649 0.956 1.091 0.929 1.054 0.5 1.053 1.786 0.54 1.314 1.133 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.609 1.355 8.57 0.347 13.647 0.587 1.244 0.658 1.857 1.27 0.539 0.829 0.019 0.008 0.009
1900.3 2.086 1.986 1.91 1.159 2.617 1.649 0.956 1.091 0.929 1.054 0.5 1.053 1.786 0.54 1.313 1.133 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.609 1.355 8.571 0.347 13.65 0.587 1.244 0.657 1.857 1.271 0.539 0.829 0.021 0.007 0.009
1900.4 2.086 1.986 1.91 1.159 2.617 1.649 0.956 1.091 0.929 1.054 0.5 1.053 1.786 0.54 1.313 1.133 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.609 1.355 8.573 0.347 13.652 0.587 1.244 0.657 1.857 1.272 0.539 0.829 0.023 0.006 0.008
1900.5 2.086 1.986 1.91 1.159 2.617 1.649 0.956 1.091 0.929 1.054 0.5 1.053 1.786 0.54 1.313 1.133 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.609 1.355 8.574 0.347 13.655 0.587 1.244 0.657 1.856 1.273 0.539 0.83 0.025 0.006 0.008
1900.6 2.086 1.986 1.91 1.159 2.617 1.649 0.956 1.091 0.929 1.054 0.5 1.053 1.786 0.54 1.313 1.133 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.609 1.355 8.575 0.347 13.657 0.587 1.244 0.657 1.856 1.273 0.539 0.83 0.027 0.005 0.008
1900.7 2.086 1.986 1.91 1.159 2.617 1.649 0.956 1.091 0.929 1.054 0.5 1.053 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.61 1.355 8.576 0.347 13.66 0.587 1.244 0.657 1.856 1.274 0.54 0.83 0.028 0.005 0.008
1900.8 2.086 1.986 1.91 1.159 2.618 1.649 0.956 1.091 0.929 1.054 0.5 1.053 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.61 1.356 8.577 0.347 13.662 0.588 1.244 0.657 1.856 1.275 0.54 0.83 0.03 0.004 0.007
1900.9 2.086 1.986 1.91 1.159 2.618 1.649 0.956 1.091 0.929 1.054 0.5 1.053 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.61 1.356 8.578 0.347 13.664 0.588 1.244 0.657 1.856 1.276 0.54 0.831 0.031 0.004 0.007
1901.0 2.086 1.986 1.91 1.159 2.618 1.649 0.956 1.091 0.929 1.054 0.5 1.053 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.61 1.356 8.579 0.347 13.667 0.588 1.244 0.657 1.855 1.277 0.54 0.831 0.033 0.004 0.007
1901.1 2.086 1.986 1.91 1.159 2.618 1.649 0.956 1.091 0.929 1.054 0.5 1.052 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.61 1.356 8.58 0.347 13.669 0.588 1.244 0.657 1.855 1.278 0.54 0.831 0.034 0.003 0.007
1901.2 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.054 0.5 1.052 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.61 1.356 8.581 0.347 13.672 0.588 1.244 0.657 1.855 1.278 0.541 0.832 0.035 0.003 0.007
1901.3 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.054 0.5 1.052 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.61 1.356 8.583 0.347 13.674 0.588 1.244 0.657 1.855 1.279 0.541 0.832 0.036 0.003 0.007
1901.4 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.054 0.5 1.052 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.61 1.356 8.584 0.347 13.677 0.588 1.244 0.657 1.855 1.28 0.541 0.832 0.037 0.002 0.007
1901.5 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.054 0.5 1.052 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.61 1.356 8.585 0.347 13.679 0.588 1.244 0.657 1.855 1.281 0.541 0.833 0.038 0.002 0.007
1901.6 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.053 0.5 1.052 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.611 1.356 8.586 0.347 13.681 0.588 1.243 0.657 1.855 1.282 0.541 0.833 0.039 0.002 0.007
1901.7 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.053 0.5 1.052 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.611 1.356 8.587 0.347 13.684 0.588 1.243 0.657 1.855 1.282 0.541 0.833 0.039 0.002 0.007
1901.8 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.053 0.5 1.052 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.611 1.356 8.588 0.347 13.686 0.588 1.243 0.657 1.854 1.283 0.542 0.833 0.04 0.002 0.007
1901.9 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.053 0.5 1.052 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.611 1.357 8.589 0.347 13.689 0.588 1.243 0.657 1.854 1.284 0.542 0.834 0.041 0.002 0.007
1902.0 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.053 0.5 1.052 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.611 1.357 8.59 0.347 13.691 0.588 1.243 0.657 1.854 1.285 0.542 0.834 0.042 0.002 0.006
1902.1 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.053 0.5 1.051 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.611 1.357 8.591 0.347 13.694 0.588 1.243 0.657 1.854 1.286 0.542 0.834 0.042 0.001 0.006
1902.2 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.053 0.501 1.051 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.655 0.226 0.37 1.143 1.443 1.611 1.357 8.593 0.347 13.696 0.588 1.243 0.657 1.854 1.286 0.542 0.834 0.043 0.001 0.006
1902.3 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.053 0.501 1.051 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.611 1.357 8.594 0.347 13.699 0.588 1.243 0.657 1.854 1.287 0.543 0.835 0.043 0.001 0.006
1902.4 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.053 0.501 1.051 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.611 1.357 8.595 0.347 13.701 0.588 1.243 0.657 1.854 1.288 0.543 0.835 0.044 0.001 0.006
1902.5 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.053 0.501 1.051 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.611 1.357 8.596 0.347 13.703 0.588 1.243 0.656 1.854 1.289 0.543 0.835 0.045 0.001 0.006
1902.6 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.053 0.501 1.051 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.612 1.357 8.597 0.347 13.706 0.588 1.243 0.656 1.853 1.29 0.543 0.836 0.045 0.001 0.007
1902.7 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.053 0.501 1.051 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.612 1.357 8.598 0.347 13.708 0.588 1.243 0.656 1.853 1.29 0.543 0.836 0.046 0.001 0.007
1902.8 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.053 0.501 1.051 1.786 0.54 1.313 1.132 0.555 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.612 1.357 8.599 0.347 13.711 0.588 1.243 0.656 1.853 1.291 0.543 0.836 0.046 0.001 0.007
1902.9 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.053 0.501 1.051 1.786 0.54 1.312 1.132 0.555 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.612 1.357 8.6 0.347 13.713 0.588 1.243 0.656 1.853 1.292 0.544 0.836 0.047 0.001 0.007
1903.0 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.053 0.501 1.05 1.786 0.54 1.312 1.132 0.555 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.612 1.358 8.601 0.347 13.716 0.588 1.243 0.656 1.853 1.293 0.544 0.837 0.047 0.001 0.007
1903.1 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.053 0.501 1.05 1.786 0.54 1.312 1.132 0.555 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.612 1.358 8.603 0.347 13.718 0.588 1.242 0.656 1.853 1.294 0.544 0.837 0.048 0.001 0.007
1903.2 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.053 0.501 1.05 1.786 0.54 1.312 1.132 0.555 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.612 1.358 8.604 0.347 13.72 0.588 1.242 0.656 1.853 1.294 0.544 0.837 0.048 0.001 0.007
1903.3 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.053 0.501 1.05 1.786 0.54 1.312 1.132 0.555 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.612 1.358 8.605 0.347 13.723 0.588 1.242 0.656 1.853 1.295 0.544 0.838 0.048 0.001 0.007
1903.4 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.052 0.501 1.05 1.786 0.54 1.312 1.132 0.555 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.612 1.358 8.606 0.347 13.725 0.588 1.242 0.656 1.853 1.296 0.544 0.838 0.049 0.001 0.007
1903.5 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.052 0.501 1.05 1.786 0.54 1.312 1.132 0.555 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.612 1.358 8.607 0.347 13.728 0.588 1.242 0.656 1.853 1.297 0.545 0.838 0.049 0.001 0.007
1903.6 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.052 0.501 1.05 1.786 0.54 1.312 1.132 0.555 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.613 1.358 8.608 0.347 13.73 0.588 1.242 0.656 1.853 1.298 0.545 0.838 0.05 0.001 0.007
1903.7 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.052 0.501 1.05 1.786 0.54 1.312 1.132 0.555 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.613 1.358 8.609 0.347 13.732 0.588 1.242 0.656 1.852 1.298 0.545 0.839 0.05 0.001 0.007
1903.8 2.086 1.986 1.91 1.159 2.618 1.65 0.956 1.091 0.929 1.052 0.501 1.05 1.786 0.54 1.312 1.132 0.556 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.613 1.358 8.61 0.347 13.735 0.588 1.242 0.656 1.852 1.299 0.545 0.839 0.051 0.001 0.007
1903.9 2.086 1.986 1.91 1.159 2.619 1.65 0.956 1.091 0.929 1.052 0.501 1.05 1.786 0.54 1.312 1.132 0.556 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.613 1.358 8.611 0.347 13.737 0.588 1.242 0.656 1.852 1.3 0.545 0.839 0.051 0.001 0.007
1904.0 2.086 1.986 1.91 1.159 2.619 1.65 0.956 1.091 0.929 1.052 0.501 1.049 1.786 0.54 1.312 1.132 0.556 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.613 1.358 8.613 0.347 13.74 0.588 1.242 0.656 1.852 1.301 0.545 0.839 0.051 0.001 0.007
1904.1 2.086 1.986 1.91 1.159 2.619 1.65 0.956 1.091 0.929 1.052 0.501 1.049 1.786 0.54 1.312 1.132 0.556 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.613 1.359 8.614 0.347 13.742 0.588 1.242 0.656 1.852 1.301 0.546 0.84 0.052 0.001 0.007
1904.2 2.086 1.986 1.91 1.159 2.619 1.65 0.956 1.091 0.929 1.052 0.501 1.049 1.786 0.54 1.312 1.132 0.556 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.613 1.359 8.615 0.347 13.745 0.588 1.242 0.656 1.852 1.302 0.546 0.84 0.052 0.001 0.007
1904.3 2.086 1.986 1.91 1.159 2.619 1.65 0.956 1.091 0.929 1.052 0.501 1.049 1.786 0.54 1.312 1.132 0.556 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.613 1.359 8.616 0.347 13.747 0.588 1.242 0.656 1.852 1.303 0.546 0.84 0.053 0.001 0.007
1904.4 2.086 1.986 1.91 1.159 2.619 1.65 0.956 1.091 0.929 1.052 0.501 1.049 1.786 0.54 1.312 1.132 0.556 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.613 1.359 8.617 0.347 13.749 0.588 1.242 0.656 1.852 1.304 0.546 0.84 0.053 0.001 0.007
1904.5 2.086 1.986 1.91 1.159 2.619 1.65 0.956 1.091 0.929 1.052 0.502 1.049 1.786 0.54 1.312 1.132 0.556 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.613 1.359 8.618 0.347 13.752 0.589 1.242 0.656 1.852 1.304 0.546 0.841 0.054 0.001 0.007
1904.6 2.086 1.986 1.91 1.159 2.619 1.65 0.956 1.091 0.929 1.052 0.502 1.049 1.786 0.54 1.312 1.132 0.556 0.575 0.568 0.654 0.226 0.37 1.143 1.443 1.614 1.359 8.619 0.347 13.754 0.589 1.242 0.656 1.852 1.305 0.546 0.841 0.054 0.001 0.007
