2300.0 2.086 1.986 1.91 1.159 2.662 1.693 0.954 1.09 0.927 1.026 0.523 1.0 1.854 0.558 1.324 1.113 0.546 0.569 0.528 0.586 0.191 0.37 1.143 1.443 1.935 1.643 12.472 0.371 21.854 0.645 1.253 0.663 1.87 1.655 0.618 0.954 2.044 1.283 0.455 1.483 1.004 1.347 0.535 0.693 1.563 0.013 0.008 0.012
2300.1 2.086 1.986 1.91 1.159 2.662 1.693 0.954 1.09 0.927 1.026 0.523 1.0 1.854 0.558 1.324 1.113 0.546 0.569 0.528 0.586 0.191 0.37 1.143 1.443 1.935 1.643 12.473 0.371 21.856 0.645 1.253 0.663 1.87 1.655 0.618 0.954 2.043 1.283 0.455 1.483 1.004 1.347 0.535 0.693 1.563 0.015 0.007 0.014
2300.2 2.086 1.986 1.91 1.159 2.662 1.693 0.954 1.09 0.927 1.026 0.523 1.0 1.854 0.558 1.324 1.113 0.546 0.569 0.528 0.586 0.191 0.37 1.143 1.443 1.935 1.644 12.474 0.371 21.858 0.645 1.253 0.663 1.87 1.655 0.618 0.954 2.042 1.283 0.455 1.483 1.004 1.347 0.535 0.693 1.563 0.016 0.006 0.015
2300.3 2.086 1.986 1.91 1.159 2.662 1.693 0.954 1.09 0.927 1.026 0.523 1.0 1.854 0.558 1.324 1.113 0.546 0.569 0.528 0.586 0.191 0.37 1.143 1.443 1.935 1.644 12.475 0.371 21.86 0.645 1.253 0.663 1.87 1.655 0.618 0.954 2.042 1.283 0.455 1.483 1.004 1.347 0.535 0.693 1.563 0.017 0.006 0.016
2300.4 2.086 1.986 1.91 1.159 2.662 1.693 0.954 1.09 0.927 1.026 0.523 1.0 1.854 0.558 1.324 1.113 0.546 0.569 0.528 0.586 0.191 0.37 1.143 1.443 1.935 1.644 12.476 0.371 21.861 0.645 1.253 0.663 1.87 1.655 0.618 0.954 2.041 1.283 0.455 1.483 1.004 1.347 0.535 0.693 1.563 0.018 0.006 0.017
2300.5 2.086 1.986 1.91 1.159 2.662 1.693 0.954 1.09 0.927 1.026 0.523 1.0 1.854 0.558 1.324 1.113 0.546 0.569 0.528 0.586 0.191 0.37 1.143 1.443 1.935 1.644 12.477 0.371 21.863 0.645 1.253 0.663 1.87 1.655 0.618 0.954 2.041 1.282 0.455 1.483 1.004 1.347 0.535 0.693 1.563 0.018 0.006 0.018
2300.6 2.086 1.986 1.91 1.159 2.662 1.693 0.954 1.09 0.927 1.026 0.523 1.0 1.854 0.558 1.324 1.113 0.546 0.569 0.528 0.586 0.191 0.37 1.143 1.443 1.935 1.644 12.477 0.371 21.865 0.645 1.253 0.663 1.87 1.655 0.618 0.954 2.04 1.282 0.455 1.483 1.004 1.347 0.535 0.693 1.563 0.019 0.006 0.019
2300.7 2.086 1.986 1.91 1.159 2.662 1.693 0.954 1.09 0.927 1.026 0.523 1.0 1.854 0.558 1.324 1.113 0.546 0.569 0.528 0.586 0.191 0.37 1.143 1.443 1.936 1.644 12.478 0.371 21.867 0.645 1.253 0.663 1.87 1.655 0.618 0.954 2.04 1.282 0.455 1.483 1.004 1.347 0.535 0.693 1.563 0.019 0.006 0.02
2300.8 2.086 1.986 1.91 1.159 2.662 1.693 0.954 1.09 0.927 1.026 0.523 1.0 1.854 0.558 1.324 1.113 0.546 0.569 0.528 0.586 0.191 0.37 1.143 1.443 1.936 1.644 12.479 0.371 21.869 0.645 1.253 0.663 1.87 1.655 0.618 0.954 2.04 1.282 0.455 1.483 1.004 1.347 0.535 0.693 1.563 0.019 0.006 0.021
2300.9 2.086 1.986 1.91 1.159 2.662 1.693 0.954 1.09 0.927 1.026 0.523 1.0 1.854 0.558 1.324 1.113 0.546 0.569 0.528 0.586 0.191 0.37 1.143 1.443 1.936 1.644 12.48 0.371 21.871 0.645 1.253 0.663 1.87 1.655 0.618 0.954 2.039 1.281 0.455 1.483 1.004 1.347 0.535 0.693 1.563 0.02 0.006 0.023
2301.0 2.086 1.986 1.91 1.159 2.662 1.693 0.954 1.09 0.927 1.026 0.523 1.0 1.854 0.558 1.324 1.113 0.546 0.569 0.528 0.586 0.191 0.37 1.143 1.443 1.936 1.644 12.481 0.371 21.872 0.645 1.253 0.663 1.87 1.655 0.618 0.954 2.039 1.281 0.455 1.483 1.004 1.347 0.535 0.693 1.563 0.02 0.006 0.024
2301.1 2.086 1.986 1.91 1.159 2.663 1.693 0.954 1.09 0.927 1.026 0.523 1.0 1.854 0.558 1.324 1.113 0.546 0.569 0.528 0.586 0.191 0.37 1.143 1.443 1.936 1.644 12.481 0.371 21.874 0.645 1.253 0.663 1.87 1.655 0.618 0.954 2.039 1.281 0.455 1.483 1.004 1.347 0.535 0.693 1.563 0.02 0.006 0.025
2301.2 2.086 1.986 1.91 1.159 2.663 1.693 0.954 1.09 0.927 1.026 0.523 1.0 1.854 0.558 1.323 1.113 0.546 0.569 0.528 0.586 0.191 0.37 1.143 1.443 1.936 1.644 12.482 0.371 21.876 0.645 1.253 0.663 1.87 1.655 0.618 0.954 2.038 1.281 0.455 1.483 1.004 1.347 0.535 0.693 1.563 0.021 0.006 0.026
2301.3 2.086 1.986 1.91 1.159 2.663 1.693 0.954 1.09 0.927 1.026 0.523 1.0 1.854 0.558 1.323 1.113 0.546 0.569 0.528 0.585 0.191 0.37 1.143 1.443 1.936 1.644 12.483 0.371 21.878 0.645 1.253 0.663 1.87 1.655 0.618 0.954 2.038 1.28 0.455 1.483 1.004 1.347 0.535 0.693 1.563 0.021 0.006 0.027
2301.4 2.086 1.986 1.91 1.159 2.663 1.693 0.954 1.09 0.927 1.026 0.523 1.0 1.854 0.558 1.323 1.113 0.546 0.569 0.528 0.585 0.191 0.37 1.143 1.443 1.936 1.644 12.484 0.371 21.88 0.645 1.253 0.663 1.87 1.655 0.618 0.954 2.038 1.28 0.455 1.483 1.004 1.347 0.535 0.693 1.563 0.022 0.007 0.028
