600.0 2.086 1.986 1.91 0.01 2.785 1.814 0.954 1.09 0.927 1.026 0.523 1.0 0.011 0.009 0.011
600.1 2.086 1.986 1.91 0.01 2.785 1.814 0.954 1.09 0.927 1.026 0.523 1.0 0.012 0.008 0.011
600.2 2.086 1.986 1.91 0.01 2.785 1.813 0.954 1.09 0.927 1.026 0.523 1.0 0.013 0.008 0.012
600.3 2.086 1.986 1.91 0.01 2.784 1.813 0.954 1.09 0.927 1.026 0.523 1.0 0.014 0.008 0.013
600.4 2.086 1.986 1.91 0.01 2.784 1.813 0.954 1.09 0.927 1.026 0.523 1.0 0.014 0.008 0.013
600.5 2.086 1.986 1.91 0.01 2.784 1.812 0.954 1.09 0.927 1.026 0.523 1.0 0.015 0.008 0.014
600.6 2.086 1.986 1.91 0.01 2.783 1.812 0.954 1.09 0.927 1.026 0.523 1.0 0.015 0.008 0.015
600.7 2.086 1.986 1.91 0.01 2.783 1.812 0.954 1.09 0.927 1.026 0.523 1.0 0.016 0.008 0.015
600.8 2.086 1.986 1.91 0.01 2.783 1.811 0.954 1.09 0.927 1.026 0.523 1.0 0.016 0.009 0.016
600.9 2.086 1.986 1.91 0.01 2.782 1.811 0.954 1.09 0.927 1.026 0.523 1.0 0.017 0.009 0.017
601.0 2.086 1.986 1.91 0.01 2.782 1.81 0.954 1.09 0.927 1.026 0.523 1.0 0.018 0.009 0.017
601.1 2.086 1.986 1.91 0.01 2.781 1.81 0.954 1.09 0.927 1.026 0.523 1.0 0.018 0.01 0.018
601.2 2.086 1.986 1.91 0.01 2.781 1.809 0.954 1.09 0.927 1.026 0.523 1.0 0.019 0.01 0.019
601.3 2.086 1.986 1.91 0.01 2.78 1.809 0.954 1.09 0.927 1.026 0.523 1.0 0.02 0.01 0.019
601.4 2.086 1.986 1.91 0.01 2.78 1.808 0.954 1.09 0.927 1.026 0.523 1.0 0.021 0.011 0.02
601.5 2.086 1.986 1.91 0.01 2.78 1.808 0.954 1.09 0.927 1.026 0.523 1.0 0.021 0.011 0.021
601.6 2.086 1.986 1.91 0.01 2.779 1.807 0.954 1.09 0.927 1.026 0.523 1.0 0.022 0.011 0.022
601.7 2.086 1.986 1.91 0.01 2.779 1.807 0.954 1.09 0.927 1.026 0.523 1.0 0.023 0.012 0.023
601.8 2.086 1.986 1.91 0.01 2.778 1.806 0.954 1.09 0.927 1.026 0.523 1.0 0.024 0.012 0.024
601.9 2.086 1.986 1.91 0.01 2.778 1.806 0.954 1.09 0.927 1.026 0.523 1.0 0.025 0.013 0.024
602.0 2.086 1.986 1.91 0.01 2.777 1.805 0.954 1.09 0.927 1.026 0.523 1.0 0.026 0.013 0.025
602.1 2.086 1.986 1.91 0.01 2.777 1.805 0.954 1.09 0.927 1.026 0.523 1.0 0.027 0.014 0.026
602.2 2.086 1.986 1.91 0.01 2.776 1.804 0.954 1.09 0.927 1.026 0.523 1.0 0.028 0.014 0.027
602.3 2.086 1.986 1.91 0.01 2.775 1.804 0.954 1.09 0.927 1.026 0.523 1.0 0.029 0.015 0.028
602.4 2.086 1.986 1.91 0.01 2.775 1.803 0.954 1.09 0.927 1.026 0.523 1.0 0.03 0.015 0.029
