500.0 2.086 1.986 1.91 0.01 2.787 1.816 0.954 1.089 0.927 0.011 0.011 0.01
500.1 2.086 1.986 1.91 0.01 2.787 1.816 0.954 1.089 0.927 0.012 0.012 0.01
500.2 2.086 1.986 1.91 0.01 2.787 1.816 0.954 1.088 0.927 0.013 0.014 0.011
500.3 2.086 1.986 1.91 0.01 2.787 1.816 0.953 1.088 0.926 0.014 0.015 0.011
500.4 2.086 1.986 1.91 0.01 2.787 1.816 0.953 1.088 0.926 0.015 0.016 0.011
500.5 2.086 1.986 1.91 0.01 2.787 1.816 0.953 1.088 0.926 0.015 0.018 0.012
500.6 2.086 1.986 1.91 0.01 2.787 1.816 0.953 1.088 0.926 0.016 0.019 0.012
500.7 2.086 1.986 1.91 0.01 2.787 1.816 0.952 1.087 0.925 0.017 0.021 0.013
500.8 2.086 1.986 1.91 0.01 2.787 1.816 0.952 1.087 0.925 0.018 0.023 0.013
500.9 2.086 1.986 1.91 0.01 2.787 1.816 0.952 1.087 0.925 0.019 0.024 0.014
501.0 2.086 1.986 1.91 0.01 2.787 1.816 0.951 1.087 0.925 0.02 0.026 0.015
501.1 2.086 1.986 1.91 0.01 2.786 1.816 0.951 1.086 0.924 0.021 0.028 0.016
501.2 2.086 1.986 1.91 0.01 2.786 1.815 0.951 1.086 0.924 0.022 0.03 0.016
501.3 2.086 1.986 1.91 0.01 2.786 1.815 0.951 1.086 0.924 0.023 0.032 0.017
501.4 2.086 1.986 1.91 0.01 2.786 1.815 0.95 1.086 0.923 0.024 0.034 0.018
501.5 2.086 1.986 1.91 0.01 2.786 1.815 0.95 1.085 0.923 0.025 0.037 0.019
501.6 2.086 1.986 1.91 0.01 2.786 1.815 0.95 1.085 0.923 0.026 0.039 0.02
501.7 2.086 1.986 1.91 0.01 2.786 1.815 0.949 1.085 0.922 0.027 0.042 0.02
501.8 2.086 1.986 1.91 0.01 2.786 1.815 0.949 1.084 0.922 0.029 0.044 0.021
501.9 2.086 1.986 1.91 0.01 2.786 1.815 0.949 1.084 0.922 0.03 0.047 0.022
502.0 2.086 1.986 1.91 0.01 2.786 1.815 0.948 1.084 0.921 0.031 0.05 0.024
502.1 2.086 1.986 1.91 0.01 2.786 1.815 0.948 1.083 0.921 0.033 0.053 0.025
502.2 2.086 1.986 1.91 0.01 2.786 1.815 0.947 1.083 0.92 0.034 0.056 0.026
502.3 2.086 1.986 1.91 0.01 2.786 1.815 0.947 1.083 0.92 0.036 0.059 0.027
502.4 2.086 1.986 1.91 0.01 2.786 1.815 0.946 1.082 0.919 0.038 0.063 0.028
502.5 2.086 1.986 1.91 0.01 2.786 1.815 0.946 1.082 0.919 0.04 0.066 0.029
502.6 2.086 1.986 1.91 0.01 2.786 1.815 0.946 1.081 0.918 0.041 0.07 0.031
502.7 2.086 1.986 1.91 0.01 2.786 1.815 0.945 1.081 0.918 0.043 0.074 0.032
502.8 2.086 1.986 1.91 0.01 2.786 1.815 0.945 1.081 0.917 0.045 0.078 0.034
502.9 2.086 1.986 1.91 0.01 2.786 1.815 0.944 1.08 0.917 0.047 0.082 0.035
503.0 2.086 1.986 1.91 0.01 2.786 1.815 0.943 1.08 0.916 0.05 0.086 0.037
503.1 2.086 1.986 1.91 0.01 2.786 1.815 0.943 1.079 0.916 0.052 0.09 0.038
503.2 2.086 1.986 1.91 0.01 2.786 1.815 0.942 1.079 0.915 0.054 0.095 0.04
503.3 2.086 1.986 1.91 0.01 2.786 1.815 0.942 1.078 0.915 0.057 0.1 0.042
503.4 2.086 1.986 1.91 0.01 2.786 1.815 0.941 1.078 0.914 0.059 0.105 0.044
503.5 2.086 1.986 1.91 0.01 2.786 1.815 0.94 1.077 0.913 0.062 0.11 0.046
503.6 2.086 1.986 1.91 0.01 2.786 1.815 0.94 1.076 0.912 0.065 0.115 0.048
503.7 2.086 1.986 1.91 0.01 2.786 1.815 0.939 1.076 0.912 0.068 0.121 0.05
503.8 2.086 1.986 1.91 0.01 2.786 1.815 0.938 1.075 0.911 0.071 0.126 0.052
503.9 2.086 1.986 1.91 0.01 2.786 1.815 0.938 1.074 0.91 0.074 0.132 0.054
504.0 2.086 1.986 1.91 0.01 2.786 1.815 0.937 1.074 0.909 0.077 0.138 0.056
504.1 2.086 1.986 1.91 0.01 2.786 1.815 0.936 1.073 0.909 0.08 0.145 0.059
504.2 2.086 1.986 1.91 0.01 2.786 1.815 0.935 1.072 0.908 0.084 0.151 0.061
504.3 2.086 1.986 1.91 0.01 2.786 1.815 0.934 1.072 0.907 0.088 0.158 0.064
504.4 2.086 1.986 1.91 0.01 2.786 1.815 0.933 1.071 0.906 0.091 0.165 0.067
504.5 2.086 1.986 1.91 0.01 2.786 1.815 0.932 1.07 0.905 0.095 0.172 0.069
504.6 2.086 1.986 1.91 0.01 2.786 1.815 0.932 1.069 0.904 0.099 0.179 0.072
504.7 2.086 1.986 1.91 0.01 2.786 1.815 0.931 1.069 0.903 0.103 0.187 0.075
504.8 2.086 1.986 1.91 0.01 2.786 1.815 0.93 1.068 0.902 0.108 0.194 0.078
504.9 2.086 1.986 1.91 0.01 2.786 1.815 0.929 1.067 0.901 0.112 0.202 0.081
505.0 2.086 1.986 1.91 0.01 2.786 1.815 0.928 1.066 0.9 0.117 0.21 0.084
505.1 2.086 1.986 1.91 0.01 2.786 1.815 0.926 1.065 0.899 0.121 0.219 0.087
505.2 2.086 1.986 1.91 0.01 2.786 1.815 0.925 1.064 0.898 0.126 0.227 0.091
505.3 2.086 1.986 1.91 0.01 2.786 1.815 0.924 1.063 0.897 0.131 0.236 0.094
505.4 2.086 1.986 1.91 0.01 2.786 1.815 0.923 1.062 0.896 0.136 0.245 0.098
505.5 2.086 1.986 1.91 0.01 2.786 1.815 0.922 1.061 0.894 0.141 0.254 0.101
505.6 2.086 1.986 1.91 0.01 2.786 1.815 0.921 1.06 0.893 0.147 0.263 0.105
505.7 2.086 1.986 1.91 0.01 2.785 1.815 0.92 1.059 0.892 0.152 0.272 0.109
505.8 2.086 1.986 1.91 0.01 2.785 1.815 0.918 1.058 0.891 0.158 0.282 0.113
505.9 2.086 1.986 1.91 0.01 2.785 1.815 0.917 1.057 0.889 0.164 0.292 0.117
506.0 2.086 1.986 1.91 0.01 2.785 1.815 0.916 1.056 0.888 0.17 0.301 0.121
506.1 2.086 1.986 1.91 0.01 2.785 1.815 0.915 1.055 0.887 0.176 0.311 0.125
506.2 2.086 1.986 1.91 0.01 2.785 1.815 0.913 1.054 0.885 0.182 0.321 0.129
506.3 2.086 1.986 1.91 0.01 2.785 1.815 0.912 1.053 0.884 0.189 0.332 0.133
506.4 2.086 1.986 1.91 0.01 2.785 1.814 0.911 1.052 0.883 0.195 0.342 0.138
506.5 2.086 1.986 1.91 0.01 2.785 1.814 0.909 1.051 0.881 0.202 0.352 0.142
506.6 2.086 1.986 1.91 0.01 2.785 1.814 0.908 1.05 0.88 0.208 0.363 0.147
506.7 2.086 1.986 1.91 0.01 2.785 1.814 0.906 1.049 0.878 0.215 0.373 0.151
506.8 2.086 1.986 1.91 0.01 2.785 1.814 0.905 1.048 0.877 0.222 0.384 0.156
506.9 2.086 1.986 1.91 0.01 2.785 1.814 0.904 1.047 0.875 0.229 0.394 0.161
507.0 2.086 1.986 1.91 0.01 2.785 1.814 0.902 1.046 0.874 0.236 0.405 0.165
507.1 2.086 1.986 1.91 0.01 2.785 1.814 0.901 1.045 0.873 0.243 0.415 0.17
507.2 2.086 1.986 1.91 0.01 2.785 1.814 0.9 1.044 0.871 0.25 0.426 0.175
507.3 2.086 1.986 1.91 0.01 2.785 1.814 0.898 1.043 0.87 0.258 0.436 0.18
507.4 2.086 1.986 1.91 0.01 2.785 1.814 0.897 1.042 0.868 0.265 0.446 0.185
507.5 2.086 1.986 1.91 0.01 2.785 1.814 0.895 1.041 0.867 0.273 0.457 0.19
507.6 2.086 1.986 1.91 0.01 2.785 1.814 0.894 1.04 0.865 0.28 0.467 0.195
507.7 2.086 1.986 1.91 0.01 2.785 1.814 0.893 1.039 0.864 0.288 0.477 0.2
507.8 2.086 1.986 1.91 0.01 2.785 1.814 0.891 1.038 0.862 0.295 0.487 0.205
507.9 2.086 1.986 1.91 0.01 2.785 1.814 0.89 1.037 0.861 0.303 0.497 0.21
508.0 2.086 1.986 1.91 0.01 2.785 1.814 0.889 1.036 0.86 0.31 0.507 0.216
508.1 2.086 1.986 1.91 0.01 2.785 1.814 0.887 1.035 0.858 0.318 0.516 0.221
508.2 2.086 1.986 1.91 0.01 2.785 1.814 0.886 1.034 0.857 0.326 0.526 0.226
508.3 2.086 1.986 1.91 0.01 2.785 1.814 0.885 1.034 0.856 0.333 0.535 0.231
508.4 2.086 1.986 1.91 0.01 2.785 1.814 0.884 1.033 0.854 0.341 0.544 0.236
508.5 2.086 1.986 1.91 0.01 2.785 1.814 0.882 1.032 0.853 0.348 0.553 0.242
508.6 2.086 1.986 1.91 0.01 2.785 1.814 0.881 1.031 0.852 0.356 0.561 0.247
508.7 2.086 1.986 1.91 0.01 2.785 1.814 0.88 1.031 0.851 0.363 0.569 0.252
508.8 2.086 1.986 1.91 0.01 2.785 1.814 0.879 1.03 0.849 0.371 0.578 0.257
508.9 2.086 1.986 1.91 0.01 2.785 1.814 0.878 1.029 0.848 0.378 0.585 0.263
509.0 2.086 1.986 1.91 0.01 2.785 1.814 0.877 1.029 0.847 0.386 0.593 0.268
509.1 2.086 1.986 1.91 0.01 2.785 1.814 0.876 1.028 0.846 0.393 0.6 0.273
509.2 2.086 1.986 1.91 0.01 2.785 1.814 0.875 1.027 0.845 0.4 0.607 0.278
509.3 2.086 1.986 1.91 0.01 2.785 1.814 0.874 1.027 0.844 0.407 0.614 0.284
509.4 2.086 1.986 1.91 0.01 2.785 1.814 0.873 1.026 0.843 0.415 0.621 0.289
509.5 2.086 1.986 1.91 0.01 2.785 1.814 0.872 1.026 0.842 0.422 0.627 0.294
509.6 2.086 1.986 1.91 0.01 2.785 1.814 0.871 1.025 0.841 0.429 0.633 0.299
509.7 2.086 1.986 1.91 0.01 2.785 1.814 0.871 1.025 0.84 0.436 0.638 0.304
509.8 2.086 1.986 1.91 0.01 2.785 1.814 0.87 1.025 0.84 0.442 0.644 0.309
509.9 2.086 1.986 1.91 0.01 2.785 1.814 0.869 1.024 0.839 0.449 0.649 0.314
510.0 2.086 1.986 1.91 0.01 2.785 1.814 0.868 1.024 0.838 0.456 0.653 0.319
510.1 2.086 1.986 1.91 0.01 2.785 1.814 0.868 1.024 0.837 0.462 0.658 0.324
510.2 2.086 1.986 1.91 0.01 2.785 1.814 0.867 1.023 0.837 0.469 0.662 0.329
510.3 2.086 1.986 1.91 0.01 2.785 1.814 0.867 1.023 0.836 0.475 0.666 0.334
510.4 2.086 1.986 1.91 0.01 2.785 1.814 0.866 1.023 0.835 0.481 0.67 0.339
510.5 2.086 1.986 1.91 0.01 2.785 1.814 0.866 1.023 0.835 0.487 0.673 0.344
510.6 2.086 1.986 1.91 0.01 2.785 1.814 0.865 1.023 0.834 0.493 0.676 0.349
510.7 2.086 1.986 1.91 0.01 2.785 1.814 0.865 1.022 0.834 0.499 0.679 0.354
510.8 2.086 1.986 1.91 0.01 2.785 1.814 0.864 1.022 0.834 0.505 0.682 0.359
510.9 2.086 1.986 1.91 0.01 2.785 1.814 0.864 1.022 0.833 0.511 0.685 0.363
511.0 2.086 1.986 1.91 0.01 2.785 1.814 0.864 1.022 0.833 0.517 0.687 0.368
511.1 2.086 1.986 1.91 0.01 2.785 1.814 0.864 1.022 0.832 0.522 0.689 0.373
511.2 2.086 1.986 1.91 0.01 2.785 1.814 0.863 1.022 0.832 0.528 0.69 0.377
511.3 2.086 1.986 1.91 0.01 2.785 1.814 0.863 1.022 0.832 0.533 0.692 0.382
511.4 2.086 1.986 1.91 0.01 2.785 1.814 0.863 1.022 0.832 0.538 0.693 0.387
511.5 2.086 1.986 1.91 0.01 2.785 1.814 0.863 1.022 0.832 0.543 0.694 0.391
511.6 2.086 1.986 1.91 0.01 2.785 1.814 0.863 1.022 0.831 0.549 0.695 0.396
511.7 2.086 1.986 1.91 0.01 2.785 1.814 0.863 1.022 0.831 0.554 0.696 0.4
511.8 2.086 1.986 1.91 0.01 2.785 1.814 0.862 1.022 0.831 0.559 0.697 0.405
511.9 2.086 1.986 1.91 0.01 2.785 1.814 0.862 1.022 0.831 0.563 0.697 0.409
512.0 2.086 1.986 1.91 0.01 2.785 1.814 0.862 1.022 0.831 0.568 0.697 0.414
512.1 2.086 1.986 1.91 0.01 2.785 1.814 0.862 1.022 0.831 0.573 0.698 0.418
512.2 2.086 1.986 1.91 0.01 2.785 1.814 0.862 1.022 0.831 0.578 0.698 0.423
512.3 2.086 1.986 1.91 0.01 2.785 1.814 0.862 1.023 0.831 0.582 0.697 0.427
512.4 2.086 1.986 1.91 0.01 2.785 1.814 0.863 1.023 0.831 0.587 0.697 0.431
512.5 2.086 1.986 1.91 0.01 2.785 1.814 0.863 1.023 0.831 0.591 0.697 0.436
512.6 2.086 1.986 1.91 0.01 2.785 1.814 0.863 1.023 0.831 0.595 0.696 0.44
512.7 2.086 1.986 1.91 0.01 2.785 1.814 0.863 1.023 0.831 0.6 0.696 0.444
512.8 2.086 1.986 1.91 0.01 2.785 1.814 0.863 1.023 0.831 0.604 0.695 0.449
512.9 2.086 1.986 1.91 0.01 2.785 1.814 0.863 1.024 0.832 0.608 0.694 0.453
513.0 2.086 1.986 1.91 0.01 2.785 1.814 0.863 1.024 0.832 0.612 0.693 0.457
513.1 2.086 1.986 1.91 0.01 2.785 1.814 0.863 1.024 0.832 0.616 0.692 0.461
513.2 2.086 1.986 1.91 0.01 2.785 1.814 0.864 1.024 0.832 0.62 0.691 0.465
513.3 2.086 1.986 1.91 0.01 2.785 1.814 0.864 1.024 0.832 0.624 0.69 0.47
513.4 2.086 1.986 1.91 0.01 2.785 1.814 0.864 1.025 0.832 0.628 0.689 0.474
513.5 2.086 1.986 1.91 0.01 2.785 1.814 0.864 1.025 0.833 0.632 0.688 0.478
513.6 2.086 1.986 1.91 0.01 2.785 1.814 0.865 1.025 0.833 0.636 0.686 0.482
513.7 2.086 1.986 1.91 0.01 2.785 1.814 0.865 1.025 0.833 0.639 0.685 0.486
513.8 2.086 1.986 1.91 0.01 2.785 1.814 0.865 1.025 0.833 0.643 0.684 0.49
513.9 2.086 1.986 1.91 0.01 2.785 1.814 0.865 1.026 0.834 0.647 0.682 0.494
