2900.0 2.086 1.986 1.91 1.159 2.693 1.722 0.954 1.09 0.927 1.026 0.523 1.0 1.903 0.571 1.332 1.097 0.538 0.565 0.495 0.534 0.166 0.37 1.143 1.443 2.247 1.917 16.881 0.389 31.45 0.685 1.261 0.668 1.884 1.655 0.618 0.953 2.07 1.317 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.035 1.268 0.897 1.565 0.637 0.891 1.371 1.062 0.167 0.152 0.007 0.552 0.013 0.009 0.01 0.012
2900.1 2.086 1.986 1.91 1.159 2.693 1.722 0.954 1.09 0.927 1.026 0.523 1.0 1.903 0.571 1.332 1.097 0.538 0.565 0.495 0.534 0.166 0.37 1.143 1.443 2.247 1.918 16.882 0.389 31.451 0.685 1.261 0.668 1.884 1.655 0.618 0.953 2.07 1.317 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.035 1.268 0.897 1.565 0.636 0.891 1.371 1.062 0.167 0.152 0.007 0.552 0.013 0.009 0.01 0.015
2900.2 2.086 1.986 1.91 1.159 2.693 1.722 0.954 1.09 0.927 1.026 0.523 1.0 1.903 0.571 1.332 1.097 0.538 0.565 0.495 0.534 0.166 0.37 1.143 1.443 2.247 1.918 16.883 0.389 31.453 0.685 1.261 0.668 1.884 1.655 0.618 0.952 2.07 1.317 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.035 1.268 0.897 1.565 0.636 0.891 1.371 1.062 0.167 0.152 0.007 0.553 0.013 0.009 0.01 0.018
2900.3 2.086 1.986 1.91 1.159 2.693 1.722 0.954 1.09 0.927 1.026 0.523 1.0 1.903 0.571 1.332 1.097 0.538 0.565 0.495 0.534 0.166 0.37 1.143 1.443 2.247 1.918 16.883 0.389 31.454 0.685 1.261 0.668 1.884 1.655 0.618 0.951 2.07 1.317 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.035 1.268 0.897 1.565 0.636 0.89 1.371 1.062 0.167 0.152 0.007 0.553 0.013 0.008 0.01 0.02
2900.4 2.086 1.986 1.91 1.159 2.693 1.722 0.954 1.09 0.927 1.026 0.523 1.0 1.903 0.571 1.332 1.097 0.538 0.565 0.495 0.534 0.166 0.37 1.143 1.443 2.247 1.918 16.884 0.389 31.456 0.685 1.261 0.668 1.884 1.655 0.618 0.951 2.07 1.317 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.035 1.268 0.897 1.565 0.636 0.89 1.37 1.062 0.167 0.152 0.007 0.554 0.013 0.008 0.011 0.022
2900.5 2.086 1.986 1.91 1.159 2.693 1.722 0.954 1.09 0.927 1.026 0.523 1.0 1.903 0.571 1.332 1.097 0.538 0.565 0.495 0.534 0.166 0.37 1.143 1.443 2.247 1.918 16.884 0.389 31.457 0.685 1.261 0.668 1.884 1.655 0.618 0.95 2.07 1.317 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.035 1.268 0.897 1.565 0.635 0.89 1.37 1.062 0.167 0.152 0.007 0.554 0.013 0.008 0.011 0.025
2900.6 2.086 1.986 1.91 1.159 2.693 1.722 0.954 1.09 0.927 1.026 0.523 1.0 1.903 0.571 1.332 1.097 0.538 0.565 0.495 0.534 0.166 0.37 1.143 1.443 2.247 1.918 16.885 0.389 31.458 0.685 1.261 0.668 1.884 1.655 0.618 0.95 2.07 1.317 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.035 1.268 0.897 1.565 0.635 0.89 1.37 1.062 0.167 0.152 0.007 0.555 0.013 0.008 0.011 0.027
2900.7 2.086 1.986 1.91 1.159 2.693 1.722 0.954 1.09 0.927 1.026 0.523 1.0 1.903 0.571 1.332 1.097 0.538 0.565 0.495 0.534 0.166 0.37 1.143 1.443 2.247 1.918 16.886 0.389 31.46 0.685 1.261 0.668 1.884 1.655 0.618 0.95 2.07 1.317 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.035 1.268 0.897 1.565 0.635 0.889 1.37 1.062 0.167 0.152 0.007 0.555 0.013 0.008 0.011 0.029
2900.8 2.086 1.986 1.91 1.159 2.693 1.722 0.954 1.09 0.927 1.026 0.523 1.0 1.903 0.571 1.332 1.097 0.538 0.565 0.495 0.534 0.166 0.37 1.143 1.443 2.247 1.918 16.886 0.389 31.461 0.685 1.261 0.668 1.884 1.654 0.618 0.949 2.07 1.317 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.035 1.268 0.897 1.565 0.635 0.889 1.37 1.062 0.167 0.152 0.007 0.555 0.013 0.008 0.011 0.031
2900.9 2.086 1.986 1.91 1.159 2.693 1.722 0.954 1.09 0.927 1.026 0.523 1.0 1.903 0.571 1.332 1.097 0.538 0.565 0.495 0.534 0.166 0.37 1.143 1.443 2.247 1.918 16.887 0.389 31.463 0.685 1.261 0.668 1.884 1.654 0.618 0.949 2.07 1.317 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.035 1.268 0.897 1.565 0.635 0.889 1.37 1.062 0.167 0.152 0.007 0.556 0.013 0.008 0.011 0.033
