2800.0 2.086 1.986 1.91 1.159 2.689 1.719 0.954 1.09 0.927 1.026 0.523 1.0 1.896 0.569 1.331 1.099 0.539 0.566 0.499 0.54 0.169 0.37 1.143 1.443 2.206 1.881 16.263 0.386 29.996 0.678 1.26 0.667 1.882 1.655 0.618 0.954 2.068 1.314 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.034 1.265 0.892 1.56 0.637 0.891 1.37 1.04 0.168 0.151 0.008 0.011 0.012
2800.1 2.086 1.986 1.91 1.159 2.689 1.719 0.954 1.09 0.927 1.026 0.523 1.0 1.896 0.569 1.331 1.099 0.539 0.566 0.499 0.54 0.169 0.37 1.143 1.443 2.206 1.881 16.263 0.386 29.998 0.678 1.26 0.667 1.882 1.655 0.618 0.954 2.068 1.314 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.034 1.265 0.893 1.56 0.637 0.891 1.37 1.04 0.168 0.151 0.007 0.012 0.012
2800.2 2.086 1.986 1.91 1.159 2.689 1.719 0.954 1.09 0.927 1.026 0.523 1.0 1.896 0.569 1.331 1.099 0.539 0.566 0.499 0.54 0.169 0.37 1.143 1.443 2.206 1.881 16.264 0.386 29.999 0.678 1.26 0.667 1.882 1.655 0.618 0.954 2.068 1.314 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.034 1.265 0.893 1.56 0.637 0.891 1.37 1.04 0.168 0.151 0.007 0.013 0.013
2800.3 2.086 1.986 1.91 1.159 2.689 1.719 0.954 1.09 0.927 1.026 0.523 1.0 1.896 0.569 1.331 1.099 0.539 0.566 0.499 0.54 0.169 0.37 1.143 1.443 2.206 1.881 16.265 0.386 30.001 0.678 1.26 0.667 1.882 1.655 0.618 0.954 2.068 1.314 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.034 1.265 0.893 1.56 0.637 0.891 1.37 1.04 0.168 0.151 0.007 0.013 0.013
2800.4 2.086 1.986 1.91 1.159 2.689 1.719 0.954 1.09 0.927 1.026 0.523 1.0 1.896 0.569 1.331 1.099 0.539 0.566 0.499 0.54 0.169 0.37 1.143 1.443 2.206 1.882 16.265 0.386 30.002 0.678 1.26 0.667 1.882 1.655 0.618 0.954 2.068 1.314 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.034 1.265 0.893 1.56 0.637 0.891 1.37 1.041 0.168 0.151 0.006 0.014 0.013
2800.5 2.086 1.986 1.91 1.159 2.689 1.719 0.954 1.09 0.927 1.026 0.523 1.0 1.896 0.569 1.331 1.099 0.539 0.566 0.499 0.54 0.169 0.37 1.143 1.443 2.206 1.882 16.266 0.386 30.004 0.678 1.26 0.667 1.882 1.655 0.618 0.954 2.068 1.314 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.034 1.265 0.893 1.56 0.637 0.891 1.37 1.041 0.168 0.151 0.006 0.015 0.013
2800.6 2.086 1.986 1.91 1.159 2.689 1.719 0.954 1.09 0.927 1.026 0.523 1.0 1.896 0.569 1.331 1.099 0.539 0.566 0.499 0.54 0.169 0.37 1.143 1.443 2.206 1.882 16.267 0.386 30.005 0.678 1.26 0.667 1.882 1.655 0.618 0.954 2.068 1.314 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.034 1.265 0.893 1.56 0.637 0.891 1.37 1.041 0.168 0.151 0.006 0.015 0.013
2800.7 2.086 1.986 1.91 1.159 2.689 1.719 0.954 1.09 0.927 1.026 0.523 1.0 1.896 0.569 1.331 1.099 0.539 0.566 0.499 0.54 0.169 0.37 1.143 1.443 2.206 1.882 16.267 0.386 30.007 0.678 1.26 0.667 1.882 1.655 0.618 0.954 2.068 1.314 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.034 1.265 0.893 1.56 0.637 0.891 1.37 1.041 0.168 0.151 0.006 0.016 0.013
2800.8 2.086 1.986 1.91 1.159 2.689 1.719 0.954 1.09 0.927 1.026 0.523 1.0 1.896 0.569 1.331 1.099 0.539 0.566 0.499 0.54 0.169 0.37 1.143 1.443 2.206 1.882 16.268 0.386 30.008 0.678 1.26 0.667 1.882 1.655 0.618 0.954 2.068 1.314 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.034 1.265 0.893 1.56 0.637 0.891 1.37 1.041 0.168 0.151 0.006 0.017 0.013
2800.9 2.086 1.986 1.91 1.159 2.689 1.719 0.954 1.09 0.927 1.026 0.523 1.0 1.896 0.569 1.331 1.099 0.539 0.566 0.499 0.54 0.169 0.37 1.143 1.443 2.206 1.882 16.268 0.386 30.01 0.678 1.26 0.667 1.882 1.655 0.618 0.954 2.068 1.314 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.034 1.265 0.893 1.56 0.637 0.891 1.37 1.041 0.168 0.151 0.006 0.017 0.013
