1000.0 2.086 1.986 1.91 1.067 2.785 1.814 0.954 1.09 0.927 1.026 0.523 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.005 0.01 0.014
1000.1 2.086 1.986 1.91 1.069 2.785 1.814 0.954 1.09 0.927 1.026 0.523 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.003 0.01 0.016
1000.2 2.086 1.986 1.91 1.07 2.785 1.814 0.954 1.09 0.927 1.026 0.523 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.002 0.01 0.016
1000.3 2.086 1.986 1.91 1.07 2.785 1.814 0.954 1.09 0.927 1.026 0.523 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.002 0.011 0.016
1000.4 2.086 1.986 1.91 1.07 2.785 1.814 0.954 1.09 0.927 1.026 0.523 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.002 0.011 0.016
1000.5 2.086 1.986 1.91 1.07 2.785 1.814 0.954 1.09 0.927 1.026 0.523 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.002 0.011 0.016
1000.6 2.086 1.986 1.91 1.07 2.785 1.814 0.954 1.09 0.927 1.026 0.523 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.002 0.011 0.016
1000.7 2.086 1.986 1.91 1.07 2.785 1.814 0.954 1.09 0.927 1.026 0.523 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.002 0.011 0.016
1000.8 2.086 1.986 1.91 1.071 2.785 1.814 0.954 1.09 0.927 1.026 0.523 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.002 0.011 0.016
1000.9 2.086 1.986 1.91 1.071 2.785 1.814 0.954 1.09 0.927 1.026 0.523 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.002 0.011 0.016
1001.0 2.086 1.986 1.91 1.071 2.785 1.814 0.954 1.09 0.927 1.026 0.523 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.002 0.011 0.016
1001.1 2.086 1.986 1.91 1.071 2.785 1.814 0.954 1.09 0.927 1.026 0.523 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.002 0.011 0.016
1001.2 2.086 1.986 1.91 1.071 2.785 1.814 0.954 1.09 0.927 1.026 0.523 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.002 0.011 0.016
1001.3 2.086 1.986 1.91 1.071 2.785 1.814 0.954 1.09 0.927 1.026 0.523 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.002 0.011 0.016
1001.4 2.086 1.986 1.91 1.071 2.785 1.814 0.954 1.09 0.927 1.026 0.523 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.002 0.011 0.016
1001.5 2.086 1.986 1.91 1.071 2.785 1.814 0.954 1.09 0.927 1.026 0.524 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.002 0.011 0.016
1001.6 2.086 1.986 1.91 1.071 2.785 1.814 0.954 1.09 0.927 1.026 0.524 1.0 2.049 0.611 1.353 1.063 0.522 0.556 0.328 0.322 0.075 0.002 0.011 0.016
