2100.0 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.803 0.547 1.303 1.156 0.567 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.801 1.525 10.78 0.356 17.906 0.612 1.228 0.647 1.824 1.651 0.617 0.953 1.885 1.057 0.409 1.483 1.003 1.346 0.009 0.01 0.012
2100.1 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.803 0.547 1.303 1.156 0.567 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.801 1.525 10.781 0.356 17.908 0.612 1.228 0.647 1.825 1.651 0.617 0.953 1.885 1.058 0.409 1.483 1.003 1.346 0.008 0.01 0.014
2100.2 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.803 0.547 1.303 1.156 0.567 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.801 1.525 10.782 0.356 17.91 0.612 1.228 0.647 1.825 1.651 0.617 0.953 1.885 1.058 0.409 1.483 1.003 1.346 0.007 0.01 0.016
2100.3 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.303 1.156 0.567 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.801 1.525 10.783 0.356 17.912 0.612 1.228 0.647 1.825 1.651 0.617 0.953 1.885 1.058 0.409 1.483 1.003 1.346 0.007 0.01 0.017
2100.4 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.303 1.156 0.567 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.801 1.525 10.784 0.356 17.914 0.612 1.228 0.647 1.825 1.651 0.617 0.953 1.885 1.059 0.409 1.483 1.003 1.346 0.006 0.01 0.018
2100.5 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.303 1.156 0.567 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.801 1.525 10.784 0.356 17.916 0.612 1.228 0.647 1.825 1.651 0.617 0.953 1.886 1.059 0.409 1.483 1.003 1.346 0.006 0.01 0.019
2100.6 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.303 1.156 0.567 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.801 1.525 10.785 0.356 17.918 0.612 1.228 0.647 1.825 1.651 0.617 0.953 1.886 1.059 0.409 1.483 1.003 1.346 0.006 0.01 0.02
2100.7 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.303 1.156 0.567 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.801 1.526 10.786 0.356 17.92 0.612 1.228 0.647 1.825 1.651 0.617 0.953 1.886 1.06 0.409 1.483 1.003 1.346 0.005 0.01 0.021
2100.8 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.303 1.156 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.802 1.526 10.787 0.356 17.922 0.612 1.228 0.647 1.825 1.651 0.617 0.953 1.886 1.06 0.409 1.483 1.003 1.346 0.005 0.01 0.021
2100.9 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.303 1.156 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.802 1.526 10.788 0.356 17.924 0.612 1.228 0.647 1.825 1.651 0.617 0.953 1.887 1.06 0.409 1.483 1.003 1.346 0.005 0.01 0.022
2101.0 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.303 1.156 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.802 1.526 10.789 0.356 17.927 0.612 1.228 0.647 1.825 1.651 0.617 0.953 1.887 1.06 0.409 1.483 1.003 1.346 0.005 0.01 0.023
2101.1 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.303 1.156 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.802 1.526 10.79 0.356 17.929 0.612 1.228 0.647 1.825 1.651 0.617 0.953 1.887 1.061 0.409 1.483 1.003 1.346 0.005 0.01 0.023
2101.2 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.303 1.156 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.802 1.526 10.791 0.356 17.931 0.612 1.228 0.647 1.825 1.651 0.617 0.953 1.887 1.061 0.409 1.483 1.003 1.346 0.005 0.01 0.024
2101.3 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.303 1.156 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.802 1.526 10.792 0.356 17.933 0.612 1.228 0.647 1.825 1.651 0.617 0.953 1.887 1.061 0.409 1.483 1.003 1.346 0.005 0.01 0.024
2101.4 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.303 1.156 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.802 1.526 10.792 0.356 17.935 0.612 1.228 0.647 1.825 1.651 0.617 0.953 1.888 1.062 0.409 1.483 1.003 1.346 0.005 0.011 0.024
2101.5 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.303 1.156 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.802 1.526 10.793 0.356 17.937 0.612 1.228 0.647 1.825 1.651 0.617 0.953 1.888 1.062 0.409 1.483 1.003 1.346 0.005 0.011 0.025
2101.6 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.303 1.156 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.802 1.526 10.794 0.356 17.939 0.612 1.228 0.647 1.825 1.651 0.617 0.953 1.888 1.062 0.41 1.483 1.003 1.346 0.005 0.011 0.025
2101.7 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.303 1.156 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.802 1.526 10.795 0.356 17.941 0.612 1.228 0.647 1.825 1.651 0.617 0.953 1.888 1.063 0.41 1.483 1.003 1.346 0.005 0.011 0.026
2101.8 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.303 1.156 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.802 1.526 10.796 0.356 17.943 0.612 1.228 0.647 1.825 1.651 0.617 0.953 1.889 1.063 0.41 1.483 1.003 1.346 0.005 0.011 0.026
2101.9 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.303 1.156 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.802 1.526 10.797 0.356 17.945 0.612 1.228 0.647 1.826 1.651 0.617 0.953 1.889 1.063 0.41 1.483 1.003 1.346 0.005 0.011 0.026
2102.0 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.303 1.156 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.802 1.526 10.798 0.356 17.948 0.612 1.229 0.647 1.826 1.651 0.617 0.953 1.889 1.063 0.41 1.483 1.003 1.346 0.005 0.011 0.027
2102.1 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.304 1.155 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.803 1.526 10.799 0.356 17.95 0.612 1.229 0.647 1.826 1.651 0.617 0.953 1.889 1.064 0.41 1.483 1.003 1.346 0.005 0.011 0.027
2102.2 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.304 1.155 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.803 1.527 10.8 0.356 17.952 0.612 1.229 0.647 1.826 1.651 0.617 0.953 1.889 1.064 0.41 1.483 1.003 1.346 0.005 0.011 0.027
2102.3 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.304 1.155 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.803 1.527 10.801 0.356 17.954 0.612 1.229 0.648 1.826 1.651 0.617 0.953 1.89 1.064 0.41 1.483 1.003 1.346 0.005 0.011 0.028
2102.4 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.304 1.155 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.803 1.527 10.801 0.356 17.956 0.612 1.229 0.648 1.826 1.651 0.617 0.953 1.89 1.065 0.41 1.483 1.003 1.346 0.005 0.012 0.028
2102.5 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.304 1.155 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.803 1.527 10.802 0.356 17.958 0.612 1.229 0.648 1.826 1.651 0.617 0.953 1.89 1.065 0.41 1.483 1.003 1.346 0.005 0.012 0.028
2102.6 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.804 0.547 1.304 1.155 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.803 1.527 10.803 0.356 17.96 0.612 1.229 0.648 1.826 1.651 0.617 0.953 1.89 1.065 0.41 1.483 1.003 1.346 0.005 0.012 0.028
2102.7 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.805 0.547 1.304 1.155 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.803 1.527 10.804 0.356 17.962 0.612 1.229 0.648 1.826 1.651 0.617 0.953 1.89 1.065 0.41 1.483 1.003 1.346 0.005 0.012 0.029
2102.8 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.805 0.547 1.304 1.155 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.803 1.527 10.805 0.356 17.964 0.612 1.229 0.648 1.826 1.651 0.617 0.953 1.891 1.066 0.41 1.483 1.003 1.346 0.005 0.012 0.029
2102.9 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.805 0.547 1.304 1.155 0.566 0.581 0.544 0.612 0.204 0.37 1.143 1.443 1.803 1.527 10.806 0.356 17.966 0.612 1.229 0.648 1.826 1.651 0.617 0.953 1.891 1.066 0.41 1.483 1.003 1.346 0.005 0.012 0.029
2103.0 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.929 1.027 0.523 1.001 1.805 0.547 1.304 1.155 0.566 0.58 0.544 0.612 0.204 0.37 1.143 1.443 1.803 1.527 10.807 0.356 17.968 0.612 1.229 0.648 1.826 1.651 0.617 0.953 1.891 1.066 0.41 1.483 1.003 1.346 0.005 0.012 0.03
2103.1 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.547 1.304 1.155 0.566 0.58 0.544 0.612 0.204 0.37 1.143 1.443 1.803 1.527 10.808 0.356 17.971 0.612 1.229 0.648 1.826 1.651 0.617 0.953 1.891 1.067 0.41 1.483 1.003 1.346 0.005 0.012 0.03
2103.2 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.547 1.304 1.155 0.566 0.58 0.544 0.612 0.204 0.37 1.143 1.443 1.803 1.527 10.809 0.357 17.973 0.612 1.229 0.648 1.826 1.651 0.617 0.953 1.892 1.067 0.411 1.483 1.003 1.346 0.005 0.013 0.03
2103.3 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.547 1.304 1.155 0.566 0.58 0.544 0.612 0.204 0.37 1.143 1.443 1.803 1.527 10.809 0.357 17.975 0.612 1.229 0.648 1.826 1.651 0.617 0.953 1.892 1.067 0.411 1.483 1.003 1.346 0.005 0.013 0.031
2103.4 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.547 1.304 1.155 0.566 0.58 0.544 0.612 0.204 0.37 1.143 1.443 1.803 1.527 10.81 0.357 17.977 0.612 1.229 0.648 1.826 1.651 0.617 0.953 1.892 1.067 0.411 1.483 1.004 1.346 0.005 0.013 0.031
2103.5 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.547 1.304 1.155 0.566 0.58 0.544 0.612 0.204 0.37 1.143 1.443 1.804 1.527 10.811 0.357 17.979 0.612 1.229 0.648 1.826 1.651 0.617 0.953 1.892 1.068 0.411 1.483 1.004 1.346 0.005 0.013 0.031
2103.6 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.547 1.304 1.155 0.566 0.58 0.544 0.612 0.204 0.37 1.143 1.443 1.804 1.527 10.812 0.357 17.981 0.612 1.229 0.648 1.826 1.651 0.617 0.953 1.892 1.068 0.411 1.483 1.004 1.346 0.005 0.013 0.032
2103.7 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.548 1.304 1.155 0.566 0.58 0.544 0.611 0.204 0.37 1.143 1.443 1.804 1.528 10.813 0.357 17.983 0.612 1.229 0.648 1.826 1.651 0.617 0.953 1.893 1.068 0.411 1.483 1.004 1.346 0.005 0.013 0.032
2103.8 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.548 1.304 1.155 0.566 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.804 1.528 10.814 0.357 17.985 0.612 1.229 0.648 1.827 1.651 0.617 0.953 1.893 1.069 0.411 1.483 1.004 1.347 0.005 0.013 0.032
2103.9 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.548 1.304 1.155 0.566 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.804 1.528 10.815 0.357 17.987 0.612 1.229 0.648 1.827 1.651 0.617 0.953 1.893 1.069 0.411 1.483 1.004 1.347 0.006 0.014 0.033
2104.0 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.548 1.304 1.155 0.566 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.804 1.528 10.816 0.357 17.989 0.612 1.229 0.648 1.827 1.651 0.617 0.953 1.893 1.069 0.411 1.483 1.004 1.347 0.006 0.014 0.033
2104.1 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.548 1.304 1.155 0.566 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.804 1.528 10.817 0.357 17.992 0.612 1.229 0.648 1.827 1.651 0.617 0.953 1.894 1.069 0.411 1.483 1.004 1.347 0.006 0.014 0.033
2104.2 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.548 1.304 1.155 0.566 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.804 1.528 10.817 0.357 17.994 0.612 1.229 0.648 1.827 1.651 0.617 0.953 1.894 1.07 0.411 1.483 1.004 1.347 0.006 0.014 0.034
2104.3 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.548 1.304 1.154 0.566 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.804 1.528 10.818 0.357 17.996 0.613 1.229 0.648 1.827 1.651 0.617 0.953 1.894 1.07 0.411 1.483 1.004 1.347 0.006 0.014 0.034
2104.4 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.548 1.304 1.154 0.566 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.804 1.528 10.819 0.357 17.998 0.613 1.229 0.648 1.827 1.651 0.617 0.953 1.894 1.07 0.411 1.483 1.004 1.347 0.006 0.014 0.034
2104.5 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.548 1.304 1.154 0.566 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.804 1.528 10.82 0.357 18.0 0.613 1.229 0.648 1.827 1.651 0.617 0.953 1.894 1.071 0.411 1.483 1.004 1.347 0.006 0.014 0.035
2104.6 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.548 1.304 1.154 0.566 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.804 1.528 10.821 0.357 18.002 0.613 1.229 0.648 1.827 1.651 0.617 0.953 1.895 1.071 0.411 1.483 1.004 1.347 0.006 0.015 0.035
2104.7 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.548 1.304 1.154 0.566 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.804 1.528 10.822 0.357 18.004 0.613 1.229 0.648 1.827 1.651 0.617 0.953 1.895 1.071 0.411 1.483 1.004 1.347 0.006 0.015 0.036
2104.8 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.548 1.304 1.154 0.566 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.804 1.528 10.823 0.357 18.006 0.613 1.229 0.648 1.827 1.651 0.617 0.953 1.895 1.071 0.412 1.483 1.004 1.347 0.006 0.015 0.036
2104.9 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.548 1.304 1.154 0.566 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.805 1.528 10.824 0.357 18.008 0.613 1.229 0.648 1.827 1.651 0.617 0.953 1.895 1.072 0.412 1.483 1.004 1.347 0.006 0.015 0.036
2105.0 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.548 1.304 1.154 0.566 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.805 1.528 10.825 0.357 18.01 0.613 1.229 0.648 1.827 1.651 0.617 0.953 1.895 1.072 0.412 1.483 1.004 1.347 0.006 0.015 0.037
2105.1 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.805 0.548 1.304 1.154 0.566 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.805 1.528 10.825 0.357 18.012 0.613 1.229 0.648 1.827 1.651 0.617 0.953 1.896 1.072 0.412 1.483 1.004 1.347 0.006 0.015 0.037
2105.2 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.806 0.548 1.304 1.154 0.566 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.805 1.528 10.826 0.357 18.015 0.613 1.229 0.648 1.827 1.651 0.617 0.953 1.896 1.073 0.412 1.483 1.004 1.347 0.006 0.016 0.037
2105.3 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.806 0.548 1.304 1.154 0.566 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.805 1.529 10.827 0.357 18.017 0.613 1.229 0.648 1.827 1.651 0.617 0.953 1.896 1.073 0.412 1.483 1.004 1.347 0.006 0.016 0.038
2105.4 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.806 0.548 1.304 1.154 0.565 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.805 1.529 10.828 0.357 18.019 0.613 1.229 0.648 1.827 1.651 0.617 0.953 1.896 1.073 0.412 1.483 1.004 1.347 0.007 0.016 0.038
2105.5 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.806 0.548 1.304 1.154 0.565 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.805 1.529 10.829 0.357 18.021 0.613 1.229 0.648 1.827 1.651 0.617 0.953 1.896 1.073 0.412 1.483 1.004 1.347 0.007 0.016 0.039
2105.6 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.806 0.548 1.304 1.154 0.565 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.805 1.529 10.83 0.357 18.023 0.613 1.23 0.648 1.827 1.651 0.617 0.953 1.897 1.074 0.412 1.483 1.004 1.347 0.007 0.016 0.039
2105.7 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.806 0.548 1.304 1.154 0.565 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.805 1.529 10.831 0.357 18.025 0.613 1.23 0.648 1.828 1.651 0.617 0.953 1.897 1.074 0.412 1.483 1.004 1.347 0.007 0.016 0.04
2105.8 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.806 0.548 1.304 1.154 0.565 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.805 1.529 10.832 0.357 18.027 0.613 1.23 0.648 1.828 1.651 0.617 0.953 1.897 1.074 0.412 1.483 1.004 1.347 0.007 0.017 0.04
2105.9 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.806 0.548 1.304 1.154 0.565 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.805 1.529 10.833 0.357 18.029 0.613 1.23 0.648 1.828 1.651 0.617 0.953 1.897 1.075 0.412 1.483 1.004 1.347 0.007 0.017 0.04
2106.0 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.806 0.548 1.304 1.154 0.565 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.805 1.529 10.834 0.357 18.031 0.613 1.23 0.648 1.828 1.651 0.617 0.953 1.898 1.075 0.412 1.483 1.004 1.347 0.007 0.017 0.041
2106.1 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.806 0.548 1.304 1.154 0.565 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.805 1.529 10.834 0.357 18.033 0.613 1.23 0.648 1.828 1.651 0.617 0.953 1.898 1.075 0.412 1.483 1.004 1.347 0.007 0.017 0.041
2106.2 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.806 0.548 1.304 1.154 0.565 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.806 1.529 10.835 0.357 18.035 0.613 1.23 0.648 1.828 1.652 0.617 0.953 1.898 1.075 0.412 1.483 1.004 1.347 0.007 0.017 0.042
2106.3 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.806 0.548 1.304 1.154 0.565 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.806 1.529 10.836 0.357 18.038 0.613 1.23 0.648 1.828 1.652 0.617 0.953 1.898 1.076 0.412 1.483 1.004 1.347 0.007 0.017 0.042
2106.4 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.806 0.548 1.304 1.154 0.565 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.806 1.529 10.837 0.357 18.04 0.613 1.23 0.648 1.828 1.652 0.617 0.953 1.898 1.076 0.413 1.483 1.004 1.347 0.007 0.018 0.043
2106.5 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.806 0.548 1.304 1.153 0.565 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.806 1.529 10.838 0.357 18.042 0.613 1.23 0.648 1.828 1.652 0.617 0.953 1.899 1.076 0.413 1.483 1.004 1.347 0.007 0.018 0.043
2106.6 2.086 1.986 1.91 1.159 2.645 1.676 0.956 1.091 0.928 1.027 0.523 1.001 1.806 0.548 1.304 1.153 0.565 0.58 0.543 0.611 0.204 0.37 1.143 1.443 1.806 1.529 10.839 0.357 18.044 0.613 1.23 0.648 1.828 1.652 0.617 0.953 1.899 1.077 0.413 1.483 1.004 1.347 0.007 0.018 0.043
