2500.0 2.086 1.986 1.91 1.159 2.675 1.705 0.954 1.09 0.927 1.026 0.523 1.0 1.872 0.563 1.326 1.109 0.544 0.568 0.515 0.565 0.181 0.37 1.143 1.443 2.054 1.748 14.076 0.378 25.296 0.661 1.255 0.664 1.873 1.655 0.618 0.954 2.042 1.276 0.454 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.021 1.268 0.897 1.564 0.01 0.009 0.012
2500.1 2.086 1.986 1.91 1.159 2.675 1.705 0.954 1.09 0.927 1.026 0.523 1.0 1.872 0.563 1.326 1.109 0.544 0.568 0.515 0.565 0.181 0.37 1.143 1.443 2.054 1.748 14.077 0.378 25.297 0.661 1.255 0.664 1.873 1.655 0.618 0.954 2.042 1.276 0.454 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.021 1.268 0.897 1.564 0.01 0.009 0.013
2500.2 2.086 1.986 1.91 1.159 2.675 1.705 0.954 1.09 0.927 1.026 0.523 1.0 1.872 0.563 1.326 1.109 0.544 0.568 0.515 0.565 0.181 0.37 1.143 1.443 2.054 1.748 14.078 0.378 25.299 0.661 1.255 0.664 1.873 1.655 0.618 0.954 2.042 1.276 0.454 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.021 1.268 0.897 1.564 0.01 0.008 0.014
2500.3 2.086 1.986 1.91 1.159 2.675 1.705 0.954 1.09 0.927 1.026 0.523 1.0 1.872 0.563 1.326 1.109 0.544 0.568 0.515 0.565 0.181 0.37 1.143 1.443 2.054 1.748 14.078 0.378 25.301 0.661 1.255 0.664 1.873 1.655 0.618 0.954 2.042 1.276 0.454 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.021 1.268 0.897 1.564 0.01 0.008 0.015
2500.4 2.086 1.986 1.91 1.159 2.675 1.705 0.954 1.09 0.927 1.026 0.523 1.0 1.872 0.563 1.326 1.109 0.544 0.568 0.515 0.565 0.181 0.37 1.143 1.443 2.054 1.748 14.079 0.378 25.302 0.661 1.255 0.664 1.873 1.655 0.618 0.954 2.042 1.276 0.454 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.021 1.268 0.897 1.564 0.01 0.008 0.016
2500.5 2.086 1.986 1.91 1.159 2.675 1.705 0.954 1.09 0.927 1.026 0.523 1.0 1.872 0.563 1.326 1.109 0.544 0.568 0.515 0.565 0.181 0.37 1.143 1.443 2.054 1.748 14.08 0.378 25.304 0.661 1.255 0.664 1.873 1.655 0.618 0.954 2.042 1.276 0.454 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.021 1.268 0.897 1.564 0.01 0.008 0.017
2500.6 2.086 1.986 1.91 1.159 2.675 1.705 0.954 1.09 0.927 1.026 0.523 1.0 1.872 0.563 1.326 1.109 0.544 0.568 0.515 0.565 0.181 0.37 1.143 1.443 2.054 1.748 14.081 0.378 25.306 0.661 1.255 0.664 1.873 1.655 0.618 0.954 2.042 1.276 0.454 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.021 1.268 0.897 1.564 0.01 0.008 0.018
2500.7 2.086 1.986 1.91 1.159 2.675 1.705 0.954 1.09 0.927 1.026 0.523 1.0 1.872 0.563 1.326 1.109 0.544 0.568 0.515 0.565 0.181 0.37 1.143 1.443 2.054 1.748 14.081 0.378 25.307 0.661 1.255 0.664 1.873 1.655 0.618 0.954 2.042 1.276 0.454 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.021 1.268 0.897 1.564 0.01 0.007 0.019
2500.8 2.086 1.986 1.91 1.159 2.675 1.705 0.954 1.09 0.927 1.026 0.523 1.0 1.872 0.563 1.326 1.109 0.544 0.568 0.515 0.565 0.181 0.37 1.143 1.443 2.054 1.748 14.082 0.378 25.309 0.661 1.255 0.664 1.873 1.655 0.618 0.954 2.042 1.276 0.454 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.021 1.268 0.897 1.564 0.01 0.007 0.02
2500.9 2.086 1.986 1.91 1.159 2.675 1.705 0.954 1.09 0.927 1.026 0.523 1.0 1.872 0.563 1.326 1.109 0.544 0.568 0.515 0.565 0.181 0.37 1.143 1.443 2.055 1.749 14.083 0.378 25.311 0.661 1.255 0.664 1.873 1.655 0.618 0.954 2.042 1.276 0.454 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.021 1.268 0.897 1.564 0.01 0.007 0.02
