3000.0 2.086 1.986 1.91 1.159 2.696 1.726 0.954 1.09 0.927 1.024 0.525 0.996 1.908 0.573 1.333 1.095 0.537 0.565 0.491 0.528 0.163 0.37 1.143 1.443 2.287 1.953 17.495 0.391 32.835 0.69 1.262 0.668 1.886 1.682 0.623 0.962 2.072 1.319 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.036 1.268 0.897 1.565 0.634 0.885 1.366 1.062 0.164 0.149 0.007 0.948 0.013 1.591 0.48 1.897 0.009 0.011 0.011
3000.1 2.086 1.986 1.91 1.159 2.696 1.726 0.954 1.09 0.927 1.024 0.525 0.996 1.908 0.573 1.333 1.095 0.537 0.565 0.491 0.528 0.163 0.37 1.143 1.443 2.287 1.953 17.495 0.391 32.837 0.69 1.262 0.668 1.886 1.682 0.623 0.962 2.072 1.319 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.036 1.268 0.897 1.565 0.634 0.885 1.366 1.062 0.164 0.149 0.007 0.949 0.013 1.591 0.48 1.897 0.009 0.012 0.011
3000.2 2.086 1.986 1.91 1.159 2.696 1.726 0.954 1.09 0.927 1.024 0.525 0.996 1.908 0.573 1.333 1.095 0.537 0.565 0.491 0.528 0.163 0.37 1.143 1.443 2.287 1.953 17.496 0.391 32.838 0.69 1.262 0.668 1.886 1.682 0.623 0.962 2.072 1.319 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.036 1.268 0.897 1.565 0.634 0.885 1.366 1.062 0.164 0.149 0.007 0.949 0.013 1.592 0.48 1.897 0.009 0.013 0.011
3000.3 2.086 1.986 1.91 1.159 2.696 1.726 0.954 1.09 0.927 1.024 0.525 0.996 1.908 0.573 1.333 1.095 0.537 0.565 0.491 0.528 0.163 0.37 1.143 1.443 2.287 1.953 17.496 0.391 32.839 0.69 1.262 0.668 1.886 1.682 0.623 0.962 2.072 1.319 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.036 1.268 0.897 1.565 0.634 0.885 1.366 1.062 0.164 0.149 0.007 0.949 0.013 1.592 0.48 1.897 0.009 0.014 0.012
3000.4 2.086 1.986 1.91 1.159 2.696 1.726 0.954 1.09 0.927 1.024 0.525 0.996 1.908 0.573 1.333 1.095 0.537 0.565 0.491 0.528 0.163 0.37 1.143 1.443 2.287 1.953 17.497 0.391 32.841 0.69 1.262 0.668 1.886 1.681 0.623 0.962 2.072 1.319 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.036 1.268 0.897 1.565 0.634 0.885 1.366 1.062 0.164 0.149 0.007 0.95 0.013 1.592 0.48 1.897 0.009 0.014 0.012
3000.5 2.086 1.986 1.91 1.159 2.696 1.726 0.954 1.09 0.927 1.024 0.525 0.996 1.908 0.573 1.333 1.095 0.537 0.565 0.491 0.528 0.163 0.37 1.143 1.443 2.287 1.953 17.498 0.391 32.842 0.69 1.262 0.668 1.886 1.681 0.623 0.962 2.072 1.319 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.036 1.268 0.897 1.565 0.634 0.885 1.366 1.062 0.164 0.149 0.007 0.95 0.013 1.592 0.48 1.897 0.009 0.015 0.012
3000.6 2.086 1.986 1.91 1.159 2.696 1.726 0.954 1.09 0.927 1.024 0.525 0.996 1.909 0.573 1.333 1.095 0.537 0.565 0.491 0.528 0.163 0.37 1.143 1.443 2.287 1.953 17.498 0.391 32.844 0.69 1.262 0.668 1.886 1.681 0.623 0.962 2.072 1.319 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.036 1.268 0.897 1.565 0.634 0.885 1.366 1.062 0.164 0.149 0.007 0.95 0.013 1.592 0.48 1.897 0.009 0.016 0.012
3000.7 2.086 1.986 1.91 1.159 2.696 1.726 0.954 1.09 0.927 1.024 0.525 0.996 1.909 0.573 1.333 1.095 0.537 0.565 0.491 0.528 0.163 0.37 1.143 1.443 2.287 1.953 17.499 0.391 32.845 0.69 1.262 0.668 1.886 1.681 0.623 0.962 2.072 1.319 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.036 1.268 0.897 1.565 0.634 0.885 1.366 1.062 0.164 0.149 0.007 0.951 0.013 1.592 0.48 1.897 0.009 0.016 0.013
3000.8 2.086 1.986 1.91 1.159 2.696 1.726 0.954 1.09 0.927 1.024 0.525 0.996 1.909 0.573 1.333 1.095 0.537 0.565 0.491 0.528 0.163 0.37 1.143 1.443 2.287 1.953 17.499 0.391 32.846 0.69 1.262 0.668 1.886 1.681 0.623 0.962 2.072 1.319 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.036 1.268 0.897 1.565 0.634 0.885 1.366 1.062 0.164 0.149 0.007 0.951 0.013 1.592 0.48 1.897 0.009 0.017 0.013
3000.9 2.086 1.986 1.91 1.159 2.696 1.726 0.954 1.09 0.927 1.024 0.525 0.996 1.909 0.573 1.333 1.095 0.537 0.565 0.491 0.528 0.163 0.37 1.143 1.443 2.287 1.953 17.5 0.391 32.848 0.69 1.262 0.668 1.886 1.681 0.623 0.962 2.072 1.319 0.462 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.036 1.268 0.897 1.565 0.634 0.886 1.366 1.062 0.164 0.149 0.007 0.951 0.013 1.592 0.48 1.897 0.009 0.017 0.013
