700.0 2.086 1.986 1.91 0.01 2.785 1.814 0.953 1.09 0.927 1.026 0.523 1.0 2.049 0.611 1.353 0.01 0.009 0.012
700.1 2.086 1.986 1.91 0.01 2.785 1.814 0.953 1.089 0.927 1.026 0.523 1.0 2.049 0.611 1.353 0.01 0.009 0.013
700.2 2.086 1.986 1.91 0.01 2.785 1.814 0.952 1.089 0.927 1.026 0.523 1.0 2.049 0.61 1.354 0.01 0.008 0.014
700.3 2.086 1.986 1.91 0.01 2.785 1.814 0.952 1.089 0.926 1.026 0.523 1.0 2.049 0.61 1.354 0.009 0.008 0.015
700.4 2.086 1.986 1.91 0.01 2.785 1.814 0.951 1.089 0.926 1.025 0.523 1.0 2.05 0.61 1.355 0.009 0.008 0.016
700.5 2.086 1.986 1.91 0.01 2.785 1.814 0.951 1.089 0.926 1.025 0.523 1.0 2.05 0.61 1.355 0.009 0.008 0.017
700.6 2.086 1.986 1.91 0.01 2.785 1.814 0.951 1.089 0.926 1.025 0.523 1.0 2.05 0.61 1.356 0.009 0.009 0.017
700.7 2.086 1.986 1.91 0.01 2.785 1.814 0.951 1.088 0.925 1.025 0.523 1.0 2.05 0.61 1.356 0.009 0.009 0.018
700.8 2.086 1.986 1.91 0.01 2.785 1.813 0.95 1.088 0.925 1.025 0.523 1.0 2.051 0.61 1.357 0.01 0.009 0.018
700.9 2.086 1.986 1.91 0.01 2.784 1.813 0.95 1.088 0.925 1.025 0.523 1.0 2.051 0.61 1.357 0.01 0.009 0.019
701.0 2.086 1.986 1.91 0.01 2.784 1.813 0.95 1.088 0.925 1.025 0.523 1.0 2.051 0.61 1.358 0.01 0.009 0.019
701.1 2.086 1.986 1.91 0.01 2.784 1.813 0.95 1.088 0.924 1.025 0.523 1.0 2.052 0.61 1.358 0.01 0.01 0.02
701.2 2.086 1.986 1.91 0.01 2.784 1.813 0.949 1.088 0.924 1.025 0.523 1.0 2.052 0.61 1.359 0.01 0.01 0.02
701.3 2.086 1.986 1.91 0.01 2.784 1.813 0.949 1.087 0.924 1.025 0.523 1.0 2.053 0.61 1.359 0.01 0.01 0.021
701.4 2.086 1.986 1.91 0.01 2.784 1.812 0.949 1.087 0.924 1.025 0.523 1.0 2.053 0.61 1.359 0.01 0.01 0.021
701.5 2.086 1.986 1.91 0.01 2.783 1.812 0.949 1.087 0.924 1.025 0.523 1.0 2.053 0.61 1.36 0.011 0.01 0.022
701.6 2.086 1.986 1.91 0.01 2.783 1.812 0.948 1.087 0.923 1.025 0.523 1.0 2.054 0.61 1.36 0.011 0.011 0.022
701.7 2.086 1.986 1.91 0.01 2.783 1.812 0.948 1.087 0.923 1.025 0.523 1.0 2.054 0.61 1.361 0.011 0.011 0.023
701.8 2.086 1.986 1.91 0.01 2.783 1.812 0.948 1.087 0.923 1.025 0.523 1.0 2.054 0.61 1.361 0.011 0.011 0.023
701.9 2.086 1.986 1.91 0.01 2.783 1.812 0.948 1.087 0.923 1.025 0.523 1.0 2.055 0.61 1.361 0.012 0.011 0.023
702.0 2.086 1.986 1.91 0.01 2.783 1.811 0.947 1.087 0.922 1.025 0.523 1.0 2.055 0.61 1.362 0.012 0.012 0.024
702.1 2.086 1.986 1.91 0.01 2.782 1.811 0.947 1.086 0.922 1.024 0.523 1.0 2.056 0.61 1.362 0.012 0.012 0.024
702.2 2.086 1.986 1.91 0.01 2.782 1.811 0.947 1.086 0.922 1.024 0.523 1.0 2.056 0.611 1.362 0.012 0.012 0.025
702.3 2.086 1.986 1.91 0.01 2.782 1.811 0.947 1.086 0.922 1.024 0.523 1.0 2.056 0.611 1.363 0.013 0.012 0.025
702.4 2.086 1.986 1.91 0.01 2.782 1.811 0.946 1.086 0.921 1.024 0.523 0.999 2.057 0.611 1.363 0.013 0.012 0.026
702.5 2.086 1.986 1.91 0.01 2.782 1.811 0.946 1.086 0.921 1.024 0.523 0.999 2.057 0.611 1.364 0.013 0.013 0.026
702.6 2.086 1.986 1.91 0.01 2.782 1.811 0.946 1.086 0.921 1.024 0.523 0.999 2.058 0.611 1.364 0.013 0.013 0.027
702.7 2.086 1.986 1.91 0.01 2.782 1.811 0.946 1.086 0.921 1.024 0.522 0.999 2.058 0.611 1.364 0.014 0.013 0.027
702.8 2.086 1.986 1.91 0.01 2.782 1.81 0.945 1.085 0.921 1.024 0.522 0.999 2.058 0.611 1.365 0.014 0.013 0.028
702.9 2.086 1.986 1.91 0.01 2.781 1.81 0.945 1.085 0.92 1.024 0.522 0.999 2.059 0.611 1.365 0.014 0.014 0.028
703.0 2.086 1.986 1.91 0.01 2.781 1.81 0.945 1.085 0.92 1.024 0.522 0.999 2.059 0.611 1.365 0.015 0.014 0.029
703.1 2.086 1.986 1.91 0.01 2.781 1.81 0.945 1.085 0.92 1.024 0.522 0.999 2.059 0.611 1.366 0.015 0.014 0.029
703.2 2.086 1.986 1.91 0.01 2.781 1.81 0.944 1.085 0.92 1.024 0.522 0.999 2.06 0.611 1.366 0.015 0.015 0.03
703.3 2.086 1.986 1.91 0.01 2.781 1.81 0.944 1.085 0.919 1.024 0.522 0.999 2.06 0.611 1.366 0.016 0.015 0.03
703.4 2.086 1.986 1.91 0.01 2.781 1.81 0.944 1.085 0.919 1.023 0.522 0.999 2.061 0.611 1.367 0.016 0.015 0.031
703.5 2.086 1.986 1.91 0.01 2.781 1.81 0.944 1.084 0.919 1.023 0.522 0.999 2.061 0.611 1.367 0.016 0.015 0.032
703.6 2.086 1.986 1.91 0.01 2.781 1.81 0.943 1.084 0.919 1.023 0.522 0.999 2.061 0.611 1.367 0.017 0.016 0.032
703.7 2.086 1.986 1.91 0.01 2.781 1.81 0.943 1.084 0.918 1.023 0.522 0.999 2.062 0.611 1.368 0.017 0.016 0.033
703.8 2.086 1.986 1.91 0.01 2.781 1.809 0.943 1.084 0.918 1.023 0.522 0.999 2.062 0.611 1.368 0.017 0.016 0.033
703.9 2.086 1.986 1.91 0.01 2.78 1.809 0.942 1.084 0.918 1.023 0.522 0.999 2.063 0.611 1.369 0.018 0.017 0.034
704.0 2.086 1.986 1.91 0.01 2.78 1.809 0.942 1.084 0.918 1.023 0.522 0.999 2.063 0.611 1.369 0.018 0.017 0.035
704.1 2.086 1.986 1.91 0.01 2.78 1.809 0.942 1.083 0.917 1.023 0.522 0.999 2.064 0.611 1.369 0.018 0.017 0.035
704.2 2.086 1.986 1.91 0.01 2.78 1.809 0.942 1.083 0.917 1.023 0.522 0.999 2.064 0.611 1.37 0.019 0.018 0.036
704.3 2.086 1.986 1.91 0.01 2.78 1.809 0.941 1.083 0.917 1.023 0.522 0.999 2.064 0.611 1.37 0.019 0.018 0.036
704.4 2.086 1.986 1.91 0.01 2.78 1.809 0.941 1.083 0.917 1.023 0.522 0.999 2.065 0.611 1.37 0.02 0.018 0.037
704.5 2.086 1.986 1.91 0.01 2.78 1.809 0.941 1.083 0.916 1.023 0.522 0.999 2.065 0.611 1.371 0.02 0.019 0.038
704.6 2.086 1.986 1.91 0.01 2.78 1.809 0.94 1.083 0.916 1.022 0.522 0.999 2.066 0.611 1.371 0.02 0.019 0.038
704.7 2.086 1.986 1.91 0.01 2.78 1.809 0.94 1.083 0.916 1.022 0.522 0.998 2.066 0.612 1.372 0.021 0.019 0.039
704.8 2.086 1.986 1.91 0.01 2.78 1.809 0.94 1.082 0.916 1.022 0.522 0.998 2.067 0.612 1.372 0.021 0.02 0.04
704.9 2.086 1.986 1.91 0.01 2.78 1.808 0.94 1.082 0.915 1.022 0.522 0.998 2.067 0.612 1.372 0.022 0.02 0.041
705.0 2.086 1.986 1.91 0.01 2.779 1.808 0.939 1.082 0.915 1.022 0.522 0.998 2.068 0.612 1.373 0.022 0.02 0.041
705.1 2.086 1.986 1.91 0.01 2.779 1.808 0.939 1.082 0.915 1.022 0.522 0.998 2.068 0.612 1.373 0.023 0.021 0.042
705.2 2.086 1.986 1.91 0.01 2.779 1.808 0.939 1.082 0.914 1.022 0.522 0.998 2.068 0.612 1.374 0.023 0.021 0.043
705.3 2.086 1.986 1.91 0.01 2.779 1.808 0.938 1.081 0.914 1.022 0.522 0.998 2.069 0.612 1.374 0.023 0.022 0.043
705.4 2.086 1.986 1.91 0.01 2.779 1.808 0.938 1.081 0.914 1.022 0.522 0.998 2.069 0.612 1.374 0.024 0.022 0.044
705.5 2.086 1.986 1.91 0.01 2.779 1.808 0.938 1.081 0.914 1.022 0.522 0.998 2.07 0.612 1.375 0.024 0.022 0.045
705.6 2.086 1.986 1.91 0.01 2.779 1.808 0.937 1.081 0.913 1.021 0.522 0.998 2.07 0.612 1.375 0.025 0.023 0.046
705.7 2.086 1.986 1.91 0.01 2.779 1.808 0.937 1.081 0.913 1.021 0.522 0.998 2.071 0.612 1.376 0.025 0.023 0.046
705.8 2.086 1.986 1.91 0.01 2.779 1.808 0.937 1.081 0.913 1.021 0.522 0.998 2.071 0.612 1.376 0.026 0.024 0.047
705.9 2.086 1.986 1.91 0.01 2.779 1.808 0.936 1.08 0.913 1.021 0.522 0.998 2.072 0.612 1.376 0.026 0.024 0.048
706.0 2.086 1.986 1.91 0.01 2.779 1.808 0.936 1.08 0.912 1.021 0.522 0.998 2.072 0.612 1.377 0.027 0.024 0.049
706.1 2.086 1.986 1.91 0.01 2.779 1.807 0.936 1.08 0.912 1.021 0.522 0.998 2.073 0.612 1.377 0.028 0.025 0.049
706.2 2.086 1.986 1.91 0.01 2.778 1.807 0.935 1.08 0.912 1.021 0.522 0.998 2.073 0.612 1.378 0.028 0.025 0.05
706.3 2.086 1.986 1.91 0.01 2.778 1.807 0.935 1.08 0.911 1.021 0.522 0.997 2.074 0.612 1.378 0.029 0.026 0.051
706.4 2.086 1.986 1.91 0.01 2.778 1.807 0.935 1.079 0.911 1.021 0.522 0.997 2.074 0.612 1.379 0.029 0.026 0.052
706.5 2.086 1.986 1.91 0.01 2.778 1.807 0.934 1.079 0.911 1.02 0.522 0.997 2.075 0.612 1.379 0.03 0.027 0.053
706.6 2.086 1.986 1.91 0.01 2.778 1.807 0.934 1.079 0.91 1.02 0.522 0.997 2.075 0.613 1.379 0.03 0.027 0.054
