2700.0 2.086 1.986 1.91 1.159 2.685 1.715 0.954 1.09 0.927 1.026 0.523 1.0 1.891 0.568 1.33 1.1 0.54 0.566 0.505 0.548 0.173 0.37 1.143 1.443 2.154 1.836 15.499 0.385 28.47 0.675 1.26 0.667 1.881 1.655 0.618 0.954 2.066 1.311 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.033 1.268 0.897 1.565 0.637 0.891 1.37 0.012 0.01 0.008
2700.1 2.086 1.986 1.91 1.159 2.685 1.715 0.954 1.09 0.927 1.026 0.523 1.0 1.891 0.568 1.33 1.1 0.54 0.566 0.505 0.549 0.173 0.37 1.143 1.443 2.154 1.837 15.5 0.385 28.472 0.675 1.26 0.667 1.881 1.655 0.618 0.954 2.066 1.311 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.033 1.268 0.897 1.565 0.637 0.891 1.37 0.013 0.011 0.007
2700.2 2.086 1.986 1.91 1.159 2.685 1.715 0.954 1.09 0.927 1.026 0.523 1.0 1.891 0.568 1.33 1.1 0.54 0.566 0.505 0.549 0.173 0.37 1.143 1.443 2.154 1.837 15.5 0.385 28.473 0.675 1.26 0.667 1.881 1.655 0.618 0.954 2.066 1.311 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.033 1.267 0.897 1.565 0.637 0.891 1.37 0.014 0.011 0.007
2700.3 2.086 1.986 1.91 1.159 2.685 1.715 0.954 1.09 0.927 1.026 0.523 1.0 1.891 0.568 1.33 1.1 0.54 0.566 0.505 0.549 0.173 0.37 1.143 1.443 2.154 1.837 15.501 0.385 28.475 0.675 1.26 0.667 1.881 1.655 0.618 0.954 2.066 1.311 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.033 1.267 0.897 1.564 0.637 0.891 1.37 0.015 0.011 0.006
2700.4 2.086 1.986 1.91 1.159 2.685 1.715 0.954 1.09 0.927 1.026 0.523 1.0 1.891 0.568 1.33 1.1 0.54 0.566 0.505 0.549 0.173 0.37 1.143 1.443 2.154 1.837 15.501 0.385 28.476 0.675 1.26 0.667 1.881 1.655 0.618 0.954 2.066 1.311 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.033 1.267 0.896 1.564 0.637 0.891 1.37 0.016 0.011 0.006
2700.5 2.086 1.986 1.91 1.159 2.685 1.715 0.954 1.09 0.927 1.026 0.523 1.0 1.891 0.568 1.33 1.1 0.54 0.566 0.505 0.549 0.173 0.37 1.143 1.443 2.154 1.837 15.502 0.385 28.478 0.675 1.26 0.667 1.881 1.655 0.618 0.954 2.066 1.311 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.033 1.266 0.896 1.564 0.637 0.891 1.37 0.017 0.011 0.005
2700.6 2.086 1.986 1.91 1.159 2.685 1.715 0.954 1.09 0.927 1.026 0.523 1.0 1.891 0.568 1.33 1.1 0.54 0.566 0.505 0.549 0.173 0.37 1.143 1.443 2.154 1.837 15.502 0.385 28.479 0.675 1.26 0.667 1.881 1.655 0.618 0.954 2.066 1.311 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.033 1.266 0.896 1.564 0.637 0.891 1.37 0.018 0.011 0.005
2700.7 2.086 1.986 1.91 1.159 2.685 1.715 0.954 1.09 0.927 1.026 0.523 1.0 1.891 0.568 1.33 1.1 0.54 0.566 0.505 0.549 0.173 0.37 1.143 1.443 2.154 1.837 15.503 0.385 28.481 0.675 1.26 0.667 1.881 1.655 0.618 0.954 2.066 1.311 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.033 1.266 0.896 1.564 0.637 0.891 1.37 0.019 0.011 0.005
2700.8 2.086 1.986 1.91 1.159 2.685 1.715 0.954 1.09 0.927 1.026 0.523 1.0 1.891 0.568 1.33 1.1 0.54 0.566 0.505 0.549 0.173 0.37 1.143 1.443 2.154 1.837 15.503 0.385 28.482 0.675 1.26 0.667 1.881 1.655 0.618 0.954 2.066 1.311 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.033 1.266 0.896 1.564 0.637 0.891 1.37 0.02 0.011 0.005
2700.9 2.086 1.986 1.91 1.159 2.685 1.715 0.954 1.09 0.927 1.026 0.523 1.0 1.891 0.568 1.33 1.1 0.54 0.566 0.505 0.549 0.173 0.37 1.143 1.443 2.154 1.837 15.504 0.385 28.484 0.675 1.26 0.667 1.881 1.655 0.618 0.954 2.066 1.311 0.461 1.483 1.004 1.347 0.535 0.693 1.563 0.545 0.638 1.033 1.266 0.896 1.564 0.637 0.891 1.37 0.02 0.01 0.005
