2200.0 2.086 1.986 1.91 1.159 2.654 1.685 0.955 1.09 0.928 1.026 0.523 1.0 1.835 0.554 1.318 1.125 0.552 0.573 0.536 0.598 0.197 0.37 1.143 1.443 1.87 1.586 11.642 0.365 19.947 0.631 1.246 0.659 1.858 1.655 0.618 0.954 2.01 1.231 0.445 1.483 1.004 1.347 0.529 0.689 1.554 0.008 0.012 0.011
2200.1 2.086 1.986 1.91 1.159 2.654 1.685 0.955 1.09 0.928 1.026 0.523 1.0 1.835 0.554 1.318 1.125 0.552 0.573 0.536 0.598 0.197 0.37 1.143 1.443 1.871 1.587 11.643 0.365 19.949 0.631 1.246 0.659 1.858 1.655 0.618 0.954 2.01 1.231 0.445 1.483 1.004 1.347 0.53 0.689 1.554 0.007 0.013 0.012
2200.2 2.086 1.986 1.91 1.159 2.654 1.685 0.955 1.09 0.928 1.026 0.523 1.0 1.835 0.554 1.318 1.125 0.552 0.573 0.536 0.598 0.197 0.37 1.143 1.443 1.871 1.587 11.644 0.365 19.951 0.631 1.246 0.659 1.858 1.655 0.618 0.954 2.01 1.231 0.445 1.483 1.004 1.347 0.53 0.689 1.554 0.006 0.014 0.012
2200.3 2.086 1.986 1.91 1.159 2.654 1.685 0.955 1.09 0.928 1.026 0.523 1.0 1.835 0.554 1.318 1.125 0.552 0.573 0.536 0.598 0.197 0.37 1.143 1.443 1.871 1.587 11.644 0.365 19.953 0.631 1.246 0.659 1.858 1.655 0.618 0.954 2.01 1.231 0.445 1.483 1.004 1.347 0.53 0.689 1.554 0.006 0.015 0.012
2200.4 2.086 1.986 1.91 1.159 2.654 1.685 0.955 1.09 0.928 1.026 0.523 1.0 1.835 0.554 1.318 1.125 0.552 0.573 0.536 0.598 0.197 0.37 1.143 1.443 1.871 1.587 11.645 0.365 19.955 0.631 1.246 0.659 1.858 1.655 0.618 0.954 2.01 1.231 0.445 1.483 1.004 1.347 0.53 0.689 1.554 0.005 0.016 0.011
2200.5 2.086 1.986 1.91 1.159 2.654 1.685 0.955 1.09 0.928 1.026 0.523 1.0 1.835 0.554 1.318 1.125 0.552 0.573 0.536 0.598 0.197 0.37 1.143 1.443 1.871 1.587 11.646 0.365 19.957 0.631 1.246 0.659 1.858 1.655 0.618 0.954 2.01 1.231 0.445 1.483 1.004 1.347 0.53 0.689 1.555 0.005 0.017 0.011
2200.6 2.086 1.986 1.91 1.159 2.654 1.685 0.955 1.09 0.928 1.026 0.523 1.0 1.835 0.554 1.318 1.125 0.552 0.573 0.536 0.598 0.197 0.37 1.143 1.443 1.871 1.587 11.647 0.365 19.959 0.631 1.246 0.659 1.858 1.655 0.618 0.954 2.01 1.231 0.445 1.483 1.004 1.347 0.53 0.689 1.555 0.005 0.018 0.011
2200.7 2.086 1.986 1.91 1.159 2.654 1.685 0.955 1.09 0.928 1.026 0.523 1.0 1.835 0.554 1.318 1.125 0.552 0.573 0.536 0.598 0.197 0.37 1.143 1.443 1.871 1.587 11.648 0.365 19.961 0.631 1.246 0.659 1.858 1.655 0.618 0.954 2.01 1.232 0.445 1.483 1.004 1.347 0.53 0.689 1.555 0.005 0.019 0.011
2200.8 2.086 1.986 1.91 1.159 2.654 1.685 0.955 1.09 0.928 1.026 0.523 1.0 1.835 0.554 1.318 1.125 0.552 0.572 0.536 0.598 0.197 0.37 1.143 1.443 1.871 1.587 11.649 0.365 19.963 0.631 1.246 0.659 1.859 1.655 0.618 0.954 2.01 1.232 0.445 1.483 1.004 1.347 0.53 0.689 1.555 0.005 0.02 0.01
2200.9 2.086 1.986 1.91 1.159 2.654 1.685 0.955 1.09 0.928 1.026 0.523 1.0 1.835 0.554 1.318 1.125 0.552 0.572 0.536 0.598 0.197 0.37 1.143 1.443 1.871 1.587 11.65 0.365 19.965 0.631 1.246 0.659 1.859 1.655 0.618 0.954 2.01 1.232 0.445 1.483 1.004 1.347 0.53 0.689 1.555 0.004 0.021 0.01
2201.0 2.086 1.986 1.91 1.159 2.654 1.685 0.955 1.09 0.928 1.026 0.523 1.0 1.835 0.554 1.318 1.125 0.552 0.572 0.536 0.598 0.197 0.37 1.143 1.443 1.871 1.587 11.65 0.365 19.967 0.631 1.246 0.659 1.859 1.655 0.618 0.954 2.01 1.232 0.445 1.483 1.004 1.347 0.53 0.689 1.555 0.004 0.021 0.01
2201.1 2.086 1.986 1.91 1.159 2.654 1.685 0.955 1.09 0.928 1.026 0.523 1.0 1.835 0.554 1.318 1.125 0.552 0.572 0.536 0.598 0.197 0.37 1.143 1.443 1.871 1.587 11.651 0.365 19.969 0.631 1.246 0.659 1.859 1.655 0.618 0.954 2.01 1.232 0.445 1.483 1.004 1.347 0.53 0.689 1.555 0.004 0.022 0.01
2201.2 2.086 1.986 1.91 1.159 2.654 1.685 0.955 1.09 0.928 1.026 0.523 1.0 1.835 0.554 1.318 1.125 0.552 0.572 0.536 0.598 0.197 0.37 1.143 1.443 1.871 1.587 11.652 0.365 19.971 0.631 1.246 0.659 1.859 1.655 0.618 0.954 2.01 1.232 0.445 1.483 1.004 1.347 0.53 0.689 1.555 0.004 0.023 0.009
2201.3 2.086 1.986 1.91 1.159 2.654 1.685 0.955 1.09 0.928 1.026 0.523 1.0 1.835 0.554 1.318 1.125 0.552 0.572 0.536 0.598 0.197 0.37 1.143 1.443 1.871 1.587 11.653 0.365 19.972 0.631 1.246 0.659 1.859 1.655 0.618 0.954 2.011 1.232 0.445 1.483 1.004 1.347 0.53 0.689 1.555 0.004 0.024 0.009
