500.0 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.011 0.011 0.009
500.1 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.012 0.012 0.008
500.2 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.012 0.013 0.007
500.3 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.013 0.014 0.007
500.4 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.013 0.014 0.006
500.5 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.014 0.015 0.006
500.6 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.014 0.015 0.005
500.7 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.015 0.016 0.005
500.8 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.015 0.016 0.004
500.9 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.015 0.017 0.004
501.0 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.016 0.017 0.004
501.1 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.016 0.018 0.003
501.2 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.016 0.018 0.003
501.3 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.016 0.018 0.003
501.4 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.016 0.018 0.003
501.5 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.017 0.019 0.002
501.6 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.017 0.019 0.002
501.7 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.017 0.019 0.002
501.8 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.017 0.019 0.002
501.9 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.017 0.019 0.002
502.0 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.017 0.02 0.002
502.1 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.017 0.02 0.002
502.2 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.018 0.02 0.002
502.3 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.018 0.02 0.002
502.4 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.018 0.02 0.001
502.5 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.018 0.02 0.001
502.6 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.018 0.02 0.001
502.7 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.018 0.02 0.001
502.8 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.018 0.021 0.001
502.9 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.018 0.021 0.001
503.0 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.018 0.021 0.001
503.1 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.018 0.021 0.001
503.2 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.018 0.021 0.001
503.3 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.018 0.021 0.001
503.4 2.01 1.908 1.939 1.437 3.409 0.639 0.01 6.838 2.137 0.018 0.021 0.001
