200.0 2.01 1.908 1.939 0.008 0.011 0.012
200.1 2.01 1.908 1.939 0.007 0.011 0.013
200.2 2.01 1.908 1.939 0.006 0.011 0.015
200.3 2.01 1.908 1.939 0.006 0.011 0.016
200.4 2.01 1.908 1.939 0.005 0.011 0.017
200.5 2.01 1.908 1.939 0.005 0.011 0.017
200.6 2.01 1.908 1.939 0.005 0.011 0.018
200.7 2.01 1.908 1.939 0.005 0.011 0.019
200.8 2.01 1.908 1.939 0.005 0.011 0.019
200.9 2.01 1.908 1.939 0.004 0.01 0.02
201.0 2.01 1.908 1.939 0.004 0.01 0.021
201.1 2.01 1.908 1.939 0.004 0.01 0.021
201.2 2.01 1.908 1.939 0.004 0.01 0.022
201.3 2.01 1.908 1.939 0.004 0.01 0.022
201.4 2.01 1.908 1.939 0.004 0.01 0.023
201.5 2.01 1.908 1.939 0.004 0.009 0.023
201.6 2.01 1.908 1.939 0.004 0.009 0.023
201.7 2.01 1.908 1.939 0.004 0.009 0.024
201.8 2.01 1.908 1.939 0.004 0.009 0.024
201.9 2.01 1.908 1.939 0.004 0.009 0.025
202.0 2.01 1.908 1.939 0.004 0.009 0.025
202.1 2.01 1.908 1.939 0.004 0.009 0.025
202.2 2.01 1.908 1.939 0.004 0.008 0.026
202.3 2.01 1.908 1.939 0.004 0.008 0.026
202.4 2.01 1.908 1.939 0.004 0.008 0.026
202.5 2.01 1.908 1.939 0.004 0.008 0.026
202.6 2.01 1.908 1.939 0.004 0.008 0.027
202.7 2.01 1.908 1.939 0.004 0.008 0.027
202.8 2.01 1.908 1.939 0.004 0.008 0.027
202.9 2.01 1.908 1.939 0.004 0.008 0.027
203.0 2.01 1.908 1.939 0.004 0.008 0.028
203.1 2.01 1.908 1.939 0.004 0.008 0.028
203.2 2.01 1.908 1.939 0.004 0.008 0.028
203.3 2.01 1.908 1.939 0.004 0.007 0.028
203.4 2.01 1.908 1.939 0.004 0.007 0.028
203.5 2.01 1.908 1.939 0.004 0.007 0.028
203.6 2.01 1.908 1.939 0.004 0.007 0.029
203.7 2.01 1.908 1.939 0.004 0.007 0.029
203.8 2.01 1.908 1.939 0.004 0.007 0.029
203.9 2.01 1.908 1.939 0.004 0.007 0.029
204.0 2.01 1.908 1.939 0.004 0.007 0.029
204.1 2.01 1.908 1.939 0.004 0.007 0.029
204.2 2.01 1.908 1.939 0.003 0.007 0.029
204.3 2.01 1.908 1.939 0.003 0.007 0.029
204.4 2.01 1.908 1.939 0.003 0.007 0.03
204.5 2.01 1.908 1.939 0.003 0.007 0.03
204.6 2.01 1.908 1.939 0.003 0.007 0.03
204.7 2.01 1.908 1.939 0.003 0.007 0.03
204.8 2.01 1.908 1.939 0.003 0.007 0.03
204.9 2.01 1.908 1.939 0.003 0.007 0.03
205.0 2.01 1.908 1.939 0.003 0.007 0.03
205.1 2.01 1.908 1.939 0.003 0.007 0.03
205.2 2.01 1.908 1.939 0.003 0.007 0.03
205.3 2.01 1.908 1.939 0.003 0.007 0.03
205.4 2.01 1.908 1.939 0.003 0.007 0.03
205.5 2.01 1.908 1.939 0.003 0.007 0.03
205.6 2.01 1.908 1.939 0.003 0.007 0.03
205.7 2.01 1.908 1.939 0.003 0.007 0.031
205.8 2.01 1.908 1.939 0.003 0.007 0.031
205.9 2.01 1.908 1.939 0.003 0.007 0.031
206.0 2.01 1.908 1.939 0.003 0.007 0.031
206.1 2.01 1.908 1.939 0.003 0.007 0.031
206.2 2.01 1.908 1.939 0.003 0.007 0.031
206.3 2.01 1.908 1.939 0.003 0.007 0.031
206.4 2.01 1.908 1.939 0.003 0.007 0.031
206.5 2.01 1.908 1.939 0.003 0.007 0.031
206.6 2.01 1.908 1.939 0.003 0.007 0.031
206.7 2.01 1.908 1.939 0.003 0.007 0.031
206.8 2.01 1.908 1.939 0.003 0.007 0.031
206.9 2.01 1.908 1.939 0.003 0.007 0.031
207.0 2.01 1.908 1.939 0.003 0.007 0.031
207.1 2.01 1.908 1.939 0.003 0.007 0.031
207.2 2.01 1.908 1.939 0.003 0.007 0.031
207.3 2.01 1.908 1.939 0.003 0.007 0.031
207.4 2.01 1.908 1.939 0.003 0.007 0.031
207.5 2.01 1.908 1.939 0.003 0.007 0.031
207.6 2.01 1.908 1.939 0.003 0.007 0.031
207.7 2.01 1.908 1.939 0.003 0.007 0.031
207.8 2.01 1.908 1.939 0.003 0.007 0.031
207.9 2.01 1.908 1.939 0.003 0.007 0.031
208.0 2.01 1.908 1.939 0.003 0.007 0.031
208.1 2.01 1.908 1.939 0.003 0.007 0.031
208.2 2.01 1.908 1.939 0.003 0.007 0.031
208.3 2.01 1.908 1.939 0.003 0.007 0.031
208.4 2.01 1.908 1.939 0.003 0.007 0.031
208.5 2.01 1.908 1.939 0.003 0.007 0.031
208.6 2.01 1.908 1.939 0.003 0.007 0.031
208.7 2.01 1.908 1.939 0.003 0.007 0.031
208.8 2.01 1.908 1.939 0.003 0.007 0.031
208.9 2.01 1.908 1.939 0.003 0.007 0.031
