400.0 2.01 1.908 1.939 1.187 2.328 0.6 0.01 0.013 0.012
400.1 2.01 1.908 1.939 1.187 2.324 0.6 0.01 0.016 0.015
400.2 2.01 1.908 1.939 1.187 2.321 0.601 0.01 0.02 0.018
400.3 2.01 1.908 1.939 1.187 2.316 0.601 0.01 0.025 0.022
400.4 2.01 1.908 1.939 1.186 2.311 0.601 0.01 0.031 0.027
400.5 2.01 1.908 1.939 1.186 2.305 0.601 0.01 0.038 0.034
400.6 2.01 1.908 1.939 1.185 2.297 0.601 0.01 0.048 0.041
400.7 2.01 1.908 1.939 1.184 2.289 0.601 0.01 0.059 0.051
400.8 2.01 1.908 1.939 1.183 2.278 0.602 0.01 0.073 0.061
400.9 2.01 1.908 1.939 1.182 2.265 0.602 0.01 0.089 0.074
401.0 2.01 1.908 1.939 1.18 2.251 0.602 0.01 0.11 0.09
401.1 2.01 1.908 1.939 1.178 2.234 0.602 0.01 0.135 0.107
401.2 2.01 1.908 1.939 1.176 2.214 0.603 0.01 0.164 0.127
401.3 2.01 1.908 1.939 1.174 2.192 0.603 0.01 0.199 0.15
401.4 2.01 1.908 1.939 1.171 2.167 0.604 0.01 0.241 0.175
401.5 2.01 1.908 1.939 1.168 2.139 0.604 0.01 0.289 0.202
401.6 2.01 1.908 1.939 1.164 2.109 0.605 0.01 0.345 0.232
401.7 2.01 1.908 1.939 1.16 2.077 0.605 0.01 0.409 0.264
401.8 2.01 1.908 1.939 1.156 2.043 0.606 0.01 0.481 0.297
401.9 2.01 1.908 1.939 1.151 2.008 0.606 0.01 0.561 0.331
402.0 2.01 1.908 1.939 1.146 1.972 0.607 0.01 0.65 0.366
402.1 2.01 1.908 1.939 1.14 1.936 0.607 0.01 0.747 0.402
402.2 2.01 1.908 1.939 1.134 1.9 0.607 0.01 0.852 0.437
402.3 2.01 1.908 1.939 1.128 1.866 0.607 0.01 0.963 0.473
402.4 2.01 1.908 1.939 1.122 1.833 0.607 0.01 1.081 0.508
402.5 2.01 1.908 1.939 1.116 1.802 0.607 0.01 1.204 0.542
402.6 2.01 1.908 1.939 1.11 1.773 0.607 0.01 1.331 0.576
402.7 2.01 1.908 1.939 1.104 1.747 0.606 0.01 1.462 0.61
402.8 2.01 1.908 1.939 1.098 1.724 0.605 0.01 1.596 0.642
402.9 2.01 1.908 1.939 1.092 1.704 0.605 0.01 1.731 0.674
403.0 2.01 1.908 1.939 1.086 1.688 0.603 0.01 1.868 0.705
403.1 2.01 1.908 1.939 1.081 1.675 0.602 0.01 2.005 0.736
403.2 2.01 1.908 1.939 1.076 1.665 0.601 0.01 2.141 0.766
403.3 2.01 1.908 1.939 1.072 1.659 0.599 0.01 2.276 0.795
403.4 2.01 1.908 1.939 1.067 1.655 0.597 0.01 2.41 0.824
403.5 2.01 1.908 1.939 1.064 1.655 0.595 0.01 2.541 0.852
403.6 2.01 1.908 1.939 1.06 1.658 0.593 0.01 2.67 0.88
403.7 2.01 1.908 1.939 1.058 1.664 0.591 0.01 2.797 0.908
403.8 2.01 1.908 1.939 1.055 1.672 0.589 0.01 2.921 0.935
403.9 2.01 1.908 1.939 1.053 1.683 0.587 0.01 3.041 0.962
404.0 2.01 1.908 1.939 1.052 1.696 0.585 0.01 3.159 0.988
404.1 2.01 1.908 1.939 1.05 1.711 0.583 0.01 3.273 1.014
404.2 2.01 1.908 1.939 1.05 1.728 0.581 0.01 3.384 1.04
404.3 2.01 1.908 1.939 1.05 1.747 0.579 0.01 3.492 1.065
404.4 2.01 1.908 1.939 1.05 1.767 0.578 0.01 3.597 1.091
404.5 2.01 1.908 1.939 1.05 1.789 0.576 0.01 3.698 1.115
404.6 2.01 1.908 1.939 1.051 1.812 0.574 0.01 3.797 1.14
404.7 2.01 1.908 1.939 1.053 1.836 0.573 0.01 3.892 1.164
404.8 2.01 1.908 1.939 1.054 1.861 0.571 0.01 3.984 1.188
404.9 2.01 1.908 1.939 1.056 1.887 0.57 0.01 4.073 1.211
405.0 2.01 1.908 1.939 1.059 1.913 0.569 0.01 4.16 1.234
405.1 2.01 1.908 1.939 1.062 1.94 0.568 0.01 4.244 1.257
405.2 2.01 1.908 1.939 1.065 1.967 0.567 0.01 4.325 1.279
405.3 2.01 1.908 1.939 1.068 1.995 0.566 0.01 4.403 1.301
405.4 2.01 1.908 1.939 1.071 2.023 0.566 0.01 4.479 1.322
405.5 2.01 1.908 1.939 1.075 2.052 0.565 0.01 4.553 1.343
405.6 2.01 1.908 1.939 1.079 2.08 0.565 0.01 4.624 1.364
405.7 2.01 1.908 1.939 1.083 2.108 0.565 0.01 4.694 1.385
405.8 2.01 1.908 1.939 1.088 2.137 0.565 0.01 4.761 1.405
405.9 2.01 1.908 1.939 1.093 2.165 0.565 0.01 4.825 1.424
406.0 2.01 1.908 1.939 1.097 2.194 0.565 0.01 4.888 1.444
406.1 2.01 1.908 1.939 1.102 2.222 0.565 0.01 4.949 1.462
406.2 2.01 1.908 1.939 1.108 2.25 0.565 0.01 5.008 1.481
406.3 2.01 1.908 1.939 1.113 2.278 0.566 0.01 5.066 1.499
406.4 2.01 1.908 1.939 1.118 2.305 0.566 0.01 5.121 1.517
406.5 2.01 1.908 1.939 1.124 2.332 0.567 0.01 5.175 1.534
406.6 2.01 1.908 1.939 1.129 2.359 0.568 0.01 5.227 1.551
406.7 2.01 1.908 1.939 1.135 2.386 0.568 0.01 5.278 1.567
406.8 2.01 1.908 1.939 1.141 2.412 0.569 0.01 5.327 1.584
406.9 2.01 1.908 1.939 1.146 2.438 0.57 0.01 5.374 1.6
407.0 2.01 1.908 1.939 1.152 2.463 0.571 0.01 5.42 1.615
407.1 2.01 1.908 1.939 1.158 2.488 0.572 0.01 5.465 1.63
407.2 2.01 1.908 1.939 1.164 2.513 0.573 0.01 5.509 1.645
407.3 2.01 1.908 1.939 1.17 2.537 0.574 0.01 5.551 1.659
407.4 2.01 1.908 1.939 1.175 2.561 0.575 0.01 5.591 1.673
407.5 2.01 1.908 1.939 1.181 2.584 0.576 0.01 5.631 1.687
407.6 2.01 1.908 1.939 1.187 2.607 0.577 0.01 5.669 1.7
407.7 2.01 1.908 1.939 1.193 2.63 0.579 0.01 5.707 1.713
407.8 2.01 1.908 1.939 1.199 2.652 0.58 0.01 5.743 1.726
407.9 2.01 1.908 1.939 1.204 2.673 0.581 0.01 5.778 1.738
408.0 2.01 1.908 1.939 1.21 2.694 0.582 0.01 5.812 1.75
408.1 2.01 1.908 1.939 1.216 2.715 0.584 0.01 5.845 1.762
408.2 2.01 1.908 1.939 1.221 2.735 0.585 0.01 5.877 1.774
408.3 2.01 1.908 1.939 1.227 2.754 0.586 0.01 5.907 1.785
408.4 2.01 1.908 1.939 1.232 2.774 0.587 0.01 5.937 1.795
408.5 2.01 1.908 1.939 1.238 2.792 0.589 0.01 5.967 1.806
408.6 2.01 1.908 1.939 1.243 2.811 0.59 0.01 5.995 1.816
408.7 2.01 1.908 1.939 1.248 2.829 0.591 0.01 6.022 1.826
408.8 2.01 1.908 1.939 1.253 2.846 0.592 0.01 6.049 1.836
408.9 2.01 1.908 1.939 1.258 2.863 0.593 0.01 6.074 1.845
409.0 2.01 1.908 1.939 1.263 2.88 0.595 0.01 6.099 1.854
409.1 2.01 1.908 1.939 1.268 2.896 0.596 0.01 6.123 1.863
409.2 2.01 1.908 1.939 1.273 2.911 0.597 0.01 6.147 1.872
409.3 2.01 1.908 1.939 1.278 2.927 0.598 0.01 6.169 1.88
409.4 2.01 1.908 1.939 1.282 2.942 0.599 0.01 6.191 1.889
409.5 2.01 1.908 1.939 1.287 2.956 0.6 0.01 6.212 1.896
409.6 2.01 1.908 1.939 1.291 2.97 0.602 0.01 6.233 1.904
409.7 2.01 1.908 1.939 1.295 2.984 0.603 0.01 6.253 1.912
409.8 2.01 1.908 1.939 1.3 2.997 0.604 0.01 6.272 1.919
409.9 2.01 1.908 1.939 1.304 3.01 0.605 0.01 6.291 1.926
410.0 2.01 1.908 1.939 1.308 3.023 0.606 0.01 6.309 1.933
410.1 2.01 1.908 1.939 1.312 3.035 0.607 0.01 6.327 1.939
410.2 2.01 1.908 1.939 1.316 3.047 0.608 0.01 6.344 1.946
410.3 2.01 1.908 1.939 1.319 3.059 0.609 0.01 6.36 1.952
410.4 2.01 1.908 1.939 1.323 3.07 0.61 0.01 6.376 1.958
410.5 2.01 1.908 1.939 1.326 3.081 0.611 0.01 6.391 1.964
410.6 2.01 1.908 1.939 1.33 3.091 0.611 0.01 6.406 1.969
410.7 2.01 1.908 1.939 1.333 3.101 0.612 0.01 6.421 1.975
410.8 2.01 1.908 1.939 1.336 3.111 0.613 0.01 6.435 1.98
410.9 2.01 1.908 1.939 1.34 3.121 0.614 0.01 6.448 1.985
411.0 2.01 1.908 1.939 1.343 3.13 0.615 0.01 6.461 1.99
411.1 2.01 1.908 1.939 1.346 3.139 0.616 0.01 6.474 1.995
411.2 2.01 1.908 1.939 1.349 3.148 0.616 0.01 6.486 2.0
411.3 2.01 1.908 1.939 1.352 3.157 0.617 0.01 6.498 2.004
411.4 2.01 1.908 1.939 1.354 3.165 0.618 0.01 6.509 2.009
411.5 2.01 1.908 1.939 1.357 3.173 0.618 0.01 6.521 2.013
411.6 2.01 1.908 1.939 1.36 3.181 0.619 0.01 6.531 2.017
411.7 2.01 1.908 1.939 1.362 3.188 0.62 0.01 6.542 2.021
411.8 2.01 1.908 1.939 1.364 3.196 0.62 0.01 6.552 2.025
411.9 2.01 1.908 1.939 1.367 3.203 0.621 0.01 6.561 2.029
412.0 2.01 1.908 1.939 1.369 3.21 0.622 0.01 6.571 2.032
412.1 2.01 1.908 1.939 1.371 3.216 0.622 0.01 6.58 2.036
412.2 2.01 1.908 1.939 1.374 3.223 0.623 0.01 6.589 2.039
412.3 2.01 1.908 1.939 1.376 3.229 0.623 0.01 6.597 2.043
412.4 2.01 1.908 1.939 1.378 3.235 0.624 0.01 6.605 2.046
412.5 2.01 1.908 1.939 1.38 3.241 0.624 0.01 6.613 2.049
412.6 2.01 1.908 1.939 1.382 3.246 0.625 0.01 6.621 2.052
412.7 2.01 1.908 1.939 1.383 3.252 0.625 0.01 6.628 2.055
412.8 2.01 1.908 1.939 1.385 3.257 0.626 0.01 6.635 2.057
412.9 2.01 1.908 1.939 1.387 3.262 0.626 0.01 6.642 2.06
413.0 2.01 1.908 1.939 1.389 3.267 0.627 0.01 6.649 2.063
413.1 2.01 1.908 1.939 1.39 3.272 0.627 0.01 6.655 2.065
413.2 2.01 1.908 1.939 1.392 3.276 0.628 0.01 6.662 2.068
413.3 2.01 1.908 1.939 1.393 3.281 0.628 0.01 6.668 2.07
413.4 2.01 1.908 1.939 1.395 3.285 0.628 0.01 6.673 2.072
413.5 2.01 1.908 1.939 1.396 3.289 0.629 0.01 6.679 2.074
413.6 2.01 1.908 1.939 1.398 3.294 0.629 0.01 6.685 2.077
413.7 2.01 1.908 1.939 1.399 3.297 0.63 0.01 6.69 2.079
