300.0 2.01 1.908 1.939 0.01 0.011 0.009
300.1 2.01 1.908 1.939 0.011 0.013 0.009
300.2 2.01 1.908 1.939 0.011 0.015 0.009
300.3 2.01 1.908 1.939 0.012 0.017 0.009
300.4 2.01 1.908 1.939 0.012 0.018 0.009
300.5 2.01 1.908 1.939 0.012 0.02 0.009
300.6 2.01 1.908 1.939 0.013 0.022 0.009
300.7 2.01 1.908 1.939 0.013 0.024 0.009
300.8 2.01 1.908 1.939 0.014 0.025 0.01
300.9 2.01 1.908 1.939 0.014 0.027 0.01
301.0 2.01 1.908 1.939 0.014 0.029 0.01
301.1 2.01 1.908 1.939 0.015 0.031 0.011
301.2 2.01 1.908 1.939 0.015 0.033 0.011
301.3 2.01 1.908 1.939 0.016 0.035 0.011
301.4 2.01 1.908 1.939 0.016 0.037 0.012
301.5 2.01 1.908 1.939 0.017 0.039 0.012
301.6 2.01 1.908 1.939 0.017 0.041 0.013
301.7 2.01 1.908 1.939 0.018 0.043 0.013
301.8 2.01 1.908 1.939 0.018 0.045 0.014
301.9 2.01 1.908 1.939 0.019 0.047 0.014
302.0 2.01 1.908 1.939 0.02 0.05 0.015
302.1 2.01 1.908 1.939 0.02 0.052 0.015
302.2 2.01 1.908 1.939 0.021 0.054 0.016
302.3 2.01 1.908 1.939 0.022 0.057 0.016
302.4 2.01 1.908 1.939 0.023 0.059 0.017
302.5 2.01 1.908 1.939 0.023 0.062 0.018
302.6 2.01 1.908 1.939 0.024 0.065 0.018
302.7 2.01 1.908 1.939 0.025 0.068 0.019
302.8 2.01 1.908 1.939 0.026 0.071 0.02
302.9 2.01 1.908 1.939 0.027 0.074 0.021
303.0 2.01 1.908 1.939 0.028 0.077 0.021
303.1 2.01 1.908 1.939 0.029 0.08 0.022
303.2 2.01 1.908 1.939 0.03 0.083 0.023
303.3 2.01 1.908 1.939 0.032 0.087 0.024
303.4 2.01 1.908 1.939 0.033 0.09 0.025
303.5 2.01 1.908 1.939 0.034 0.094 0.026
303.6 2.01 1.908 1.939 0.036 0.098 0.027
303.7 2.01 1.908 1.939 0.037 0.102 0.028
303.8 2.01 1.908 1.939 0.038 0.106 0.029
303.9 2.01 1.908 1.939 0.04 0.11 0.03
304.0 2.01 1.908 1.939 0.041 0.115 0.031
304.1 2.01 1.908 1.939 0.043 0.119 0.033
304.2 2.01 1.908 1.939 0.045 0.124 0.034
304.3 2.01 1.908 1.939 0.047 0.129 0.035
304.4 2.01 1.908 1.939 0.049 0.134 0.036
304.5 2.01 1.908 1.939 0.05 0.139 0.038
304.6 2.01 1.908 1.939 0.052 0.145 0.039
304.7 2.01 1.908 1.939 0.055 0.151 0.041
304.8 2.01 1.908 1.939 0.057 0.156 0.042
304.9 2.01 1.908 1.939 0.059 0.162 0.044
305.0 2.01 1.908 1.939 0.061 0.169 0.046
305.1 2.01 1.908 1.939 0.064 0.175 0.047
305.2 2.01 1.908 1.939 0.066 0.182 0.049
305.3 2.01 1.908 1.939 0.069 0.189 0.051
305.4 2.01 1.908 1.939 0.072 0.196 0.053
305.5 2.01 1.908 1.939 0.074 0.204 0.055
305.6 2.01 1.908 1.939 0.077 0.211 0.057
