realization	alpha	beta	mu	mu_low	lambda	delta	lambda_tilde	violation
76764	0.7071	0.7071	-0.5858	-2.0000	-0.1406	-0.2929	-0.0703	False
76765	0.7071	0.7071	-0.8787	-3.0000	-0.4216	-0.2929	-0.1405	False
76766	0.7383	0.7383	-1.0469	-4.0000	-0.0000	-0.2617	-0.0000	False
76767	0.6554	0.6554	-1.7228	-5.0000	-0.0000	-0.3446	-0.0000	False
76768	0.8936	0.8936	-0.3191	-3.0000	-0.0000	-0.1064	-0.0000	False
76769	0.7071	0.7071	-0.8787	-3.0000	-0.1314	-0.2929	-0.0438	False
76770	0.7071	0.7071	-0.5858	-2.0000	-0.0027	-0.2929	-0.0013	False
76771	0.7937	0.7937	-0.8252	-4.0000	-0.0000	-0.2063	-0.0000	False
76772	0.7937	0.7937	-0.6189	-3.0000	-0.0000	-0.2063	-0.0000	False
76773	0.9032	0.9032	-0.3872	-4.0000	-0.0000	-0.0968	-0.0000	False
76774	0.6823	0.6823	-1.9060	-6.0000	-0.0000	-0.3177	-0.0000	False
76775	0.7071	0.7071	-1.4645	-5.0000	-0.1477	-0.2929	-0.0295	False
76776	0.9247	0.9247	-0.3012	-4.0000	-0.0288	-0.0753	-0.0072	False
76777	0.8387	0.8387	-0.6453	-4.0000	0.0000	-0.1613	0.0000	False
76778	0.8409	0.8409	-0.4773	-3.0000	0.0000	-0.1591	0.0000	False
76779	0.8376	0.8376	-0.6496	-4.0000	0.0000	-0.1624	0.0000	False
76780	0.7407	0.7407	-1.0372	-4.0000	-0.0047	-0.2593	-0.0012	False
76781	0.8295	0.8295	-1.0231	-6.0000	-0.0000	-0.1705	-0.0000	False
76782	0.6727	0.6727	-0.9818	-3.0000	-0.0000	-0.3273	-0.0000	False
76783	0.7765	0.7765	-1.1173	-5.0000	0.0000	-0.2235	0.0000	False
76784	0.7460	0.7460	-1.2701	-5.0000	0.0000	-0.2540	0.0000	False
76785	0.8295	0.8295	-0.8526	-5.0000	-0.0000	-0.1705	-0.0000	False
76786	0.7598	0.7598	-1.2008	-5.0000	-0.0000	-0.2402	-0.0000	False
76787	0.7071	0.7071	-1.1716	-4.0000	0.0000	-0.2929	0.0000	False
76788	0.7071	0.7071	-0.5858	-2.0000	-0.1321	-0.2929	-0.0660	False
76789	0.7071	0.7071	-0.5858	-2.0000	-0.0107	-0.2929	-0.0053	False
76790	0.7071	0.7071	-1.1716	-4.0000	-0.0000	-0.2929	-0.0000	False
76791	0.8484	0.8484	-0.6065	-4.0000	-0.0000	-0.1516	-0.0000	False
76792	0.7900	0.7900	-0.8398	-4.0000	-0.0000	-0.2100	-0.0000	False
76793	0.7549	0.7549	-0.7354	-3.0000	-0.0000	-0.2451	-0.0000	False
76794	0.7071	0.7071	-0.8787	-3.0000	-0.3070	-0.2929	-0.1023	False
76795	0.7937	0.7937	-0.6189	-3.0000	0.0000	-0.2063	0.0000	False
76796	0.8668	0.8668	-0.3997	-3.0000	-0.0000	-0.1332	-0.0000	False
76797	0.8393	0.8393	-0.8036	-5.0000	-0.0000	-0.1607	-0.0000	False
76798	0.6777	0.6777	-0.9670	-3.0000	-0.1312	-0.3223	-0.0437	False
76799	0.6300	0.6300	-1.4802	-4.0000	0.0000	-0.3700	0.0000	False
76800	0.8546	0.8546	-0.7268	-5.0000	0.0000	-0.1454	0.0000	False
76801	0.8105	0.8105	-1.3263	-7.0000	0.0000	-0.1895	0.0000	False
76802	0.7549	0.7549	-1.9610	-8.0000	0.0000	-0.2451	0.0000	False
76803	0.7071	0.7071	-0.8787	-3.0000	-0.2592	-0.2929	-0.0864	False
76804	0.8907	0.8907	-0.4372	-4.0000	0.0000	-0.1093	0.0000	False
76805	0.7071	0.7071	-0.5858	-2.0000	-0.0000	-0.2929	-0.0000	False
76806	0.7709	0.7709	-0.6872	-3.0000	0.0000	-0.2291	0.0000	False
76807	0.7251	0.7251	-2.4737	-9.0000	0.0000	-0.2749	0.0000	False
76808	0.8277	0.8277	-0.5169	-3.0000	0.0000	-0.1723	0.0000	False
76809	0.8581	0.8581	-0.8514	-6.0000	0.0000	-0.1419	0.0000	False
76810	0.7071	0.7071	-2.3431	-8.0000	-0.0000	-0.2929	-0.0000	False
76811	0.8243	0.8243	-1.0544	-6.0000	0.0000	-0.1757	0.0000	False
76812	0.7071	0.7071	-0.5858	-2.0000	-0.1075	-0.2929	-0.0538	False
76813	0.7549	0.7549	-1.2256	-5.0000	-0.0000	-0.2451	-0.0000	False
76814	0.7071	0.7071	-0.5858	-2.0000	-0.1436	-0.2929	-0.0718	False
76815	0.8165	0.8165	-0.5505	-3.0000	0.0000	-0.1835	0.0000	False
76816	0.8581	0.8581	-0.4257	-3.0000	-0.1189	-0.1419	-0.0396	False
76817	0.8069	0.8069	-0.7724	-4.0000	-0.0000	-0.1931	-0.0000	False
76818	0.8583	0.8583	-0.7083	-5.0000	-0.0000	-0.1417	-0.0000	False
76819	0.7759	0.7759	-0.8963	-4.0000	-0.0000	-0.2241	-0.0000	False
76820	0.7937	0.7937	-1.2378	-6.0000	-0.0000	-0.2063	-0.0000	False
76821	0.7071	0.7071	-1.1716	-4.0000	0.0000	-0.2929	0.0000	False
76822	0.7071	0.7071	-0.8787	-3.0000	-0.3596	-0.2929	-0.1199	False
76823	0.7071	0.7071	-0.8787	-3.0000	-0.3025	-0.2929	-0.1008	False
76824	0.7071	0.7071	-0.8787	-3.0000	-0.3947	-0.2929	-0.1316	False
76825	0.7508	0.7508	-0.9966	-4.0000	-0.0000	-0.2492	-0.0000	False
76826	0.6300	0.6300	-1.4802	-4.0000	-0.0000	-0.3700	-0.0000	False
76827	0.5000	0.5000	-1.0000	-2.0000	-0.1029	-0.5000	-0.0514	False
76828	0.8165	0.8165	-0.7340	-4.0000	-0.0000	-0.1835	-0.0000	False
76829	0.8866	0.8866	-0.3403	-3.0000	0.0000	-0.1134	0.0000	False
76830	0.5000	0.5000	-1.5000	-3.0000	-0.0000	-0.5000	-0.0000	False
76831	0.7952	0.7952	-0.8192	-4.0000	-0.0000	-0.2048	-0.0000	False
76832	0.5000	0.5000	-1.0000	-2.0000	-0.3825	-0.5000	-0.1913	False
76833	0.7937	0.7071	-0.8252	-4.0000	0.0000	-0.2063	0.0000	False
76834	0.7549	0.7549	-0.9805	-4.0000	-0.0000	-0.2451	-0.0000	False
76835	0.8794	0.8794	-0.4825	-4.0000	0.0000	-0.1206	0.0000	False
76836	0.7937	0.7937	-1.0315	-5.0000	-0.0000	-0.2063	-0.0000	False
76837	0.9372	0.9372	-0.2514	-4.0000	-0.0000	-0.0628	-0.0000	False
76838	0.7071	0.7071	-0.5858	-2.0000	-0.0000	-0.2929	-0.0000	False
76839	0.7071	0.7071	-1.7574	-6.0000	0.0000	-0.2929	0.0000	False
76840	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
76841	0.9406	0.9406	-0.1781	-3.0000	-0.0000	-0.0594	-0.0000	False
76842	0.8660	0.8660	-0.4019	-3.0000	-0.0989	-0.1340	-0.0330	False
76843	0.9215	0.9215	-0.2356	-3.0000	0.0000	-0.0785	0.0000	False
76844	0.7071	0.7071	-0.8787	-3.0000	-0.2271	-0.2929	-0.0757	False
76845	0.9244	0.9244	-0.3780	-5.0000	-0.0000	-0.0756	-0.0000	False
76846	0.8198	0.8198	-0.5405	-3.0000	-0.0000	-0.1802	-0.0000	False
76847	0.8165	0.8165	-1.1010	-6.0000	-0.0987	-0.1835	-0.0164	False
76848	0.7920	0.7920	-1.0398	-5.0000	0.0000	-0.2080	0.0000	False
76849	0.8165	0.8165	-1.1010	-6.0000	-0.0000	-0.1835	-0.0000	False
76850	0.7071	0.7071	-1.1716	-4.0000	-0.0000	-0.2929	-0.0000	False
76851	0.6180	0.6180	-1.5279	-4.0000	-0.0000	-0.3820	-0.0000	False
76852	0.7071	0.7071	-0.5858	-2.0000	-0.2832	-0.2929	-0.1416	False
76853	0.7321	0.7321	-1.3397	-5.0000	0.0000	-0.2679	0.0000	False
76854	0.8165	0.8165	-0.7340	-4.0000	0.0000	-0.1835	0.0000	False
76855	0.7071	0.7071	-0.8787	-3.0000	-0.0738	-0.2929	-0.0246	False
76856	0.7071	0.7071	-0.5858	-2.0000	-0.0491	-0.2929	-0.0245	False
76857	0.8514	0.8514	-1.0403	-7.0000	0.0000	-0.1486	0.0000	False
76858	0.6903	0.6903	-0.9291	-3.0000	0.0000	-0.3097	0.0000	False
76859	0.9032	0.9032	-0.7743	-8.0000	0.0000	-0.0968	0.0000	False
76860	0.7862	0.7862	-0.6415	-3.0000	-0.0000	-0.2138	-0.0000	False
76861	0.7071	0.7071	-0.8787	-3.0000	-0.4630	-0.2929	-0.1543	False
76862	0.7071	0.7071	-0.8787	-3.0000	-0.4044	-0.2929	-0.1348	False
76863	0.7549	0.7549	-0.9805	-4.0000	-0.0000	-0.2451	-0.0000	False
76864	0.8817	0.8817	-0.4731	-4.0000	0.0000	-0.1183	0.0000	False
76865	0.7071	0.7071	-1.1716	-4.0000	-0.3347	-0.2929	-0.0837	False
76866	0.7071	0.7071	-0.8787	-3.0000	-0.4176	-0.2929	-0.1392	False
76867	0.8709	0.8709	-0.5166	-4.0000	-0.0000	-0.1291	-0.0000	False
76868	0.7071	0.7071	-0.5858	-2.0000	-0.0756	-0.2929	-0.0378	False
76869	0.5652	0.5652	-1.7392	-4.0000	-0.0000	-0.4348	-0.0000	False
76870	0.5000	0.5000	-1.0000	-2.0000	-0.3618	-0.5000	-0.1809	False
76871	0.7071	0.7071	-1.4645	-5.0000	0.0000	-0.2929	0.0000	False
76872	0.8393	0.8393	-0.6429	-4.0000	-0.0000	-0.1607	-0.0000	False
76873	0.7549	0.7549	-1.4707	-6.0000	-0.0000	-0.2451	-0.0000	False
76874	0.7071	0.7071	-0.5858	-2.0000	0.0000	-0.2929	0.0000	False
76875	0.7549	0.7549	-1.4707	-6.0000	0.0000	-0.2451	0.0000	False
76876	0.7937	0.7937	-1.0315	-5.0000	-0.0000	-0.2063	-0.0000	False
76877	0.7071	0.7071	-0.8787	-3.0000	0.0000	-0.2929	0.0000	False
76878	0.7071	0.7071	-0.5858	-2.0000	-0.2909	-0.2929	-0.1455	False
76879	0.7748	0.7748	-0.6756	-3.0000	-0.0000	-0.2252	-0.0000	False
76880	0.7549	0.7549	-1.4707	-6.0000	-0.0000	-0.2451	-0.0000	False
76881	0.7071	0.7071	-0.8787	-3.0000	-0.4183	-0.2929	-0.1394	False
76882	0.7071	0.7071	-0.8787	-3.0000	-0.3067	-0.2929	-0.1022	False
76883	0.7071	0.7071	-1.1716	-4.0000	-0.2567	-0.2929	-0.0642	False
76884	0.8295	0.8295	-0.8526	-5.0000	-0.0000	-0.1705	-0.0000	False
76885	0.8465	0.8465	-0.6141	-4.0000	0.0000	-0.1535	0.0000	False
76886	0.8087	0.8087	-0.5738	-3.0000	-0.0000	-0.1913	-0.0000	False
76887	0.7071	0.7071	-1.4645	-5.0000	-0.5630	-0.2929	-0.1126	False
76888	0.7321	0.7321	-0.8038	-3.0000	0.0000	-0.2679	0.0000	False
76889	0.7607	0.7607	-0.7179	-3.0000	-0.1152	-0.2393	-0.0384	False
76890	0.7071	0.7071	-1.1716	-4.0000	-0.0000	-0.2929	-0.0000	False
76891	0.8278	0.8278	-0.5166	-3.0000	0.0000	-0.1722	0.0000	False
76892	0.7071	0.7071	-0.8787	-3.0000	0.0000	-0.2929	0.0000	False
76893	0.7071	0.7071	-0.5858	-2.0000	-0.0838	-0.2929	-0.0419	False
76894	0.8765	0.8765	-0.3705	-3.0000	0.0000	-0.1235	0.0000	False
76895	0.7071	0.7071	-1.1716	-4.0000	-0.0000	-0.2929	-0.0000	False
76896	0.7549	0.7549	-1.2256	-5.0000	0.0000	-0.2451	0.0000	False
76897	0.9108	0.9108	-0.4459	-5.0000	0.0000	-0.0892	0.0000	False
76898	0.8393	0.8393	-0.3214	-2.0000	-0.0000	-0.1607	-0.0000	False
76899	0.8393	0.8393	-0.6429	-4.0000	0.0000	-0.1607	0.0000	False
76900	0.5000	0.5000	-1.0000	-2.0000	-0.4955	-0.5000	-0.2477	False
76901	0.8052	0.8052	-0.7794	-4.0000	-0.0000	-0.1948	-0.0000	False
76902	0.7321	0.7321	-1.0718	-4.0000	0.0000	-0.2679	0.0000	False
76903	0.8456	0.8456	-0.7722	-5.0000	-0.0000	-0.1544	-0.0000	False
76904	0.7549	0.7549	-0.9805	-4.0000	-0.0000	-0.2451	-0.0000	False
76905	0.7071	0.7071	-0.5858	-2.0000	-0.2635	-0.2929	-0.1318	False
76906	0.8581	0.8581	-0.7095	-5.0000	-0.0000	-0.1419	-0.0000	False
76907	0.7332	0.7332	-0.8005	-3.0000	-0.0000	-0.2668	-0.0000	False
76908	0.8617	0.8617	-0.5532	-4.0000	-0.0000	-0.1383	-0.0000	False
76909	0.9078	0.8165	-0.3688	-4.0000	-0.0000	-0.0922	-0.0000	False
76910	0.9032	0.9032	-0.3872	-4.0000	-0.1397	-0.0968	-0.0349	False
76911	0.7167	0.7167	-1.4166	-5.0000	-0.0000	-0.2833	-0.0000	False
76912	0.5000	0.5000	-2.5000	-5.0000	0.0000	-0.5000	0.0000	False
76913	0.7071	0.7071	-0.5858	-2.0000	-0.1954	-0.2929	-0.0977	False
76914	0.6325	0.6325	-1.8377	-5.0000	0.0000	-0.3675	0.0000	False
76915	0.7071	0.7071	-0.5858	-2.0000	-0.1019	-0.2929	-0.0509	False
76916	0.7071	0.7071	-0.5858	-2.0000	-0.0464	-0.2929	-0.0232	False
76917	0.7549	0.7549	-1.2256	-5.0000	0.0000	-0.2451	0.0000	False
76918	0.8850	0.8850	-0.3449	-3.0000	-0.0427	-0.1150	-0.0142	False
76919	0.7071	0.7071	-0.5858	-2.0000	-0.0643	-0.2929	-0.0321	False
76920	0.8645	0.8645	-0.6775	-5.0000	-0.0000	-0.1355	-0.0000	False
76921	0.7778	0.7778	-0.8887	-4.0000	0.0000	-0.2222	0.0000	False
76922	0.7549	0.7549	-0.7354	-3.0000	-0.0000	-0.2451	-0.0000	False
76923	0.8393	0.8393	-0.4821	-3.0000	-0.0000	-0.1607	-0.0000	False
76924	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
76925	0.8192	0.8192	-0.7233	-4.0000	-0.0000	-0.1808	-0.0000	False
76926	0.8192	0.8192	-0.9041	-5.0000	-0.0000	-0.1808	-0.0000	False
76927	0.8556	0.8556	-0.7220	-5.0000	0.0000	-0.1444	0.0000	False
76928	0.8393	0.8393	-0.6429	-4.0000	-0.0000	-0.1607	-0.0000	False
76929	0.5000	0.5000	-1.0000	-2.0000	-0.4303	-0.5000	-0.2152	False
76930	0.7549	0.7549	-0.7354	-3.0000	-0.0000	-0.2451	-0.0000	False
76931	0.8581	0.8581	-0.4257	-3.0000	-0.0000	-0.1419	-0.0000	False
76932	0.7549	0.7549	-0.7354	-3.0000	0.0000	-0.2451	0.0000	False
76933	0.8125	0.8125	-0.9377	-5.0000	0.0000	-0.1875	0.0000	False
76934	0.7872	0.7872	-0.6385	-3.0000	-0.0000	-0.2128	-0.0000	False
76935	0.8295	0.8295	-0.5115	-3.0000	-0.0617	-0.1705	-0.0206	False
76936	0.7071	0.7071	-0.8787	-3.0000	-0.2106	-0.2929	-0.0702	False
76937	0.6573	0.6573	-1.7135	-5.0000	-0.0693	-0.3427	-0.0139	False
76938	0.7071	0.7071	-0.5858	-2.0000	-0.1766	-0.2929	-0.0883	False
76939	0.9225	0.9225	-0.3098	-4.0000	-0.0000	-0.0775	-0.0000	False
76940	0.9070	0.9070	-0.1861	-2.0000	0.0000	-0.0930	0.0000	False
76941	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
76942	0.7071	0.7071	-0.8787	-3.0000	-0.4878	-0.2929	-0.1626	False
76943	0.7071	0.7071	-0.8787	-3.0000	-0.3449	-0.2929	-0.1150	False
76944	0.6573	0.6573	-2.7416	-8.0000	-0.0000	-0.3427	-0.0000	False
76945	0.6602	0.6602	-1.0193	-3.0000	-0.0000	-0.3398	-0.0000	False
76946	0.8409	0.8409	-0.4773	-3.0000	0.0000	-0.1591	0.0000	False
76947	0.9215	0.9215	-0.3927	-5.0000	-0.0000	-0.0785	-0.0000	False
76948	0.8828	0.8828	-0.4689	-4.0000	-0.0000	-0.1172	-0.0000	False
76949	0.9985	0.7937	-0.0060	-4.0000	0.0000	-0.0015	0.0000	False
76950	0.7549	0.7549	-0.4902	-2.0000	0.0000	-0.2451	0.0000	False
76951	0.7071	0.7071	-0.5858	-2.0000	0.0000	-0.2929	0.0000	False
76952	0.7071	0.7071	-0.5858	-2.0000	-0.0958	-0.2929	-0.0479	False
76953	0.7071	0.7071	-0.5858	-2.0000	0.0000	-0.2929	0.0000	False
76954	0.7071	0.7071	-0.5858	-2.0000	-0.2882	-0.2929	-0.1441	False
76955	0.7549	0.7549	-0.9805	-4.0000	-0.0000	-0.2451	-0.0000	False
76956	0.9319	0.9319	-0.2722	-4.0000	-0.0000	-0.0681	-0.0000	False
76957	0.8468	0.8468	-0.6128	-4.0000	-0.0000	-0.1532	-0.0000	False
76958	0.7729	0.7729	-1.1354	-5.0000	0.0000	-0.2271	0.0000	False
76959	0.5000	0.5000	-1.0000	-2.0000	-0.1454	-0.5000	-0.0727	False
76960	0.8393	0.8393	-0.8036	-5.0000	0.0000	-0.1607	0.0000	False
76961	0.7589	0.7589	-0.7234	-3.0000	-0.0000	-0.2411	-0.0000	False
76962	0.7031	0.7031	-0.8906	-3.0000	0.0000	-0.2969	0.0000	False
76963	0.7071	0.7071	-1.4645	-5.0000	-0.1940	-0.2929	-0.0388	False
76964	0.7071	0.7071	-1.4645	-5.0000	0.0000	-0.2929	0.0000	False
76965	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
76966	0.8567	0.8567	-0.5733	-4.0000	-0.0000	-0.1433	-0.0000	False
76967	0.7071	0.7071	-0.8787	-3.0000	0.0000	-0.2929	0.0000	False
76968	0.7862	0.7862	-0.6415	-3.0000	-0.0000	-0.2138	-0.0000	False
76969	0.8668	0.8668	-0.9327	-7.0000	-0.0406	-0.1332	-0.0058	False
76970	0.7071	0.7071	-0.5858	-2.0000	-0.0594	-0.2929	-0.0297	False
76971	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
76972	0.9103	0.9103	-0.6276	-7.0000	-0.0035	-0.0897	-0.0005	False
76973	0.7862	0.7862	-0.8554	-4.0000	-0.0000	-0.2138	-0.0000	False
76974	0.7071	0.7071	-1.7574	-6.0000	-0.0000	-0.2929	-0.0000	False
76975	0.8846	0.8846	-0.5768	-5.0000	-0.0000	-0.1154	-0.0000	False
76976	0.7071	0.7071	-1.1716	-4.0000	-0.5146	-0.2929	-0.1286	False
76977	0.7549	0.7549	-0.7354	-3.0000	-0.0000	-0.2451	-0.0000	False
76978	0.6639	0.6639	-1.0082	-3.0000	-0.0000	-0.3361	-0.0000	False
76979	0.9086	0.9086	-0.2743	-3.0000	-0.0000	-0.0914	-0.0000	False
76980	0.8654	0.8654	-0.6732	-5.0000	0.0000	-0.1346	0.0000	False
76981	0.7071	0.7071	-0.8787	-3.0000	-0.2419	-0.2929	-0.0806	False
76982	0.7808	0.7808	-0.8769	-4.0000	-0.0000	-0.2192	-0.0000	False
76983	0.8815	0.8815	-0.5923	-5.0000	-0.0561	-0.1185	-0.0112	False
76984	0.7071	0.7071	-1.1716	-4.0000	-0.0000	-0.2929	-0.0000	False
76985	0.7071	0.7071	-0.8787	-3.0000	-0.2290	-0.2929	-0.0763	False
76986	0.7071	0.7071	-0.8787	-3.0000	-0.5328	-0.2929	-0.1776	False
76987	0.7071	0.7071	-0.5858	-2.0000	-0.2649	-0.2929	-0.1325	False
76988	0.5000	0.5000	-1.0000	-2.0000	-0.4997	-0.5000	-0.2498	False
76989	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
76990	0.7071	0.7071	-0.5858	-2.0000	-0.2164	-0.2929	-0.1082	False
76991	0.9102	0.9102	-0.4491	-5.0000	-0.0000	-0.0898	-0.0000	False
76992	0.8484	0.8484	-1.2130	-8.0000	-0.0000	-0.1516	-0.0000	False
76993	0.8846	0.8846	-0.5768	-5.0000	-0.1081	-0.1154	-0.0216	False
76994	0.7607	0.7607	-1.1966	-5.0000	-0.1299	-0.2393	-0.0260	False
76995	0.6119	0.6119	-1.1642	-3.0000	0.0000	-0.3881	0.0000	False
76996	0.8393	0.8393	-0.3214	-2.0000	-0.0000	-0.1607	-0.0000	False
76997	0.7816	0.7816	-0.4368	-2.0000	0.0000	-0.2184	0.0000	False
76998	0.8756	0.8756	-0.4978	-4.0000	0.0000	-0.1244	0.0000	False
76999	0.8393	0.8393	-0.4821	-3.0000	-0.0000	-0.1607	-0.0000	False
77000	0.7071	0.7071	-1.1716	-4.0000	-0.3305	-0.2929	-0.0826	False
77001	0.8192	0.8192	-0.9041	-5.0000	-0.0000	-0.1808	-0.0000	False
77002	0.7908	0.7908	-0.8369	-4.0000	-0.0000	-0.2092	-0.0000	False
77003	0.8431	0.8431	-0.6277	-4.0000	-0.0000	-0.1569	-0.0000	False
77004	0.7071	0.7071	-2.3431	-8.0000	-0.0000	-0.2929	-0.0000	False
77005	0.9144	0.9144	-0.4280	-5.0000	0.0000	-0.0856	0.0000	False
77006	0.7549	0.7549	-0.9805	-4.0000	-0.0000	-0.2451	-0.0000	False
77007	0.8845	0.8845	-0.4620	-4.0000	-0.0000	-0.1155	-0.0000	False
77008	0.7071	0.7071	-0.8787	-3.0000	-0.2024	-0.2929	-0.0675	False
77009	0.7071	0.7071	-1.1716	-4.0000	-0.3215	-0.2929	-0.0804	False
77010	0.7071	0.7071	-0.5858	-2.0000	-0.2814	-0.2929	-0.1407	False
77011	0.7862	0.7862	-1.0692	-5.0000	0.0000	-0.2138	0.0000	False
77012	0.7808	0.7808	-1.0961	-5.0000	-0.1657	-0.2192	-0.0331	False
77013	0.7071	0.7071	-0.8787	-3.0000	-0.4826	-0.2929	-0.1609	False
77014	0.7321	0.7321	-1.0718	-4.0000	-0.0000	-0.2679	-0.0000	False
77015	0.7474	0.7474	-0.7578	-3.0000	-0.0000	-0.2526	-0.0000	False
77016	0.7937	0.7937	-1.2378	-6.0000	-0.2327	-0.2063	-0.0388	False
77017	0.7071	0.7071	-0.5858	-2.0000	-0.0594	-0.2929	-0.0297	False
77018	0.8393	0.8393	-0.4821	-3.0000	-0.0000	-0.1607	-0.0000	False
77019	0.7709	0.7709	-1.3745	-6.0000	-0.0000	-0.2291	-0.0000	False
77020	0.9233	0.9233	-0.3833	-5.0000	0.0000	-0.0767	0.0000	False
77021	0.7475	0.7475	-0.7576	-3.0000	0.0000	-0.2525	0.0000	False
77022	0.7937	0.7937	-0.4126	-2.0000	-0.0000	-0.2063	-0.0000	False
77023	0.8393	0.8393	-0.6429	-4.0000	-0.0000	-0.1607	-0.0000	False
77024	0.7071	0.7071	-1.1716	-4.0000	-0.4169	-0.2929	-0.1042	False
77025	0.5707	0.5707	-1.2880	-3.0000	0.0000	-0.4293	0.0000	False
77026	0.8165	0.8165	-1.1010	-6.0000	-0.0000	-0.1835	-0.0000	False
77027	0.7071	0.7071	-0.5858	-2.0000	-0.0844	-0.2929	-0.0422	False
77028	0.7071	0.7071	-0.5858	-2.0000	-0.1030	-0.2929	-0.0515	False
77029	0.7071	0.7071	-0.5858	-2.0000	-0.2880	-0.2929	-0.1440	False
77030	0.7729	0.7729	-1.3625	-6.0000	-0.0868	-0.2271	-0.0145	False
77031	0.7321	0.7321	-1.0718	-4.0000	0.0000	-0.2679	0.0000	False
77032	0.9032	0.9032	-0.7743	-8.0000	-0.0000	-0.0968	-0.0000	False
77033	0.8846	0.8846	-0.9228	-8.0000	-0.3478	-0.1154	-0.0435	False
77034	0.7071	0.7071	-0.8787	-3.0000	-0.1230	-0.2929	-0.0410	False
77035	0.7872	0.7872	-0.6385	-3.0000	-0.0000	-0.2128	-0.0000	False
77036	0.7071	0.7071	-1.1716	-4.0000	0.0000	-0.2929	0.0000	False
77037	0.6180	0.6180	-1.5279	-4.0000	-0.0000	-0.3820	-0.0000	False
77038	0.8229	0.8229	-0.3542	-2.0000	0.0000	-0.1771	0.0000	False
77039	0.5000	0.5000	-1.0000	-2.0000	-0.4891	-0.5000	-0.2445	False
77040	0.7713	0.7713	-0.9146	-4.0000	-0.0000	-0.2287	-0.0000	False
77041	0.9123	0.9123	-0.5261	-6.0000	-0.0000	-0.0877	-0.0000	False
77042	0.7071	0.7071	-1.7574	-6.0000	-0.0000	-0.2929	-0.0000	False
77043	0.8165	0.8165	-0.7340	-4.0000	-0.0000	-0.1835	-0.0000	False
77044	0.8484	0.8484	-0.9098	-6.0000	0.0000	-0.1516	0.0000	False
77045	0.8608	0.8608	-0.8352	-6.0000	0.0000	-0.1392	0.0000	False
77046	0.7071	0.7071	-0.8787	-3.0000	-0.4097	-0.2929	-0.1366	False
77047	0.7071	0.7071	-1.1716	-4.0000	-0.3246	-0.2929	-0.0812	False
77048	0.6180	0.6180	-0.7639	-2.0000	-0.0000	-0.3820	-0.0000	False
77049	0.7071	0.7071	-0.5858	-2.0000	-0.2192	-0.2929	-0.1096	False
77050	0.7549	0.7549	-1.2256	-5.0000	-0.0000	-0.2451	-0.0000	False
77051	0.7071	0.7071	-0.8787	-3.0000	-0.3371	-0.2929	-0.1124	False
77052	0.7549	0.7549	-0.9805	-4.0000	0.0000	-0.2451	0.0000	False
77053	0.7071	0.7071	-0.5858	-2.0000	-0.2351	-0.2929	-0.1175	False
77054	0.8944	0.8944	-0.3167	-3.0000	0.0000	-0.1056	0.0000	False
77055	0.7937	0.7937	-0.6189	-3.0000	-0.0000	-0.2063	-0.0000	False
77056	0.8829	0.8829	-0.5856	-5.0000	-0.0000	-0.1171	-0.0000	False
77057	0.7549	0.7549	-1.4707	-6.0000	0.0000	-0.2451	0.0000	False
77058	0.7980	0.7980	-1.0101	-5.0000	0.0000	-0.2020	0.0000	False
77059	0.7071	0.7071	-1.4645	-5.0000	-0.3547	-0.2929	-0.0709	False
77060	0.6300	0.6300	-0.7401	-2.0000	-0.0377	-0.3700	-0.0189	False
77061	0.8295	0.8295	-0.5115	-3.0000	-0.0541	-0.1705	-0.0180	False
77062	0.7862	0.7862	-1.0692	-5.0000	-0.0000	-0.2138	-0.0000	False
77063	0.7071	0.7071	-0.8787	-3.0000	-0.3260	-0.2929	-0.1087	False
77064	0.5774	0.5774	-2.1132	-5.0000	-0.0000	-0.4226	-0.0000	False
77065	0.7976	0.7976	-0.8095	-4.0000	0.0000	-0.2024	0.0000	False
77066	0.7071	0.7071	-0.5858	-2.0000	-0.2391	-0.2929	-0.1195	False
77067	0.5000	0.5000	-1.0000	-2.0000	-0.2881	-0.5000	-0.1441	False
77068	0.7071	0.7071	-1.4645	-5.0000	-0.3878	-0.2929	-0.0776	False
77069	0.8409	0.8409	-0.6364	-4.0000	0.0000	-0.1591	0.0000	False
77070	0.8668	0.8668	-0.6662	-5.0000	0.0000	-0.1332	0.0000	False
77071	0.7357	0.7357	-0.7930	-3.0000	-0.0000	-0.2643	-0.0000	False
77072	0.7071	0.7071	-0.5858	-2.0000	-0.2704	-0.2929	-0.1352	False
77073	0.8239	0.8239	-0.7043	-4.0000	-0.0000	-0.1761	-0.0000	False
77074	0.8295	0.8295	-1.0231	-6.0000	-0.0000	-0.1705	-0.0000	False
77075	0.7071	0.7071	-1.7574	-6.0000	-0.0000	-0.2929	-0.0000	False
77076	0.8907	0.8907	-0.4372	-4.0000	0.0000	-0.1093	0.0000	False
77077	0.7549	0.7549	-0.4902	-2.0000	-0.0000	-0.2451	-0.0000	False
